decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
17484,65990,2267932,1071041,49849,488590,0,330406,90,22467,170271,570,2379349,11172,269304,60,2793,250480,0,95064,2120010,3351429,1383542,539484,8059257,9485423,1270105,29519748,5669866,1068353,8557902,52084813,4875814,13145760
51,4380,80084,30177,3213,5946,30,11681,1621,9970,8679,0,32193,660,5286,0,0,3723,0,639,29903,14156,8037,1396,27449,123475,18138,407216,85829,21711,200359,2877676,321082,326519
25,21156,80215,50520,0,9126,3544,14381,3850,4077,8976,0,32704,690,3484,0,60,3213,0,450,22909,19727,6223,202398,2924572,205356,26398,421911,70374,25143,213896,4437360,508137,837147
40,6902,70114,32672,30,7268,0,12434,0,10556,28540,0,29850,961,3514,0,3483,3875,0,390,22475,19819,7274,1339,25234,123920,18087,405298,68750,17282,160398,1528116,174642,163093
9003,69287,1159967,1900489,2465,253690,0,250932,60,27778,350692,538,1160077,9401,96543,0,1986,115890,0,12779,996888,1609022,1370319,51293,6211241,4096389,586133,13304541,2692579,692001,6003700,36697650,3382321,5339680
11218,8264,2040469,781846,48603,442741,717,224213,29,17274,156824,448,941357,11100,160812,0,0,103345,60,16328,757916,1408537,430227,5286,5763343,3996347,522968,9962971,1355302,441578,5647012,25218310,2967774,10425080
13831,21276,1993259,394888,48038,321255,1515,492554,60,46588,347510,0,205602,1587,97699,0,119,86563,0,8108,504187,605766,348171,2918,472601,3064250,587556,12339795,3609179,918008,8266143,30389387,3237042,9737341
5165,8639,1345749,1522516,112501,369411,338,491885,0,23269,258551,30,860413,1248,65448,0,2313,70715,29,9640,1415908,5274374,606997,193012,716998,3944340,610649,13046622,2176742,535634,4833941,20570193,1970027,6921757
15285,9352,2355605,723645,49740,462565,9139,218588,60,19429,126227,29,1278600,9948,147947,0,120,85031,0,11749,754500,1361890,594761,3918,2370378,2187288,266300,4685760,616197,472609,8551587,36205910,4074520,12324966
13846,17964,2049272,786683,4658,317420,60,408336,211,33254,210323,0,705124,1164,100292,0,852,84711,0,1371,122741,62319,28370,2323,241976,3497914,685275,14048074,3597785,955114,9305801,31988276,3132248,9912539
8599,7411,1536946,1476707,55154,472869,0,401935,31,42118,254972,0,1414324,12141,4326,0,159,42225,0,3931,1172737,2440646,582899,185164,366252,3375226,559522,13077999,2157320,619372,5813338,25727560,2240563,8060860
13859,20831,2066375,1318092,47207,439185,61,52056,90,27007,70800,60,920205,7620,153760,0,271,99245,59,7965,639441,1267389,581027,2928,2453754,2448053,304358,7403815,2005112,725810,10359070,39311988,3928575,11829338
12362,8236,1874298,689631,7549,7147,360,91491,906,25535,177284,29,472143,630,70279,0,60,42417,0,3607,435507,342707,625253,201984,224372,2057022,443014,9699635,2493663,656084,5662106,26127473,2640264,8525624
0,13790,98014,30782,0,6487,0,197999,30,1892,8828,30,46068,630,4744,0,30,3843,0,300,29848,47504,3033,1129,14730,152599,20015,443017,84988,20398,200930,1597370,194527,234772
43480,1032935,4751756,4835420,27440,393091,159,396228,0,45891,269493,159,1584963,18685,664407,102,3942,103242,34,9226,464114,734037,2096385,531404,20164535,3727875,733147,21202599,4470003,1293461,15255112,124822292,14192960,16175230
57713,763334,5589520,3098708,16886,1019505,927,1268000,1983,134259,602052,29,2518957,15893,346383,89,359,447097,0,121495,2480821,3144107,450629,221457,2238073,9497892,1293890,30594387,7013123,1736813,19396502,138878414,16265468,10482348
58811,786001,5591915,4491240,0,1309666,7310,1379733,149,159697,1004077,89,2880944,16935,354691,768,1077,309808,29,76434,2213134,3616258,5758529,2277205,7386776,9403012,1285404,29844788,6878143,1704770,19208721,137343726,16205631,9709289
27078,515261,3175856,1577895,29739,646252,0,1203442,2521,45323,178001,512,2016277,2341,8224,0,2461,41516,420,22028,993623,2163535,2926020,1474303,32620513,7212558,949142,20372199,3033426,796271,10613946,84624611,9170680,19869287
47194,219927,3704734,1585270,3901,12670,0,62100,60,24459,102091,180,2597733,11675,78142,29,0,128874,0,9428,1197632,1991014,892503,221774,3731656,2307847,462040,11678097,2244607,786192,9592978,71189450,6745424,11780177
36761,178661,1875610,1407784,23829,473755,120,509888,2132,27362,221693,60,1170356,5473,68991,29,663,59996,30,11967,461869,1030922,4364668,1971801,22922690,3317156,617483,16471073,2714812,833719,8315211,68701528,7402558,6579614
129239,494526,6426389,4825899,126815,1729359,0,1605845,1886,244667,1160995,2222,4230433,54940,542196,0,4006,439674,0,133568,3642495,4621528,327932,114573,1341985,11770792,1589183,36138756,4960868,1355811,14182887,138552547,16571481,19219551
102566,453721,5764439,4632589,34183,1525663,0,1589930,845,215662,990215,842,3252396,41392,478087,0,4504,388269,0,60636,1694541,2603024,184970,361422,4499539,9670335,1411127,32286032,5083584,1353363,14560941,124306314,14591089,13573414
29123,327457,2834341,2334420,66102,700913,0,839014,0,125969,556090,0,1648535,45515,274993,0,1835,241747,0,60247,1656270,2576845,166335,46704,679977,4779190,685458,15334017,3491100,877895,9926699,77151435,9251251,5440173
29416,353168,2786240,2243777,65646,696820,0,847022,0,126446,577513,0,1655170,46905,281021,0,1459,245007,0,61031,1692250,2692260,196472,79204,3801758,4743975,651386,15139128,3501198,883833,10037508,78334769,9504163,4986396
29469,323462,2811433,2279742,65818,707763,0,840197,0,125290,569567,0,1654732,46781,278843,0,723,246421,0,60150,1682911,2620192,193495,78560,930941,4742826,653254,15107701,3479746,872645,9993625,77807393,9413209,5040176
29400,355558,2804673,2271732,65878,703253,0,849790,0,125677,573593,0,1654140,46674,284107,0,2926,249765,0,60990,1673663,2753121,197229,80316,936503,4793986,661568,15296551,3539199,888808,10067390,79196514,9562831,5557753
29501,323613,2826054,2275256,64613,690068,0,855085,0,126660,582014,0,2235249,47708,276130,0,1169,238152,0,60874,1665765,2572024,176267,59868,784281,4775544,668015,15213122,3517697,878611,10010315,77362356,9361666,4946363
29155,335155,2794144,2224397,65918,704660,0,851893,34,125657,570357,0,1655504,46135,273686,0,2040,251281,0,61214,1684654,2669111,206539,83125,952646,4731069,653598,15111057,3493842,873891,9939037,77545477,9410604,5416888
29260,366539,2808885,2282370,64473,689652,0,844774,0,126862,570531,0,1664477,46962,281530,0,1947,243267,0,61572,1686374,2657523,695472,257167,980821,4674077,652662,15233339,3528999,882363,9897232,77136167,9379401,4831310
29353,330638,2809549,2277161,63886,689441,0,858211,0,122766,576995,0,1663022,48838,274814,0,2040,243391,0,60734,1670156,2598871,211669,82791,950263,4728916,654009,14897109,3478444,873392,9959710,77103464,9330184,4973623
29461,316392,2798425,2285115,63640,684214,0,829047,0,121884,580147,0,1674083,46847,266206,0,961,240772,0,63294,1720999,2651461,720418,252433,3673078,4716598,650277,15083189,3486364,875744,9992122,78280865,9385448,5458744
29141,335689,2803267,2254400,64519,706312,0,838743,0,123521,569288,0,1649630,48441,279877,0,3151,240449,0,61041,1669952,2551935,207257,83945,978417,4695289,649148,15001717,3472022,873236,9932872,76631814,9215555,4861249
28723,346063,2808625,2265216,64912,706100,0,846967,29,126085,563871,0,1663319,45905,285668,29,3064,245480,0,60555,1654337,2527962,707398,222775,3497302,4793862,681954,15244665,3482532,875972,9887703,77716089,9227261,5721404
29441,322553,2840347,2319440,66830,699010,0,850501,29,124272,565200,0,1645388,45030,273440,0,2909,248301,0,60310,1648074,2581809,163892,45863,690460,4731047,677336,15121864,3471926,873172,9957241,77030793,9281053,4959524
29204,342728,2831616,2322848,66223,705577,0,835928,0,125942,571017,0,1655660,44798,272114,0,1379,253601,0,58972,1638201,2524681,162113,44193,681938,4804709,687971,15494531,3497401,881885,9976665,77280775,9215776,5411588
29137,329103,2806812,2290768,64799,720102,0,843290,0,122579,569317,59,1650227,45473,275183,30,2301,241155,0,61739,1634698,2423284,702453,226649,3516025,4817214,681399,15262591,3492994,872350,9927746,75661488,9110992,4893581
29232,319980,2824951,2335308,65172,703255,0,819904,0,123354,565123,0,1628401,45643,275347,0,572,235702,0,60699,1628056,2458580,162003,45021,671511,4756551,679044,15227023,3493159,873061,9947804,75746492,9083820,4767032
29351,337682,2844870,2287514,67219,700672,0,847188,0,120457,556543,0,1634575,45158,272736,0,2428,240922,0,60543,1639596,2492201,720258,255716,4793785,4905202,695238,15467886,3516325,878097,9837896,76896631,9200208,5672707
29421,325301,3182861,4342077,80548,1216038,90,846946,0,123163,561743,0,1656295,45664,268453,0,900,238102,0,61250,1629539,2424723,164447,46473,684241,4788541,690191,15465933,3533844,883442,9970466,76212674,9144054,4867705
29198,339907,2820361,2329823,66367,680965,0,837021,0,118423,562804,0,1634624,44903,275379,0,1258,234400,0,60573,1626760,2417046,165883,45175,672877,4825800,682783,15341031,3486122,874892,9975139,76206287,9206146,5431027
29131,321122,2797346,2354876,65438,670609,0,837602,0,122593,569165,0,1903202,44813,273116,0,722,241553,0,60469,1627124,2414719,458102,148888,694060,4823840,688887,15346317,3503836,872489,9869318,75831141,9162629,4823342
28929,331596,2824406,2288750,65388,697457,0,845864,0,123435,566814,0,1650493,45199,280879,0,2430,238431,0,62186,1637126,2475630,164871,44587,682313,4805049,688963,15447376,3531678,877068,9876367,75750398,9104523,5792639
29367,331806,2822997,2287331,65876,695992,0,828219,0,126361,563210,0,1624804,44637,275624,0,1712,229899,0,60573,1639892,2584869,1219348,420697,664057,4830887,693039,15459786,3493746,873113,9935002,76071673,9160997,4897053
29211,345345,2799194,2284319,66074,707233,0,990880,0,122935,579733,0,1648644,46093,272906,0,3429,241889,0,59607,1604401,2437933,185709,64887,853867,4715963,656486,14998673,3482085,875701,9994174,76862546,9253823,4856140
29219,307858,2782882,2248062,65965,706769,0,853265,0,127075,570182,0,1646408,45718,263881,0,1411,238681,0,60323,1614533,2572634,704163,269823,3767678,4709935,651752,14995280,3489387,869483,9840541,76951460,9254267,5344877
29178,316253,2795993,2286939,67449,679510,0,849029,0,124212,570171,0,1641944,45626,271614,0,2638,244470,0,61888,1634010,2496736,204270,82048,956660,4680489,647414,14972911,3478940,867189,9791740,75926092,9195622,4972161
29314,343194,2841357,2283712,67178,699129,0,861859,0,123665,557487,0,1619873,43837,273440,0,691,234348,0,58777,1603103,2402116,177789,49355,722574,4762346,684901,15131155,3469161,873302,9958853,77474732,9259819,5386925
29347,337271,2820269,2309284,66669,683861,0,848143,0,125799,563657,0,1663407,45176,259031,0,2770,227687,0,61072,1643967,2430237,748579,243040,3554561,4808707,682758,15197614,3476705,865808,9903201,75912509,9142215,4914907
29386,348608,2835025,2345282,65824,669626,0,859511,0,122006,560600,0,1647350,45637,269631,0,1141,237863,0,61016,1632075,2426354,184216,51201,743316,4759036,683872,15248696,3500988,875307,9941643,77541670,9267369,5357286
29487,334329,2823741,2350714,65986,697241,0,846824,0,125457,565287,0,1642458,42347,268256,0,812,240085,0,58551,1600626,2373957,174967,48872,3489355,4795652,688428,15299218,3481680,869023,9940122,76507013,9189305,4926366
29627,331404,2839147,2309516,66804,694137,0,837010,0,121523,614559,0,1648077,46938,273172,30,1142,238488,0,60812,1645142,2448613,169957,45901,690333,4816368,692078,15373436,3533389,875088,9990318,76461995,9188350,4916320
29280,340015,2833176,2284436,64665,690855,0,838803,0,121365,566902,30,1635937,43373,267932,0,410,246618,0,60240,1619919,2431566,159426,42740,3514825,4803092,686373,15435781,3538686,881856,10029875,76997712,9209112,5459809
29439,334769,2820822,2264980,63283,703354,0,827811,0,121393,565901,0,1705192,44728,274399,0,1083,232478,30,60727,1647770,2418300,166222,47325,700708,4770768,677327,15198133,3492035,873980,9941262,76469805,9209825,4903936
29333,340349,2828580,2260925,63158,683600,0,836678,0,125117,568723,0,1665640,44387,272963,0,2191,238510,0,60674,1628152,2388980,164357,44618,675689,4818337,683755,15327336,3488275,874196,10005903,76775978,9274199,5597008
29517,335044,2838550,2268103,64871,694511,0,833305,0,122912,576481,0,1983953,44717,278245,0,1082,240450,0,60689,1635386,2593383,690346,234076,666167,4824510,690855,15344643,3535713,888477,10084155,77477782,9267519,4978841
52766,358225,3322467,2252113,64041,698249,0,829006,0,124211,565271,0,1653425,45380,268640,0,1205,228830,0,61554,1635283,2412621,169158,45158,685063,4763639,849403,22569711,4378035,1194123,12456183,105525963,12028877,11604547
29388,345404,2812364,2263062,66105,695230,0,841782,0,127847,567406,0,1620841,46689,283734,0,1031,242971,0,60282,1653648,2579101,705964,230924,732966,4763038,663865,15163684,3487747,876716,9966841,77882932,9354277,5489992
29458,346198,2799739,2295693,65908,700868,0,1119861,0,125858,578790,0,1664957,46375,287462,0,1961,251979,0,61244,1674337,2677071,201213,80514,935568,4726744,648446,14950705,3470373,870476,9985929,77437904,9402514,4988714
29060,332440,2811619,2259300,65196,677142,0,836989,0,123247,559699,0,1647440,47575,277200,0,2625,237331,0,60993,1642249,2632712,685216,250927,3564462,4746829,651525,15096772,3523854,882047,9893029,78519250,9343113,6062338
29358,361544,2790247,2261655,63906,690248,0,834351,0,122149,568400,0,1641377,44814,277817,0,1919,244445,0,61052,1645589,2583498,205376,83665,946916,4763346,651781,15016174,3494050,875055,9988530,76776941,9265363,4896210
29346,325621,2818270,2286971,66553,697211,0,842655,0,123712,559700,0,1658916,45943,273357,0,2622,238159,0,60283,1637242,2493373,203323,82591,951387,4703357,648397,15004966,3486870,874353,9962920,77410695,9272979,5324066
29429,323048,2800894,2255677,66196,685153,0,850359,0,122980,561605,0,1663179,43637,274401,0,2492,237343,0,60914,1630772,2479753,205626,264795,3733435,4741633,649726,14983334,3496801,870556,9945865,76542087,9213809,4930029
29459,316621,2786127,2277519,65732,682715,0,839491,0,121537,617081,0,1646663,43200,271708,0,2762,241376,0,61520,1653092,2518072,206119,83587,958832,4701351,650387,15042097,3524844,881143,10045605,76874443,9245719,4816043
29196,324048,2803786,2268646,66002,703308,0,823768,30,122836,573746,30,1662338,44405,273177,0,1481,237848,0,59993,1611363,2508419,199068,81241,6681789,4770821,656091,15302329,3494554,868723,9910580,77186265,9279295,5543477
29302,316334,2790246,2245428,64646,689357,0,840210,0,121635,567352,0,1665668,45305,269453,0,2520,246944,0,59757,1604579,2513532,202218,82891,974736,4719477,646661,15037585,3505325,872798,9951132,76526554,9217783,4988247
29167,323031,2797141,2263834,64194,685100,0,836766,0,124505,570284,0,1632840,43758,275460,0,2790,241443,0,59245,1586824,2467817,202123,82957,966387,4715393,648531,15044259,3498186,875873,9906297,76223458,9220465,5431416
29257,314389,2785422,2281823,65238,691923,0,846734,0,122727,574722,0,1935644,43706,272573,0,1798,236897,0,61126,1638262,2535222,735214,270991,965901,4741879,646419,14966001,3496247,868102,9923671,76583272,9255636,4812169
29406,322699,2812769,2261251,65531,705584,0,846946,0,123819,583953,30,1662760,45636,272907,0,1287,254429,0,64785,1711641,2567049,711060,281509,911697,4741141,652191,14999407,3522869,882614,10030859,77708175,9356152,5634213
29302,351583,2798358,2264153,64180,709072,0,858165,0,121465,582527,0,1672875,47013,295764,0,2762,255341,0,60409,1683884,2746290,1204320,419715,855058,4722953,657033,15170206,3515408,884612,9955204,78180708,9389480,5437975
29284,322234,2800341,2289442,64582,705459,0,1088983,0,121606,552166,0,1667201,45340,280034,0,1729,242052,0,60322,1662351,2518406,193930,74351,882105,4736148,651053,15039627,3528390,880553,10034402,77542157,9283898,4841267
29135,338078,2786879,2259871,64574,713619,0,851628,0,119346,572608,0,1656719,47114,280077,0,2157,247684,0,60670,1672254,2584812,659985,261904,3484891,4679849,646738,14976421,3476483,878024,9967972,78065216,9377300,5363138
29548,318933,2829458,2290798,65383,710715,0,852132,30,122666,578052,0,1680777,46002,283911,0,1737,363952,0,86022,2504867,4082939,242886,87013,936638,4712588,656860,15157963,3527275,881040,10030335,77157447,9310115,4835175
29273,316004,2817181,2276347,64109,727442,0,853846,0,126613,572165,0,1657353,44808,279819,0,1890,248713,0,60980,1715737,2615723,194369,76923,903095,4666650,645930,14950988,3506091,879824,9992679,78704584,9456204,5406674
29634,307491,2820366,2268799,64323,727536,0,857017,0,124731,590987,0,1606906,44551,276123,0,2079,247978,0,60419,1694365,2598116,192600,272201,3678862,4750988,654600,15018088,3523293,879185,10002283,77662475,9412880,4886114
29160,327963,2810483,2222020,64496,728637,0,849680,0,124079,624058,0,1649701,43046,279362,0,2041,247550,0,60307,1695082,2609169,191769,77595,906629,4708795,644895,14948074,3497806,877109,9973315,78008900,9404603,5379064
29284,352105,2801550,2267735,65664,727339,0,858503,0,125090,577826,0,1670492,41524,284754,0,1770,252374,0,60679,1686642,2637822,190331,76928,3703390,4771709,655048,15183587,3529962,888273,9980951,77497849,9421433,4850064
29418,307690,2798968,2264095,66459,718028,0,857691,30,128726,581930,29,1632552,43019,283066,0,2523,251739,0,61419,1711326,2607501,191790,77898,922548,4739595,648100,14990086,3480711,875912,10025760,78016888,9431544,4891039
29233,313853,2804354,2272238,64369,716531,0,844849,0,122693,578655,0,1665319,44429,273038,0,2641,251892,0,60541,1693400,2667643,192986,77982,921230,4759054,649946,15054174,3475409,871676,9973128,77650286,9428702,5373294
29370,304611,2790936,2268077,64483,719332,0,847237,0,129860,569472,0,1973131,43772,283548,30,2699,243202,0,62286,1694009,2672978,709638,266324,897699,4725830,643551,14946707,3481169,872324,10012529,77579470,9390104,4956070
29106,321425,2790599,2287773,67234,729241,0,846688,0,127048,578470,0,1649725,44203,283489,0,1709,250902,0,62132,1718976,2615978,192090,77080,898999,4718566,647717,15141221,3501365,879399,9974882,78337581,9432006,6397447
29491,307540,2804931,2238794,64996,721584,0,850413,0,123336,567274,0,1645205,45847,288794,0,1783,256074,0,60548,1725517,2672913,746807,310812,905597,4736814,653315,15078765,3522030,882307,9964094,77593997,9392544,4868857
