uops_dispatched.port_2_3_10
203122
199605
206708
203790
213368
204484
208754
198357
203337
206412
205915
201578
202301
208211
209626
197964
195689
208554
195805
210383
207640
208983
199919
196935
199755
203245
206571
209694
205996
198138
209359
196417
204672
204012
208028
196340
196195
198983
212623
201474
198857
200572
205002
203788
197529
201576
202867
197070
199480
203074
202859
209118
201421
204781
198922
204756
203502
203927
206318
199253
209992
200044
199890
199557
207192
207044
197081
206293
211650
205774
205325
196276
195239
206931
195236
208236
195140
195669
195863
204656
203421
207601
206890
202591
205642
198081
199868
195183
198820
196017
204592
201068
198867
207234
205773
201073
196280
199817
200197
200369
210833
207892
205043
200191
197536
202895
203013
203624
195616
199521
198928
201190
200105
195098
208731
197552
194509
206028
204998
200057
194962
201972
197392
198530
204499
202376
199698
209247
196026
200673
203881
201901
206965
208121
207073
199586
203041
199164
201106
198788
212625
210074
197466
201123
200188
202111
203737
203073
200095
200591
199267
202734
206370
201929
204085
200596
201638
194469
210854
207683
197890
202384
204521
199684
200421
195191
200961
196112
197760
201940
205069
200753
201017
201457
197368
205846
207492
206830
200520
201000
199811
208862
204543
200285
198313
208287
203306
203438
207819
205782
197735
195330
196038
208625
207007
201896
206662
201400
209117
197677
201009
198557
198505
211775
201949
204835
197261
197951
195319
194731
199860
209249
201113
194472
203706
199502
200989
208283
196454
195507
194804
197085
203393
194287
210958
203831
194482
199615
201040
211017
204600
194953
199475
203708
210051
202625
204852
198859
200231
208262
203276
204232
195273
203076
200425
195363
200464
205314
195959
194720
205338
199058
204158
200324
201768
205077
197704
195856
195462
201446
205009
202426
196499
196002
197979
198605
194970
200302
200934
203058
199469
198936
199169
203835
200035
198200
198390
206138
206041
209667
197402
199823
195340
195405
200381
205469
205288
199890
194658
212416
206533
202665
194216
203383
198425
199279
204825
200941
207573
195027
194693
199698
199222
197628
205571
205948
202095
204736
206409
200580
201304
205751
209569
206818
201883
205747
203571
203984
206375
198516
203538
198890
206304
200470
193247
198079
196061
205611
199594
197650
205660
200996
193462
203032
202090
201036
201672
204067
193757
197499
198758
197689
200751
196891
205417
211541
204048
199373
195700
198794
205499
195698
204295
205342
205196
198929
194432
194814
208135
202420
200148
195583
195161
202194
203508
206195
207126
200823
199805
199096
199281
202229
205221
196267
199581
198360
198782
200939
209396
203602
200454
194997
196169
198248
203565
208366
200923
199175
207624
197208
201058
207049
195732
204068
199222
199624
204719
207676
205703
199646
197516
206914
203435
202249
204897
198696
200423
206898
210804
196675
194292
205405
205201
211312
204347
197367
195190
200131
195948
198173
208889
205058
198078
206832
206268
198687
203730
210614
195057
198159
200010
200024
203339
200441
198322
199744
202030
197984
210501
202797
210890
202311
197385
199481
200343
210461
209052
195838
208441
197715
195292
203961
202988
202715
194059
206489
200135
201751
203822
203464
200498
204957
209385
207046
203004
201030
201964
199772
195086
204625
202218
204467
202147
205280
199310
199686
207163
200730
200612
198785
195492
198091
201830
203582
203888
199527
201470
206268
210609
210759
202017
196729
194438
207044
202513
206773
195343
202811
202161
198535
197278
203361
203518
201674
194005
198461
197413
202823
204857
207288
199235
199867
197416
208629
204353
207011
197595
200974
195550
200238
200901
202593
199287
206807
208789
203554
207198
202645
204353
206352
209591
204230
201033
207288
199785
195326
203514
201142
210101
200744
197517
194813
203442
201515
203103
194438
200661
198672
201512
207252
200684
202368
198109
195309
197921
197967
204711
202770
204360
197301
195017
207519
206351
195255
201421
200691
204849
202732
198586
198297
194024
202825
205462
206081
198264
202591
202797
199737
201844
205853
206812
202051
203662
205384
204247
201527
194159
196402
202535
202944
200298
209322
200789
197676
198214
195766
205973
209432
196913
195359
201038
202168
196067
207647
198567
203402
203941
200171
200742
203728
208423
200963
195862
194916
198705
207394
204796
198361
198290
198528
198968
199570
210505
204576
195477
196172
201574
199190
197923
205358
208608
201577
212978
197149
203635
208607
197910
195252
195907
203549
201327
196174
198362
198860
196577
196392
197989
200477
211723
203109
202692
198655
205283
207552
204504
198167
198051
199348
199105
202536
199473
208457
207986
202137
196645
204331
201107
206150
198215
201962
200692
208898
203882
201342
204009
203466
196440
207681
207447
195730
201131
201548
207430
198908
198823
202277
199477
202192
196746
203485
195166
199713
197977
204053
203086
203461
207245
202914
202772
195823
202138
200281
199641
195260
198887
208383
197129
204487
201407
204032
196844
200642
209033
202835
201439
201982
194762
204108
208915
195869
202235
203661
200872
195346
202503
204153
200681
201222
199536
208626
199678
207037
