uops_retired.ms
190989
194653
196887
201714
195457
193628
194528
196807
190053
201429
200912
207927
202641
198304
205833
197639
190117
206667
195186
196433
206050
201662
200623
201678
200079
191304
204236
196705
199207
195568
195007
204683
197428
198536
199733
200519
193633
199069
198856
197179
201745
199451
195472
200704
193781
199458
199716
200270
194725
199286
204224
203408
206299
200139
207252
205270
195464
196401
204072
202617
200849
199935
193915
200438
205840
203450
205427
194436
195890
195701
197941
209265
206682
201258
195547
193685
202455
201053
195630
199847
205401
194469
195406
199390
208677
199984
199903
197043
194171
196433
204573
197480
195854
193884
194130
205419
198341
202721
208882
199484
194035
201219
202222
203326
203365
195253
199494
206560
201860
196775
204552
209333
194510
200117
195367
203418
207149
201050
194577
199420
199096
198414
203074
198319
194030
198913
201293
198158
199121
200508
194419
200103
199528
201390
199905
200978
194030
199770
194533
203866
195456
199736
204889
200232
202214
200688
199220
195385
199933
201693
201960
196879
199933
195675
199466
191970
202975
200202
194394
199784
201255
198756
199669
198389
194119
194300
200040
194404
207714
194447
195639
196391
198344
200307
202007
193979
199924
198875
202700
203624
197968
200109
199953
200577
198249
198683
200280
195540
200013
195454
198328
200567
193986
194229
199913
194400
197610
197525
200051
195723
199600
200700
194258
205103
200649
195087
202706
201349
200505
200007
199762
200137
204837
198026
195355
194957
200350
200543
202150
198579
195127
204383
199610
195205
193909
193461
193860
200111
193690
204140
202421
195570
200049
201274
204799
199732
195158
199676
205793
194615
199979
200704
200940
202298
202439
197940
201069
200047
199409
194306
200772
206111
194285
199566
194612
198023
206644
204011
199979
195839
194005
205255
207945
199096
199569
200182
198860
199971
193024
204286
204799
199770
203238
199349
194524
198711
207879
207633
199537
200304
198613
199774
199041
194593
194440
195654
194133
190910
204275
202936
200938
199967
200012
201184
203586
202630
199433
200059
199601
195319
199661
200072
195292
199467
200197
194151
193863
208702
204609
199808
194749
202027
202933
208196
201246
196462
201174
200187
201072
202904
203088
201655
199781
197396
192288
207954
199848
200027
198192
197809
199484
199364
195545
199969
197191
200804
194421
194434
194144
198722
202552
208698
205218
194372
195211
206982
197770
207569
199814
194952
209110
194235
194374
200812
196300
198693
207385
200439
205095
199816
199568
201076
198718
201036
199652
199612
204600
198455
202114
200041
206350
199117
199968
201065
204931
194231
199846
195468
200900
202505
200278
200735
199871
199292
205416
201590
203612
199982
199843
194078
199363
195384
208294
202380
200672
194790
193850
204968
201646
199047
204968
194359
199500
195147
194548
204485
205221
200946
195035
194187
199891
202945
204533
194155
199521
198426
200897
194271
199652
200735
199776
191235
208168
200684
205151
204536
199710
194457
205458
198005
200285
199604
199709
201880
197339
198689
199527
199540
197001
203945
200817
194462
195233
207390
199762
202095
201370
199789
199589
199126
197809
200907
199420
199251
193823
203587
203639
194175
200278
195241
193970
201099
207384
200459
195226
193996
194143
197432
204419
204621
194169
205557
200935
196199
197697
208571
200546
199448
199289
194946
195062
208112
199771
193714
199522
196850
200615
196271
203977
203268
201559
201747
200651
202924
199204
202031
197805
200262
200251
193261
203764
197769
200531
200714
199521
199576
195804
207327
204610
194330
200814
195445
199008
197337
199163
200156
206074
200633
194150
198687
200677
203506
205508
201655
201742
197444
201092
202292
200893
200531
194357
201093
197728
201339
194314
199861
199600
201163
199273
193965
198172
207481
201923
199348
194018
195205
193066
202804
199894
201188
195279
199895
194419
193865
198967
194189
204928
199845
200520
195548
193824
199335
196227
199340
195333
195361
200524
202869
200307
199296
205156
205462
200156
202310
205879
198155
194880
200578
195537
196170
204637
199224
200828
199450
200391
195128
201770
199935
200246
193712
193813
203798
202952
193861
205674
205410
193568
202122
198878
201037
200577
193725
199518
194819
198772
203096
193684
200772
195497
209587
198956
201080
205853
200922
194456
194719
198689
193590
194144
200510
200575
197767
203899
195500
199922
199291
199326
202420
208045
203455
199697
199671
195047
195509
197951
204684
206551
199265
199754
193973
193812
203305
193837
194265
195367
197866
205497
201446
199819
195252
196225
196970
197644
208349
200858
201670
198891
194043
193500
205878
203284
193782
194144
199809
204907
208687
197528
194086
200298
193713
200314
199505
193644
199657
200995
199066
197503
206573
199274
199542
200046
198772
202952
194010
205552
204989
194015
197784
203735
203122
200981
199934
199360
198124
207881
197424
193908
206412
206592
204139
206927
197865
200644
194323
200065
195165
198895
197638
194391
194378
201192
199003
206248
198097
199232
206018
199319
194151
202815
203224
199791
194639
199409
201038
204946
202527
202230
206651
199385
197724
208855
207401
204859
199420
204830
201180
195582
197926
205464
205342
199856
201081
198652
201721
194345
200186
194226
201236
194477
198557
194993
199911
199374
201520
196017
205180
197758
199350
201525
206147
200276
196211
194423
200449
200732
199581
194060
198416
204892
196913
199916
194085
206516
205972
206227
199134
203518
199355
205843
193950
193715
205065
198537
201734
194130
193669
199223
200621
201948
197417
200312
193814
194034
197048
206603
202992
199187
194138
204705
199408
194984
202644
195522
199397
206408
199032
199478
195602
202686
199545
199286
197773
202782
201516
199454
194027
200207
199539
198217
202539
200416
199082
199646
199437
198780
200268
201498
194375
194149
200558
200102
197034
207704
200138
201479
200941
195918
206289
208817
207673
205454
194122
193862
200403
198621
203654
196611
195209
193805
199354
193966
197098
202171
203252
195005
199150
201885
203523
198693
199116
199762
199310
