frontend_retired.l1i_miss
20915
20843
21397
21350
20874
21263
21414
21041
20690
21708
22170
22196
21024
21586
20908
21028
20394
21745
20327
20455
20450
21446
21112
21866
20993
21388
20633
21443
21314
21141
22163
21833
21376
21210
22311
21737
21738
21265
22186
21681
21372
20362
20656
21525
20818
21112
21775
21598
20890
20905
20838
21043
21947
21678
21561
20958
22405
21480
21105
21540
21169
21623
21114
21085
21685
21729
21251
22399
22133
22110
21757
22227
20634
21351
22037
21264
21907
22014
20539
20851
22324
21442
22379
21896
20842
21240
21740
20391
20475
20476
21145
22195
20969
20634
21891
21049
22210
21896
22225
21444
22168
21523
20477
22177
21830
22040
20992
22233
20301
21507
21911
21683
22134
20480
20417
22132
22193
21805
22161
21924
21169
21524
20902
20841
20768
21863
22368
21687
21923
21496
21985
21319
20961
21920
21991
21530
21864
21057
21962
20961
20859
22366
22095
21499
20724
21204
20453
22105
21024
21904
21159
20838
20696
22190
20868
20691
20393
22321
21774
21813
21392
20902
21418
20628
20449
20843
21405
20534
20634
22345
21859
21173
21323
20706
20559
20776
22100
20653
22046
21204
21769
21698
20532
21379
20292
21442
21294
20902
20720
21198
20623
21556
22282
21312
21545
22214
21896
20689
22281
20540
20514
21292
21413
21381
21793
21821
20443
21400
21428
22251
20359
20687
22192
21654
21173
21732
21685
20393
21953
21200
20784
20603
21457
21803
20593
22195
21501
20325
20781
20424
20864
22400
20872
21022
21673
20546
20683
21738
20391
20748
21993
21316
22396
20839
21409
21238
20303
21448
22297
20583
20934
21926
21021
20363
22397
22165
20498
20996
20661
20601
21294
21506
20897
21613
20989
20873
22314
21205
22104
22280
22034
20637
21862
22162
22282
21050
22279
21686
22293
21611
20299
21068
20744
21501
21348
20303
21979
20988
22157
20621
20961
20395
21311
20749
21890
21471
21245
21535
20854
22337
21979
22071
22047
20871
21508
21625
21596
20528
22281
22062
21656
21653
20452
21322
21718
21108
21916
20779
21321
22340
20992
22030
22402
21317
20954
22041
21898
21326
22095
21926
21381
21473
21278
21529
20783
22071
21676
21313
21205
22224
21863
21653
21641
21564
22284
20719
22078
20700
21134
21017
21684
21493
20364
21347
21640
22020
22377
21598
21247
22191
22103
22224
21927
22371
21288
22288
21274
21369
22094
22308
22395
21572
22156
20350
21805
21255
21374
22017
21791
22075
21985
22372
22282
21890
21320
21527
21972
21988
21986
21831
22377
22081
21912
21672
21625
21355
21607
22069
22374
22012
21356
21499
22141
21234
21515
21117
21623
21950
22373
22158
22408
21716
22285
21975
21397
20752
20678
21410
