uops_retired.slots
989672
1044068
1030729
1085798
1068137
1048686
1020369
1001332
1041871
1043869
1026437
1048082
1065791
1078114
1067892
990180
1051302
1038961
1038214
1001963
1057534
1018706
1028665
1020645
1059215
991165
1024373
1044388
1007923
1043194
1019436
1053126
1039231
1013711
1031510
1018804
1062506
988197
1073851
1074589
1017212
1023059
1085847
1024866
1048084
1087159
1005978
1066120
1025288
991613
1042016
1017571
1025423
1022633
1034434
993316
1065294
1019483
1011995
1008823
1033300
1049008
1030034
1016306
990424
1047135
1041091
1014093
1010386
1026234
1019597
1045870
1018003
1019817
991313
1041342
1069790
1012751
1036831
1047820
991727
1018381
1020045
1039802
1020624
1060611
1055708
1045929
1049640
1007268
1007281
990785
1022909
1054199
1062326
1022119
1052599
995328
1054324
1037172
994526
1057116
1049551
1002844
1007769
1004470
1064691
1054912
1047929
1088295
1009161
1081156
1054957
1073900
998315
1000957
1053843
1040907
1022689
1002114
1014131
1029544
1035861
1047655
1028487
1034743
1039621
1067164
1016453
1087380
1028949
1071891
1034930
1029103
1043403
1051206
1002524
1014775
1085006
1053631
1009995
1019375
1048797
1032512
1060385
1039601
1008435
1049348
987910
1014157
1047638
1008263
1048778
1052224
1054429
1047351
1039427
1015657
995392
1017576
1021956
1020629
994005
1008766
1058835
1019531
1037311
1033631
1027798
1035035
1013707
1045838
1003479
1019897
1043669
1034008
1052277
995274
1039419
1056385
1085124
1073423
1001593
1014890
1004893
1023702
1005311
1036874
1015104
1062162
1032952
1011046
1039948
1010797
1004564
1019945
1044805
1047322
992580
1090479
1023867
1029198
1020544
1062070
1032984
1015915
1013594
1047046
1051787
993914
1023893
996380
1031535
1072667
1032002
1033063
1078439
1019426
1018980
1043687
1007038
1038383
1012168
1090317
1067502
1038807
1049042
1031053
1018378
1036482
1067403
1029817
995544
1064634
989516
1022314
1064880
1013828
1019240
1012331
1013410
1044277
1062472
1025839
1040567
998562
1047446
1022723
1047343
995605
1084425
1013669
1020587
1040469
1040628
1019166
1071119
1036219
1001219
1028499
1059488
1076240
1041972
1030092
1059344
1076323
1043732
1078274
1045729
1075415
1014738
1010816
1003172
1023367
988692
1004997
1029749
1057921
1028361
