cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
14424853,1274057,20843958,13561860,3534993,76322544,7111763,8050264,13710,403912,10709665,26390431,115563
14468831,1317954,20901717,13668744,3769619,76793347,7108966,7604760,19703,429614,10674845,26305166,116416
14478933,1298244,20894352,13625608,3763442,76406307,7294743,8020831,16327,414685,10213284,25071321,113798
14193761,1296898,20722489,13697400,3777982,76936152,7345854,8081811,16414,427400,10755199,25145886,116148
14660834,1348971,20948572,13604478,3633320,76953946,7335945,8081036,19376,436184,10950906,27136834,116805
16421216,3679546,22649103,14589238,3969600,79843745,7781590,8516734,809845,1339353,13418895,30565662,126322
14629167,1417252,21128005,13913250,3774407,77323591,7309000,8017515,84966,488475,10354011,25040045,119575
14271385,1313741,20848863,13810067,3771733,76893082,7308594,8031828,35580,433230,10687714,25125647,116561
14484417,1251720,20698619,13508030,3542680,76524763,7322318,8044680,19354,403982,10687970,26506193,115866
14419294,1289503,20837468,13649399,3764099,76238070,6877429,7593957,12668,415751,10637341,26224808,114926
14532850,1488024,21230429,13902689,3867791,77067898,7486155,8215337,94543,502181,10348840,25654896,117046
14248933,1324013,20794913,13805050,3766699,77296420,7319458,8045590,20190,427596,10737165,25033140,119031
14481271,1281816,20717681,13525130,3524628,76315932,7296940,8021070,15018,414953,10601516,26411262,114646
14556965,1293466,21004933,13779016,3754903,77176380,6897016,7603571,22175,420542,10713701,26459984,119253
14542134,1325103,21019697,13817560,3764413,77237321,7301500,8034183,28405,434683,10245612,25581401,119374
14372283,1309666,21253047,13831854,3889066,77461527,7698154,8418590,25419,416989,10908577,26334066,118789
14623403,1439292,20956093,13860763,3548469,77211382,7119731,8061113,146212,537019,10867254,26418681,118635
14497534,1236758,20930056,13731320,3743620,76930865,6899462,7616473,26562,414756,10626926,26249433,117974
