sample,epi_delta,runtime_delta,busy_fraction
1,10063,44,228.704545
2,29019,102,284.500000
3,29558,111,266.288288
4,28788,111,259.351351
5,31206,117,266.717949
6,31081,112,277.508929
7,30440,101,301.386139
8,31409,115,273.121739
9,28665,107,267.897196
10,29905,102,293.186275
11,29163,111,262.729730
12,32636,114,286.280702
13,30817,114,270.324561
14,30418,107,284.280374
15,31472,110,286.109091
16,28652,105,272.876190
17,28576,107,267.065421
18,29638,109,271.908257
19,28834,107,269.476636
20,29408,105,280.076190
21,29652,107,277.121495
22,30474,110,277.036364
23,30309,121,250.487603
24,33209,115,288.773913
25,32740,120,272.833333
26,33678,109,308.972477
27,27906,110,253.690909
28,30011,114,263.254386
29,29787,101,294.920792
30,29194,105,278.038095
31,29990,110,272.636364
32,29175,106,275.235849
33,29663,116,255.715517
34,31531,109,289.275229
35,30268,105,288.266667
36,30901,121,255.380165
37,31570,107,295.046729
38,32318,119,271.579832
39,28810,107,269.252336
40,30704,113,271.716814
41,32532,106,306.905660
42,29527,105,281.209524
43,29068,111,261.873874
44,32152,129,249.240310
45,34267,111,308.711712
46,31243,114,274.061404
47,30086,102,294.960784
48,28568,111,257.369369
49,33464,113,296.141593
50,29538,112,263.732143
51,30165,113,266.946903
52,31563,111,284.351351
53,30823,112,275.205357
54,28986,108,268.388889
55,33786,116,291.258621
56,29568,110,268.800000
57,30938,104,297.480769
58,27392,106,258.415094
59,31253,110,284.118182
60,28694,104,275.903846
61,31787,115,276.408696
62,28901,107,270.102804
63,30989,118,262.618644
64,29891,104,287.413462
65,32210,129,249.689922
66,36844,123,299.544715
67,31168,112,278.285714
68,29389,107,274.663551
69,29091,107,271.878505
70,30781,114,270.008772
71,30724,112,274.321429
72,28676,110,260.690909
73,31729,108,293.787037
74,32113,109,294.614679
75,28643,115,249.069565
76,32523,119,273.302521
77,30454,105,290.038095
78,30130,116,259.741379
79,32313,111,291.108108
80,28495,110,259.045455
81,29922,112,267.160714
82,33947,112,303.098214
83,29649,111,267.108108
84,29952,107,279.925234
85,29009,110,263.718182
86,29495,107,275.654206
87,31057,108,287.564815
88,33534,121,277.140496
89,30607,110,278.245455
90,33460,119,281.176471
91,27950,110,254.090909
92,30819,110,280.172727
93,34687,135,256.940741
94,34592,126,274.539683
95,30479,110,277.081818
96,31134,107,290.971963
97,30307,107,283.242991
98,29788,115,259.026087
99,31338,102,307.235294
100,30883,118,261.720339
101,29812,107,278.616822
102,30150,112,269.196429
103,30667,108,283.953704
104,30094,115,261.686957
105,31700,108,293.518519
106,28623,104,275.221154
107,28577,108,264.601852
108,29301,105,279.057143
109,29646,110,269.509091
110,29960,104,288.076923
111,27703,107,258.906542
112,29793,106,281.066038
113,30858,113,273.079646
114,28087,125,224.696000
115,36415,106,343.537736
116,32477,121,268.404959
117,32257,123,262.252033
118,31817,115,276.669565
119,32865,117,280.897436
120,30538,110,277.618182
121,30642,104,294.634615
122,29119,113,257.690265
123,31683,109,290.669725
124,29643,109,271.954128
125,30569,110,277.900000
126,29345,105,279.476190
127,30172,109,276.807339
128,29537,112,263.723214
129,30024,111,270.486486
130,30506,105,290.533333
131,27606,102,270.647059
132,30058,108,278.314815
133,28951,109,265.605505
134,27959,100,279.590000
135,31225,139,224.640288
136,36097,113,319.442478
137,29848,103,289.786408
138,30337,109,278.321101
139,30444,107,284.523364
140,29345,109,269.220183
141,32205,136,236.801471
142,35763,108,331.138889
143,31644,107,295.738318
144,30454,116,262.534483
145,28598,103,277.650485
146,28895,103,280.533981
147,29491,107,275.616822
148,29882,106,281.905660
149,30781,105,293.152381
150,28097,109,257.770642
151,33641,111,303.072072
152,30485,108,282.268519
153,29226,104,281.019231
154,27275,109,250.229358
155,33331,113,294.964602
156,28003,107,261.710280
157,30376,107,283.887850
158,30994,118,262.661017
159,30430,110,276.636364
160,32501,103,315.543689
161,29973,108,277.527778
162,28382,113,251.168142
163,28605,106,269.858491
164,31109,104,299.125000
165,28853,110,262.300000
166,30186,112,269.517857
167,29654,102,290.725490
168,30836,110,280.327273
169,32436,110,294.872727
170,31165,116,268.663793
171,28574,101,282.910891
172,28323,109,259.844037
173,29165,101,288.762376
174,30240,109,277.431193
175,29183,106,275.311321
176,28061,103,272.436893
177,28313,109,259.752294
178,28942,103,280.990291
179,30291,111,272.891892
180,32314,115,280.991304
181,27508,114,241.298246
182,31546,110,286.781818
183,31220,108,289.074074
184,29738,110,270.345455
185,29972,108,277.518519
186,30187,105,287.495238
187,28513,105,271.552381
188,28812,116,248.379310
189,29833,98,304.418367
190,28596,105,272.342857
191,29722,106,280.396226
192,27830,103,270.194175
193,29537,110,268.518182
194,30707,120,255.891667
195,31600,108,292.592593
196,32815,117,280.470085
197,31990,118,271.101695
198,28943,108,267.990741
199,30965,107,289.392523
200,28131,106,265.386792
201,30516,106,287.886792
202,29215,107,273.037383
203,28827,116,248.508621
204,29938,106,282.433962
205,29999,114,263.149123
206,32206,107,300.990654
207,29379,109,269.532110
208,32282,108,298.907407
209,27936,105,266.057143
210,29083,107,271.803738
211,29577,109,271.348624
212,31205,116,269.008621
213,31942,117,273.008547
214,33685,131,257.137405
215,32111,106,302.933962
216,30453,109,279.385321
217,29666,112,264.875000
218,29248,103,283.961165
219,29580,114,259.473684
220,30440,103,295.533981
221,28700,106,270.754717
222,28523,105,271.647619
223,31022,116,267.431034
224,32199,110,292.718182
225,28725,114,251.973684
226,30404,103,295.184466
227,30524,112,272.535714
228,31325,126,248.611111
229,32470,113,287.345133
230,29246,102,286.725490
231,31485,109,288.853211
232,29779,114,261.219298
233,31154,109,285.816514
234,29865,113,264.292035
235,29789,102,292.049020
236,28991,106,273.500000
237,28682,113,253.823009
238,30238,106,285.264151
239,29460,107,275.327103
240,29378,108,272.018519
241,29621,105,282.104762
242,30016,109,275.376147
243,30957,112,276.401786
244,29078,107,271.757009
245,29441,110,267.645455
246,32920,120,274.333333
247,30107,107,281.373832
248,28992,103,281.475728
249,26124,106,246.452830
250,31228,103,303.184466
251,29325,120,244.375000
252,31250,110,284.090909
253,29814,102,292.294118
254,28554,104,274.557692
255,29920,109,274.495413
256,29505,104,283.701923
257,28857,115,250.930435
258,31676,111,285.369369
259,33314,112,297.446429
260,32730,113,289.646018
261,29832,108,276.222222
262,28280,111,254.774775
263,30858,109,283.100917
264,30831,104,296.451923
265,30315,107,283.317757
266,28503,108,263.916667
267,29874,108,276.611111
268,29082,107,271.794393
269,30492,122,249.934426
270,31495,105,299.952381
271,30262,108,280.203704
272,28670,106,270.471698
273,29088,103,282.407767
274,27438,106,258.849057
275,30498,113,269.893805
276,30636,108,283.666667
277,30205,107,282.289720
278,29496,109,270.605505
279,33910,126,269.126984
280,30014,110,272.854545
281,29612,109,271.669725
282,30907,106,291.575472
283,29122,108,269.648148
284,30736,113,272.000000
285,31253,108,289.379630
286,29496,107,275.663551
287,27479,102,269.401961
288,27850,108,257.870370
289,30017,103,291.427184
290,30971,109,284.137615
291,26909,102,263.813725
292,32000,112,285.714286
293,28686,107,268.093458
294,28612,110,260.109091
295,29916,107,279.588785
296,30111,110,273.736364
297,28977,106,273.367925
298,29114,113,257.646018
299,30984,115,269.426087
300,29681,102,290.990196
301,30139,105,287.038095
302,32384,118,274.440678
303,29152,111,262.630631
304,30261,104,290.971154
305,30335,120,252.791667
306,32114,128,250.890625
307,35051,112,312.955357
308,31739,121,262.305785
309,30382,117,259.675214
310,32495,111,292.747748
311,32958,112,294.267857
312,32510,120,270.916667
313,29877,111,269.162162
314,28141,104,270.586538
315,29829,107,278.775701
316,30461,104,292.894231
317,28214,107,263.682243
318,28993,104,278.778846
319,29187,104,280.644231
320,28191,106,265.952830
321,34357,132,260.280303
322,32167,123,261.520325
323,32165,102,315.343137
324,28959,108,268.138889
325,28494,107,266.299065
326,30383,110,276.209091
327,29952,104,288.000000
328,29598,109,271.541284
329,29763,108,275.583333
330,32046,116,276.258621
331,29983,107,280.214953
332,28949,107,270.551402
333,34453,130,265.023077
334,32208,113,285.026549
335,31381,110,285.281818
336,30110,110,273.727273
337,30451,107,284.588785
338,27739,113,245.477876
339,32899,114,288.587719
340,28271,101,279.910891
341,31714,119,266.504202
342,31622,105,301.161905
343,30660,124,247.258065
344,36656,132,277.696970
345,31401,125,251.208000
346,31239,108,289.250000
347,30503,102,299.049020
348,30146,109,276.568807
349,29122,107,272.168224
350,30686,108,284.129630
351,30024,108,278.000000
352,30324,107,283.401869
353,28138,111,253.495495
354,31125,113,275.442478
355,27640,104,265.769231
356,30678,110,278.890909
357,32977,121,272.537190
358,28833,111,259.756757
359,32143,114,281.956140
360,29122,105,277.352381
361,34901,108,323.157407
362,31262,108,289.462963
363,30229,111,272.333333
364,31206,101,308.970297
365,30968,106,292.150943
366,31400,115,273.043478
367,30981,101,306.742574
368,29259,106,276.028302
369,33235,128,259.648438
370,30844,105,293.752381
371,36165,113,320.044248
372,29654,106,279.754717
373,28855,115,250.913043
