sample,epi_delta,runtime_delta,busy_fraction
1,5131,35,146.600000
2,17944,121,148.297521
3,16390,109,150.366972
4,15915,107,148.738318
5,16085,111,144.909910
6,16446,112,146.839286
7,16204,108,150.037037
8,15084,104,145.038462
9,17510,111,157.747748
10,15495,115,134.739130
11,17698,120,147.483333
12,17076,125,136.608000
13,17906,108,165.796296
14,16742,112,149.482143
15,15606,105,148.628571
16,15713,103,152.553398
17,15742,106,148.509434
18,16700,118,141.525424
19,15819,103,153.582524
20,16333,110,148.481818
21,15341,108,142.046296
22,15453,107,144.420561
23,17396,105,165.676190
24,16154,111,145.531532
25,16538,114,145.070175
26,15778,101,156.217822
27,16177,111,145.738739
28,15127,108,140.064815
29,15765,107,147.336449
30,16065,108,148.750000
31,16584,107,154.990654
32,15394,108,142.537037
33,15958,117,136.393162
34,16644,104,160.038462
35,15569,108,144.157407
36,15651,104,150.490385
37,16147,110,146.790909
38,16168,110,146.981818
39,16289,114,142.885965
40,16678,104,160.365385
41,14752,107,137.869159
42,16586,111,149.423423
43,16022,135,118.681481
44,19665,106,185.518868
45,15243,105,145.171429
46,16635,112,148.526786
47,15767,109,144.651376
48,16472,111,148.396396
49,16285,108,150.787037
50,15340,106,144.716981
51,16213,109,148.743119
52,14794,98,150.959184
53,15529,107,145.130841
54,16051,109,147.256881
55,16446,109,150.880734
56,15556,104,149.576923
57,16478,115,143.286957
58,16593,112,148.151786
59,16086,107,150.336449
60,16074,111,144.810811
61,16264,112,145.214286
62,16812,111,151.459459
63,18570,108,171.944444
64,17073,118,144.686441
65,16298,106,153.754717
66,17469,117,149.307692
67,16481,108,152.601852
68,16971,107,158.607477
69,15964,110,145.127273
70,16697,106,157.518868
71,15800,114,138.596491
72,16171,103,157.000000
73,15638,111,140.882883
74,16126,107,150.710280
75,18158,127,142.976378
76,17413,115,151.417391
77,17783,123,144.577236
78,16252,106,153.320755
79,16042,105,152.780952
80,16161,110,146.918182
81,15963,105,152.028571
82,16988,118,143.966102
83,17508,132,132.636364
84,20122,125,160.976000
85,16582,111,149.387387
86,16633,106,156.915094
87,15658,111,141.063063
88,16656,109,152.807339
89,15294,105,145.657143
90,16278,112,145.339286
91,15796,108,146.259259
92,15497,110,140.881818
93,18107,121,149.644628
94,16369,107,152.981308
95,16366,109,150.146789
96,16401,105,156.200000
97,14941,117,127.700855
98,19677,127,154.937008
99,16595,106,156.556604
100,15137,107,141.467290
101,16417,118,139.127119
102,17500,118,148.305085
103,18421,127,145.047244
104,20272,130,155.938462
105,15193,105,144.695238
106,17457,115,151.800000
107,15040,102,147.450980
108,16610,107,155.233645
109,15174,110,137.945455
110,16881,110,153.463636
111,15138,109,138.880734
112,17162,110,156.018182
113,16660,115,144.869565
114,15892,101,157.346535
115,15455,104,148.605769
116,14967,104,143.913462
117,15419,112,137.669643
118,17326,107,161.925234
119,17224,117,147.213675
120,17038,113,150.778761
121,16518,116,142.396552
122,15487,102,151.833333
123,16779,111,151.162162
124,14619,116,126.025862
125,18034,111,162.468468
126,15926,113,140.938053
127,16679,107,155.878505
128,16148,120,134.566667
129,17836,108,165.148148
130,16531,109,151.660550
131,14934,105,142.228571
132,16499,108,152.768519
133,14996,103,145.592233
134,14871,113,131.601770
135,16405,101,162.425743
136,17725,114,155.482456
137,15339,112,136.955357
138,18400,124,148.387097
139,16042,108,148.537037
140,16011,107,149.635514
141,16319,112,145.705357
142,16022,106,151.150943
143,15020,107,140.373832
144,16316,102,159.960784
145,15086,115,131.182609
146,16223,100,162.230000
147,16071,106,151.613208
148,15457,104,148.625000
149,15704,109,144.073394
150,15487,103,150.359223
151,14977,104,144.009615
152,16361,111,147.396396
153,15764,108,145.962963
154,16347,112,145.955357
155,17048,105,162.361905
156,15967,112,142.562500
157,15209,106,143.481132
158,16604,112,148.250000
159,16292,117,139.247863
160,16169,104,155.471154
161,21224,109,194.715596
162,16419,108,152.027778
163,14820,108,137.222222
164,16080,115,139.826087
165,18084,113,160.035398
166,16104,110,146.400000
167,16291,111,146.765766
168,15932,111,143.531532
169,17288,120,144.066667
