sample,epi_delta,runtime_delta,busy_fraction
1,11065,42,263.452381
2,31505,112,281.294643
3,31455,112,280.848214
4,31903,105,303.838095
5,31303,121,258.702479
6,31805,109,291.788991
7,28877,102,283.107843
8,30613,104,294.355769
9,32261,119,271.100840
10,30960,115,269.217391
11,30917,104,297.278846
12,32240,109,295.779817
13,28433,109,260.853211
14,30144,112,269.142857
15,33225,129,257.558140
16,40499,128,316.398438
17,31438,110,285.800000
18,29623,110,269.300000
19,31720,109,291.009174
20,29196,102,286.235294
21,30834,110,280.309091
22,28865,105,274.904762
23,29993,108,277.712963
24,31197,107,291.560748
25,29209,109,267.972477
26,30035,108,278.101852
27,30805,116,265.560345
28,33987,115,295.539130
29,30938,113,273.787611
30,30571,108,283.064815
31,32172,111,289.837838
32,29683,105,282.695238
33,32598,113,288.477876
34,28280,106,266.792453
35,29390,105,279.904762
36,29813,109,273.513761
37,31070,118,263.305085
38,31337,102,307.225490
39,31481,110,286.190909
40,29599,106,279.235849
41,34372,130,264.400000
42,31607,113,279.707965
43,30823,109,282.779817
44,30747,108,284.694444
45,29302,101,290.118812
46,31063,113,274.893805
47,31038,111,279.621622
48,29667,108,274.694444
49,31253,125,250.024000
50,44843,160,280.268750
51,36101,113,319.477876
52,29593,112,264.223214
53,30743,104,295.605769
54,32362,111,291.549550
55,30341,108,280.935185
56,29623,110,269.300000
57,29606,108,274.129630
58,30984,105,295.085714
59,30593,110,278.118182
60,30700,105,292.380952
61,28166,108,260.796296
62,30937,103,300.359223
63,31613,122,259.122951
64,32709,113,289.460177
65,29991,105,285.628571
66,28758,104,276.519231
67,31660,106,298.679245
68,31762,111,286.144144
69,29030,111,261.531532
70,30102,113,266.389381
71,30324,102,297.294118
72,29659,108,274.620370
73,32414,113,286.849558
74,30882,114,270.894737
75,30260,100,302.600000
76,30215,108,279.768519
77,36366,135,269.377778
78,35666,120,297.216667
79,33651,116,290.094828
80,32373,117,276.692308
81,30288,121,250.314050
82,35146,106,331.566038
83,30370,109,278.623853
84,30558,108,282.944444
85,30346,107,283.607477
86,35015,119,294.243697
87,30890,107,288.691589
88,31897,123,259.325203
89,32894,107,307.420561
90,33485,118,283.771186
91,30466,105,290.152381
92,30435,111,274.189189
93,30525,109,280.045872
94,29216,110,265.600000
95,32150,110,292.272727
96,31436,108,291.074074
97,29854,103,289.844660
98,29869,111,269.090090
99,30701,115,266.965217
100,31584,106,297.962264
101,31845,107,297.616822
102,29894,105,284.704762
103,29044,106,274.000000
104,30284,108,280.407407
105,33886,112,302.553571
106,29613,107,276.757009
107,29872,109,274.055046
108,30486,103,295.980583
109,29981,116,258.456897
110,32644,111,294.090090
111,31475,108,291.435185
112,30731,122,251.893443
113,35203,109,322.963303
114,27966,106,263.830189
115,29824,106,281.358491
116,30323,111,273.180180
117,31337,101,310.267327
118,28002,108,259.277778
119,30622,108,283.537037
120,31035,112,277.098214
121,32557,109,298.688073
122,28386,118,240.559322
123,39570,130,304.384615
124,30593,100,305.930000
125,28943,109,265.532110
126,31861,116,274.663793
127,29646,106,279.679245
128,31722,107,296.467290
129,30943,108,286.509259
130,28927,105,275.495238
131,28546,115,248.226087
132,35546,124,286.661290
133,31676,102,310.549020
134,30142,108,279.092593
135,29524,106,278.528302
136,29847,108,276.361111
137,31050,108,287.500000
138,32522,123,264.406504
139,37346,135,276.637037
140,34371,115,298.878261
141,32382,112,289.125000
142,32099,126,254.753968
143,33929,109,311.275229
144,29391,114,257.815789
145,32541,114,285.447368
146,32863,107,307.130841
147,29388,111,264.756757
148,30683,105,292.219048
149,30994,111,279.225225
150,29730,108,275.277778
151,29758,106,280.735849
152,29867,106,281.764151
153,29925,106,282.311321
154,30927,110,281.154545
155,30245,114,265.307018
156,31434,107,293.775701
157,28589,105,272.276190
158,30621,119,257.319328
159,35003,110,318.209091
160,29721,109,272.669725
161,29741,113,263.194690
162,32978,109,302.550459
163,28623,108,265.027778
164,32179,112,287.312500
165,31404,114,275.473684
166,35522,117,303.606838
167,30015,121,248.057851
