sample,epi_delta,runtime_delta,busy_fraction
1,5068,41,123.609756
2,13683,106,129.084906
3,13984,110,127.127273
4,13493,107,126.102804
5,14585,145,100.586207
6,17964,114,157.578947
7,15569,122,127.614754
8,15668,118,132.779661
9,14765,109,135.458716
10,14697,113,130.061947
11,13038,99,131.696970
12,13630,117,116.495726
13,13816,101,136.792079
14,15180,119,127.563025
15,14174,110,128.854545
16,13791,104,132.605769
17,13511,105,128.676190
18,14920,110,135.636364
19,13114,112,117.089286
20,15409,118,130.584746
21,13269,104,127.586538
22,14325,104,137.740385
23,13403,111,120.747748
24,14960,107,139.813084
25,13395,112,119.598214
26,14316,103,138.990291
27,17231,118,146.025424
28,13584,106,128.150943
29,13069,105,124.466667
30,15599,120,129.991667
31,15427,119,129.638655
32,15415,127,121.377953
33,15803,107,147.691589
34,13513,114,118.535088
35,15995,108,148.101852
36,14440,110,131.272727
37,13378,110,121.618182
38,13832,108,128.074074
39,13844,107,129.383178
40,14884,108,137.814815
41,12438,106,117.339623
42,14865,113,131.548673
43,14006,101,138.673267
44,14011,113,123.991150
45,13139,113,116.274336
46,15777,122,129.319672
47,15473,106,145.971698
48,13440,116,115.862069
49,14135,106,133.349057
50,14865,109,136.376147
51,13961,117,119.324786
52,13692,101,135.564356
53,14410,114,126.403509
54,13504,111,121.657658
55,14810,106,139.716981
56,14196,111,127.891892
57,13167,102,129.088235
58,13835,113,122.433628
59,14364,108,133.000000
60,14451,102,141.676471
61,13905,111,125.270270
62,13537,107,126.514019
63,14106,113,124.831858
64,14776,116,127.379310
65,14300,107,133.644860
66,13963,106,131.726415
67,13258,102,129.980392
68,14023,113,124.097345
69,14197,102,139.186275
70,13485,107,126.028037
71,14871,117,127.102564
72,13900,108,128.703704
73,13825,111,124.549550
74,14810,112,132.232143
75,13411,105,127.723810
76,13759,105,131.038095
77,13522,104,130.019231
78,14259,112,127.312500
79,14768,108,136.740741
80,13802,111,124.342342
81,14209,108,131.564815
82,13660,109,125.321101
83,14250,108,131.944444
84,13207,106,124.594340
85,13645,104,131.201923
86,13312,107,124.411215
87,14130,103,137.184466
88,14229,119,119.571429
89,14415,103,139.951456
90,14315,109,131.330275
91,13402,109,122.954128
92,13793,110,125.390909
93,14513,110,131.936364
94,14666,105,139.676190
95,14386,116,124.017241
96,13694,110,124.490909
97,14994,123,121.902439
98,15159,112,135.348214
99,13663,107,127.691589
100,14289,119,120.075630
101,15321,119,128.747899
102,17787,132,134.750000
103,15246,114,133.736842
104,13483,106,127.198113
105,14452,110,131.381818
106,14040,113,124.247788
107,13441,99,135.767677
108,13390,105,127.523810
109,14594,110,132.672727
110,13059,101,129.297030
111,13207,112,117.919643
112,13582,101,134.475248
113,15520,119,130.420168
114,13800,109,126.605505
115,14324,113,126.761062
116,14449,103,140.281553
117,13630,116,117.500000
118,14122,113,124.973451
119,13972,106,131.811321
120,13981,101,138.425743
121,16043,105,152.790476
122,13342,113,118.070796
123,14852,112,132.607143
124,14311,107,133.747664
125,13839,109,126.963303
126,16128,107,150.728972
127,13473,113,119.230088
128,15098,115,131.286957
129,14389,113,127.336283
130,14025,105,133.571429
131,13707,105,130.542857
132,14603,115,126.982609
133,14537,105,138.447619
134,13632,111,122.810811
135,13909,121,114.950413
136,14263,104,137.144231
137,15065,116,129.870690
138,14842,107,138.710280
139,14018,111,126.288288
140,12947,100,129.470000
141,13930,111,125.495495
142,13737,104,132.086538
143,14378,108,133.129630
144,13110,105,124.857143
145,13174,104,126.673077
146,14266,110,129.690909
147,13761,105,131.057143
148,13343,105,127.076190
149,14814,111,133.459459
150,13333,107,124.607477
151,13412,115,116.626087
152,15203,110,138.209091
153,13956,105,132.914286
154,13446,102,131.823529
155,15076,120,125.633333
156,16349,130,125.761538
157,13699,98,139.785714
158,14782,112,131.982143
159,14183,106,133.801887
160,12483,114,109.500000
161,14707,108,136.175926
162,14207,108,131.546296
163,13408,103,130.174757
164,13992,111,126.054054
165,13843,110,125.845455
166,14276,112,127.464286
167,13780,102,135.098039
168,15286,125,122.288000
169,13632,109,125.064220
170,14267,110,129.700000
171,15113,115,131.417391
172,14528,108,134.518519
173,14021,111,126.315315
174,14514,106,136.924528
175,13598,113,120.336283
176,13950,100,139.500000
177,13457,115,117.017391
178,13905,102,136.323529
179,14206,107,132.766355
180,13177,105,125.495238
181,13848,109,127.045872
182,14295,108,132.361111
183,16250,125,130.000000
184,15036,118,127.423729
185,13629,111,122.783784
186,14995,104,144.182692
187,14566,116,125.568966
188,12953,101,128.247525
189,13696,105,130.438095
190,15771,123,128.219512
191,17203,143,120.300699
192,14739,107,137.747664
193,14228,110,129.345455
194,13974,107,130.598131
195,15398,122,126.213115
196,15244,117,130.290598
197,15467,118,131.076271
198,15679,122,128.516393
199,15141,111,136.405405
200,13633,109,125.073394
201,14621,109,134.137615
202,14688,109,134.752294
203,13081,112,116.794643
204,14172,109,130.018349
205,15581,117,133.170940
206,13217,103,128.320388
207,13804,109,126.642202
208,14186,113,125.539823
209,15139,116,130.508621
210,14204,104,136.576923
211,14223,113,125.867257
212,13418,109,123.100917
213,16892,107,157.869159
214,13496,117,115.350427
215,14272,105,135.923810
216,15256,119,128.201681
217,15515,108,143.657407
218,15648,114,137.263158
219,14891,123,121.065041
220,14227,109,130.522936
221,13871,106,130.858491
222,13837,103,134.339806
223,13384,111,120.576577
224,13774,104,132.442308
225,14485,109,132.889908
226,13111,108,121.398148
227,14526,109,133.266055
228,14527,106,137.047170
229,13398,108,124.055556
230,13440,106,126.792453
231,14064,109,129.027523
232,13687,109,125.568807
233,15009,121,124.041322
234,13761,101,136.247525
235,14844,123,120.682927
236,14596,103,141.708738
237,14896,122,122.098361
238,15271,111,137.576577
239,13139,106,123.952830
240,13026,103,126.466019
241,15090,114,132.368421
242,14375,110,130.681818
243,13418,101,132.851485
244,13449,114,117.973684
245,14300,102,140.196078
246,15279,120,127.325000
247,13608,111,122.594595
248,14546,110,132.236364
249,14513,106,136.915094
250,14165,112,126.473214
251,13875,106,130.896226
252,13507,103,131.135922
253,13451,106,126.896226
254,13853,121,114.487603
255,14921,102,146.284314
256,14468,110,131.527273
257,13463,108,124.657407
258,13152,102,128.941176
259,13240,104,127.307692
260,14499,107,135.504673
261,13461,106,126.990566
262,13897,107,129.878505
263,13598,106,128.283019
264,14536,113,128.637168
265,13891,108,128.620370
266,13669,109,125.403670
267,13263,104,127.528846
268,14260,118,120.847458
269,15438,117,131.948718
270,13781,105,131.247619
271,14341,102,140.598039
272,12920,106,121.886792
273,14324,120,119.366667
274,14008,105,133.409524
275,14309,107,133.728972
276,13440,101,133.069307
277,13176,107,123.140187
278,14248,111,128.360360
279,13385,107,125.093458
280,14455,102,141.715686
281,13505,104,129.855769
282,14769,135,109.400000
283,18268,120,152.233333
284,14157,116,122.043103
285,14696,109,134.825688
286,13075,109,119.954128
287,14706,107,137.439252
288,15165,107,141.728972
289,13229,103,128.436893
290,13720,128,107.187500
291,16394,130,126.107692
292,18108,126,143.714286
293,14205,114,124.605263
294,15721,116,135.525862
