sample,epi_delta,runtime_delta,busy_fraction
1,6475,38,170.394737
2,17251,108,159.731481
3,17257,106,162.801887
4,20460,108,189.444444
5,16025,104,154.086538
6,18929,111,170.531532
7,16128,106,152.150943
8,16887,107,157.822430
9,17125,105,163.095238
10,16535,108,153.101852
11,16435,109,150.779817
12,17670,111,159.189189
13,16797,102,164.676471
14,21265,116,183.318966
15,18083,105,172.219048
16,17314,107,161.813084
17,15630,107,146.074766
18,17194,113,152.159292
19,17994,108,166.611111
20,17684,109,162.238532
21,17053,114,149.587719
22,17162,104,165.019231
23,18105,103,175.776699
24,17733,110,161.209091
25,16540,123,134.471545
26,18926,105,180.247619
27,21436,104,206.115385
28,16691,107,155.990654
29,17661,113,156.292035
30,15619,111,140.711712
31,18751,102,183.833333
32,16140,106,152.264151
33,16917,105,161.114286
34,17679,109,162.192661
35,18130,126,143.888889
36,19793,105,188.504762
37,16929,110,153.900000
38,18058,112,161.232143
39,16713,105,159.171429
40,17001,111,153.162162
41,17453,106,164.650943
42,16236,110,147.600000
43,17435,109,159.954128
44,17212,108,159.370370
45,17444,108,161.518519
46,18332,119,154.050420
47,18171,115,158.008696
48,18911,122,155.008197
49,19008,116,163.862069
50,17084,110,155.309091
51,16640,104,160.000000
52,17948,126,142.444444
53,19891,118,168.567797
54,16795,107,156.962617
55,17995,110,163.590909
56,19254,110,175.036364
57,17308,107,161.757009
58,17757,106,167.518868
59,16340,105,155.619048
60,17141,114,150.359649
61,17287,105,164.638095
62,15841,111,142.711712
63,17544,112,156.642857
64,18685,126,148.293651
65,20222,105,192.590476
66,16563,110,150.572727
67,17143,111,154.441441
68,17086,105,162.723810
69,17464,120,145.533333
70,17861,100,178.610000
71,17544,114,153.894737
72,16533,105,157.457143
73,16465,106,155.330189
74,17521,109,160.743119
75,17917,119,150.563025
76,17459,99,176.353535
77,16260,109,149.174312
78,16692,109,153.137615
79,18163,139,130.669065
80,21956,120,182.966667
81,17776,106,167.698113
82,16576,108,153.481481
83,17279,105,164.561905
84,17338,108,160.537037
85,16970,104,163.173077
86,16481,109,151.201835
87,17361,113,153.637168
88,18571,111,167.306306
89,15860,106,149.622642
90,17560,110,159.636364
91,16276,105,155.009524
92,17221,110,156.554545
93,17322,120,144.350000
94,18407,106,173.650943
95,17287,110,157.154545
96,17311,109,158.816514
97,18512,126,146.920635
98,17618,100,176.180000
99,17081,110,155.281818
100,16301,103,158.262136
101,16184,109,148.477064
102,16897,113,149.530973
103,18302,108,169.462963
104,16580,107,154.953271
105,16648,109,152.733945
106,16675,101,165.099010
107,16078,108,148.870370
108,17273,109,158.467890
109,17777,105,169.304762
110,16124,117,137.811966
111,17838,106,168.283019
112,18064,113,159.858407
113,17791,107,166.271028
114,16564,106,156.264151
115,18176,118,154.033898
116,17663,113,156.309735
117,16248,107,151.850467
118,17524,104,168.500000
119,16514,106,155.792453
120,16310,107,152.429907
121,16611,110,151.009091
122,18642,105,177.542857
123,16703,107,156.102804
124,17386,109,159.504587
125,16648,116,143.517241
126,18345,110,166.772727
127,18008,109,165.211009
128,16089,110,146.263636
129,17810,105,169.619048
130,20879,110,189.809091
131,17204,112,153.607143
132,17563,110,159.663636
133,17608,108,163.037037
134,20140,138,145.942029
135,17619,108,163.138889
136,17174,103,166.737864
137,16671,114,146.236842
138,16829,99,169.989899
139,18701,106,176.424528
140,18119,108,167.768519
141,17096,122,140.131148
142,18737,118,158.788136
143,20109,126,159.595238
144,21203,115,184.373913
145,17190,107,160.654206
146,15803,108,146.324074
147,18165,112,162.187500
148,21096,112,188.357143
149,16917,107,158.102804
150,17109,106,161.405660
151,18048,112,161.142857
152,17319,117,148.025641
153,19298,116,166.362069
154,16443,111,148.135135
155,17426,105,165.961905
156,18777,120,156.475000
157,18709,109,171.642202
158,17659,110,160.536364
159,16558,103,160.757282
160,17405,110,158.227273
161,17726,112,158.267857
162,19132,116,164.931034
163,17528,101,173.544554
164,16484,112,147.178571
165,18072,107,168.897196
166,16484,107,154.056075
167,17466,105,166.342857
168,16403,114,143.885965
169,17777,108,164.601852
170,17467,117,149.290598
171,17800,107,166.355140
172,17549,112,156.687500
173,16329,104,157.009615
174,18226,111,164.198198
175,16140,113,142.831858
176,17608,104,169.307692
177,16780,105,159.809524
178,16830,111,151.621622
179,17652,114,154.842105
180,17478,105,166.457143
181,16120,103,156.504854
182,16564,111,149.225225
183,18925,114,166.008772
184,16366,119,137.529412
185,18394,109,168.752294
186,17872,110,162.472727
187,16426,113,145.362832
188,18968,127,149.354331
189,20684,113,183.044248
190,17152,110,155.927273
191,16231,104,156.067308
192,16314,110,148.309091
193,17064,108,158.000000
194,16971,103,164.766990
195,17257,106,162.801887
196,16534,103,160.524272
197,17076,118,144.711864
198,16884,101,167.168317
199,16575,105,157.857143
200,23038,108,213.314815
201,27176,125,217.408000
202,29504,105,280.990476
203,27408,112,244.714286
204,16764,106,158.150943
205,16682,106,157.377358
206,17840,118,151.186441
207,16577,101,164.128713
208,16734,106,157.867925
209,16490,106,155.566038
210,17411,111,156.855856
211,17524,110,159.309091
212,16606,108,153.759259
213,18596,112,166.035714
214,16310,102,159.901961
215,18015,110,163.772727
216,16749,119,140.747899
217,16436,108,152.185185
218,19017,108,176.083333
219,16163,112,144.312500
220,17682,108,163.722222
221,16800,107,157.009346
222,16853,114,147.833333
223,17131,101,169.613861
224,16704,116,144.000000
225,18351,114,160.973684
226,18402,108,170.388889
227,17118,109,157.045872
228,16408,108,151.925926
229,17214,110,156.490909
230,16666,103,161.805825
231,17292,112,154.392857
232,16547,105,157.590476
233,15887,105,151.304762
234,19736,125,157.888000
235,18007,120,150.058333
236,19194,117,164.051282
237,17491,118,148.228814
238,19097,119,160.478992
239,17919,107,167.467290
240,17550,116,151.293103
241,16942,99,171.131313
242,16943,113,149.938053
243,19375,116,167.025862
244,16753,120,139.608333
245,19291,111,173.792793
246,16952,104,163.000000
247,17787,115,154.669565
248,17662,129,136.914729
249,19689,114,172.710526
250,20186,112,180.232143
251,18291,105,174.200000
252,19931,108,184.546296
253,17250,112,154.017857
254,18318,113,162.106195
255,22633,110,205.754545
256,19041,115,165.573913
257,18105,109,166.100917
258,17629,112,157.401786
259,16765,105,159.666667
260,17079,112,152.491071
261,16286,109,149.412844
262,17455,109,160.137615
263,17968,110,163.345455
264,16211,109,148.724771
265,17782,100,177.820000
266,19755,106,186.367925
267,16628,107,155.401869
268,17303,108,160.212963
269,17691,107,165.336449
270,17072,120,142.266667
271,18802,116,162.086207
272,19088,112,170.428571
273,16291,112,145.455357
274,21191,107,198.046729
275,17542,108,162.425926
276,16580,106,156.415094
277,16524,105,157.371429
278,16407,107,153.336449
279,16791,104,161.451923
280,18368,112,164.000000
281,15298,103,148.524272
282,17523,109,160.761468
283,16453,118,139.432203
284,20048,106,189.132075
285,17953,122,147.155738
286,19937,114,174.885965
287,16822,113,148.867257
288,18855,102,184.852941
289,17950,114,157.456140
290,16843,106,158.896226
291,18225,112,162.723214
292,17888,114,156.912281
293,16749,110,152.263636
294,16776,106,158.264151
295,16696,107,156.037383
296,16894,108,156.425926
297,19764,128,154.406250
298,17391,107,162.532710
299,16546,102,162.215686
300,17108,114,150.070175
301,16676,110,151.600000
302,18942,113,167.628319
303,17940,109,164.587156
304,17203,107,160.775701
305,16547,107,154.644860
306,16857,108,156.083333
307,17629,106,166.311321
