topdown-heavy-ops
34568828.0
35542039.0
35210974.0
36608313.0
33608834.0
35926403.0
36155256.0
34214514.0
34334151.0
35849361.0
34645237.0
36110718.0
34897624.0
35305840.0
36354422.0
35637766.0
34859672.0
34348740.0
36545564.0
33575717.0
33683328.0
34618762.0
36671319.0
35670390.0
36465252.0
35834644.0
34315255.0
36184120.0
34368197.0
36498791.0
33601863.0
35422854.0
33493035.0
34347924.0
33788582.0
35919755.0
35803495.0
35099205.0
34452952.0
34375838.0
34626862.0
36674557.0
35255192.0
35836206.0
35006228.0
33960159.0
35281508.0
36239039.0
34593908.0
36496678.0
36251521.0
34701117.0
36073323.0
36228952.0
36656196.0
35317149.0
36197159.0
36160858.0
34400381.0
34415029.0
35551024.0
35713626.0
33894769.0
35476127.0
33989769.0
34143156.0
36686226.0
33691674.0
33552495.0
36442713.0
35744483.0
33655562.0
34204907.0
35244242.0
34318078.0
33787441.0
34713520.0
33562020.0
33494586.0
36513899.0
35929221.0
34386661.0
33784916.0
34190803.0
34916047.0
34638007.0
35526267.0
35294340.0
33806606.0
35551426.0
34802563.0
34182573.0
35063077.0
33987824.0
34133227.0
34262489.0
34363321.0
35836002.0
34123591.0
35337561.0
33599746.0
36333242.0
35181341.0
35906750.0
35129676.0
34949918.0
34494588.0
34894093.0
35011600.0
35766662.0
33770929.0
35969614.0
35143633.0
33385721.0
34665781.0
35815613.0
36525573.0
34146410.0
34154404.0
36170847.0
34353650.0
33583722.0
35504038.0
35184246.0
34823652.0
36054743.0
34931336.0
35003273.0
35674564.0
34902331.0
36497580.0
34709811.0
36516888.0
33405567.0
34524169.0
35858378.0
36253681.0
35411681.0
35544441.0
36581720.0
35837468.0
35489494.0
34362825.0
34747964.0
35723059.0
35928265.0
35212918.0
33928314.0
33965728.0
35894262.0
35789921.0
36350630.0
35225182.0
36669875.0
34952711.0
33457287.0
34063501.0
34102727.0
34054193.0
33982553.0
34662652.0
34770820.0
33509696.0
33529532.0
36142727.0
35000598.0
36599681.0
35737851.0
35226256.0
35961217.0
35060586.0
35915045.0
36740783.0
36681314.0
33614006.0
33603428.0
33716283.0
35148952.0
34160995.0
35951933.0
34755853.0
33458817.0
35345918.0
35376979.0
33538965.0
35369886.0
33504927.0
35113662.0
34483851.0
33374802.0
36615486.0
33311298.0
36166663.0
33654020.0
36444996.0
33508087.0
34937356.0
35849885.0
36166860.0
34906232.0
35328583.0
34609781.0
35728737.0
34458439.0
34988891.0
34913707.0
33662303.0
34125221.0
33920660.0
35604043.0
33552406.0
33674125.0
34531411.0
34389696.0
35829986.0
35314417.0
33498842.0
34866695.0
35589518.0
33766541.0
34347634.0
34825349.0
33439328.0
34278104.0
34279953.0
35378278.0
33412153.0
35029233.0
35690258.0
34661862.0
34084064.0
36602420.0
34795640.0
34577693.0
33631862.0
36314422.0
35407586.0
34021997.0
36464283.0
33702869.0
35504155.0
33303979.0
35658691.0
36742521.0
36338524.0
34997554.0
34463678.0
33826990.0
33875229.0
34036491.0
34858111.0
36565137.0
34858969.0
34500176.0
35428731.0
34624905.0
33958490.0
36478730.0
35887905.0
35158531.0
35554910.0
