Value
127124
123793
125396
128301
125407
122064
120340
121155
122148
120665
123998
116338
119872
123394
117967
117517
116898
121235
122441
118622
122966
122438
118921
121804
120300
118269
117589
124611
124330
120279
116690
119293
120847
128210
117430
119681
120663
125031
118272
120697
125126
118715
122171
121539
117048
126321
117355
126431
124772
125889
120210
124179
124486
122865
121401
124011
119671
127138
127765
127752
122410
118388
120853
119518
122726
124698
120699
121957
125642
123132
123016
116648
122142
122559
122452
126142
125653
120395
118791
124286
118068
124286
121427
126159
122168
127933
124036
126410
118101
119665
125292
118899
121117
125602
122188
123176
116323
124416
116746
124320
126855
119861
119460
124133
118645
124539
127395
125728
117357
117478
125082
123551
121178
122424
127299
123387
119837
123265
122803
122635
127087
128156
122209
124236
125490
117460
128221
118201
123826
128051
126688
120995
117496
119543
125562
126447
122419
128505
121690
122984
118856
120368
123760
120043
125131
119600
125146
119568
124178
117457
123588
119545
121409
119789
122842
127462
118883
122656
118646
124910
123193
119528
125979
123190
124619
124390
123765
124101
122055
122005
124684
126907
118051
126196
120256
127145
122171
122241
127083
126065
118383
123349
126337
119222
126951
116856
120438
121417
122139
122270
127503
119046
128111
125079
125926
123288
127797
126700
121733
118138
117945
119913
125280
116930
125783
121823
126212
126101
