br_inst_retired.cond_taken
66419
65927
65910
64160
62647
64853
62623
64531
66877
65791
64047
65858
67093
64236
65228
65088
64277
62167
62133
65682
66306
65079
65725
65129
66645
65449
65398
65229
62895
62511
65382
61288
63829
66146
67056
61237
64901
62800
62643
64897
64191
66493
63385
62783
61220
62609
61663
61822
62720
63630
61659
64884
63015
61785
65985
66211
66677
67037
65168
62202
62220
62082
63533
63820
67276
64226
67011
64934
66796
64998
67195
63977
61354
65424
66348
64235
65045
65171
65913
61588
63059
63215
62987
62258
67216
62525
64075
66912
66078
61083
65415
62669
64458
65446
62851
62600
63287
61268
66704
61671
61817
67117
63517
64658
65206
65776
65896
65206
66775
67189
62412
64114
65337
