br_misp_retired.cond_ntaken
115
116
112
120
118
117
114
117
115
111
119
110
117
118
112
115
117
117
120
118
117
115
115
117
120
112
117
118
110
120
111
111
114
120
120
110
113
116
117
119
117
110
112
118
120
110
117
111
110
117
112
114
112
115
117
120
110
120
112
111
115
119
112
113
114
117
114
111
116
115
111
120
115
117
113
114
116
113
116
110
115
115
117
110
118
120
115
117
113
115
114
114
113
113
112
110
111
117
117
119
118
113
110
110
115
116
118
118
118
117
114
111
111
113
117
112
113
120
115
120
118
115
120
116
117
112
111
111
115
120
119
119
117
112
115
112
112
110
112
120
115
112
111
115
110
113
112
110
117
118
115
119
113
116
115
117
113
120
112
115
115
115
119
117
118
115
110
117
111
111
120
110
111
116
111
115
111
120
120
118
110
112
110
113
112
112
117
111
116
120
113
111
111
118
118
110
114
116
118
117
114
120
117
114
114
117
117
115
120
112
118
120
111
114
115
112
117
112
115
118
112
116
115
114
120
111
113
120
112
120
116
113
120
115
110
114
112
119
112
110
116
117
115
110
118
120
112
117
110
114
118
112
111
112
111
117
112
117
120
118
110
116
118
115
120
