cycle_activity.stalls_l2_miss
258
245
240
246
258
246
252
258
252
252
246
240
246
234
234
252
252
240
246
258
240
240
258
240
258
235
258
234
240
240
253
246
240
258
252
258
258
252
240
246
257
258
254
258
252
244
258
258
252
258
