mem_load_retired.l1_hit
157283
160487
156242
170831
160775
162845
160473
168337
161596
159033
160983
161552
166082
157897
159258
161688
161781
163915
161027
161551
169030
168404
161994
167348
167149
160696
161157
160495
160510
168848
160566
167225
160930
167328
158806
161273
161243
160537
166305
165767
162206
160001
168363
160825
159945
168956
166849
159063
157463
168651
167741
169469
159530
160552
166564
166829
159687
169270
165114
161426
166222
165956
168105
163982
161408
158824
170447
168963
164692
161620
160257
159702
169703
156581
167563
165096
164645
165173
166665
161673
157779
161269
163871
162856
160565
159475
161446
166368
168895
160828
164164
168380
157716
159842
156288
161196
164064
158852
163614
168195
160598
168315
160807
161249
167231
167324
166070
159566
160369
161088
171084
166686
159936
161085
169105
161638
160952
161280
164418
168545
165969
161387
166098
166296
166033
161354
161440
159697
162744
158787
161399
161474
168525
160736
161492
167898
163497
161381
160877
168614
159438
162600
160837
161040
161309
159983
165229
158339
171177
161166
160496
168281
166989
165730
161310
160312
167562
168842
166037
162082
161556
165102
168742
160390
166220
161352
161325
163214
170838
167054
168786
161849
160456
167587
168037
167709
160129
161759
161189
167548
160862
168046
161590
167533
161395
157798
169178
160807
161462
163691
165239
164022
160546
161547
160526
167190
161175
169990
161443
171770
159852
160260
160675
166407
161450
158932
165606
161788
160246
160439
168842
165939
166702
160198
166167
166376
171209
164155
166484
158239
158043
166128
165872
162750
157652
160052
159797
164620
159455
166765
159552
159979
160027
166046
167459
167343
159724
162735
164508
168473
161371
161413
161209
159575
159454
161782
166611
165273
163651
167760
167629
168292
166798
161612
161751
161736
168642
168454
161059
160737
160954
160573
167844
165582
167868
161632
160357
167799
166874
161322
161346
165982
166966
168088
160185
158980
159761
168284
164403
168836
168300
169229
161531
161254
163245
169439
159993
158772
161989
161422
161330
156885
170121
168421
160699
168246
167757
170980
161065
166457
158931
167240
159716
167836
159228
160850
165475
161456
167137
161952
168213
161555
158814
161411
164963
160851
166646
159362
162486
166828
160297
161208
159134
168192
159101
160380
166802
168564
165305
167236
165029
161488
167295
159129
158517
156352
156989
165325
167863
166876
163479
160971
164424
157932
167258
164978
158334
161074
160062
157500
164798
167597
164152
166751
160917
160616
161587
161035
161189
161880
160462
161594
160049
161082
163049
170808
168490
161534
167700
160444
160851
161211
159717
168377
160964
161161
164748
168325
159592
168203
159376
158427
160154
167591
168716
168503
158961
163252
161782
165522
163788
160989
160922
162247
161110
164543
163271
161242
162054
160970
167677
166052
159167
165803
164940
165835
168346
161429
160320
159243
164853
160164
160070
160857
167264
164528
162961
172144
160570
167425
170283
171102
169237
170032
169387
168014
171140
170518
169936
169480
170925
165889
163640
159521
158454
165970
165847
158556
159398
158213
159199
166400
158569
160559
158998
159471
159956
159200
164588
159172
160343
157916
159127
157152
159732
165213
161427
167723
160754
160575
159207
166111
166055
160663
159843
166249
167599
158530
165948
159144
158655
160555
159709
161204
171784
169848
171501
170035
169094
169483
168115
168691
171545
170311
171877
165914
160734
158608
160871
159943
163658
169202
160786
168876
168595
167563
166946
162464
160378
159907
159950
168270
161540
168498
161995
166040
168645
159894
165104
160486
157782
160264
160648
167804
161293
160879
167142
168574
158805
164871
165431
160340
160192
160965
168771
161032
161550
161001
167074
160587
161991
170836
168013
160958
169989
159478
166338
170058
171164
168519
169438
167794
171004
165582
168167
168997
168368
166502
168788
166879
161593
159750
166485
157824
167003
161636
160215
158751
161784
159785
161454
163248
170791
160069
166983
159334
160333
161345
160842
162682
166331
161640
161448
160616
168342
160700
160229
165727
161931
159350
160747
159701
163269
159568
160363
166420
161784
160165
163104
161120
159209
159953
159168
159597
158667
158245
168675
161308
160601
167268
158592
158179
160380
159894
166193
160947
161418
160877
168252
161093
160243
163869
170254
169924
162642
161226
165864
160362
161474
161079
159979
167143
167159
165321
162143
166344
161038
160025
160431
157398
161262
166056
158502
161227
156470
160150
169835
160564
168873
170343
167705
170291
168183
166560
169508
169155
170677
166471
166354
167678
169791
169344
167563
167496
166077
171380
165628
168651
161524
160247
164081
160405
158815
159434
165667
167157
159964
166803
157825
162314
166067
167794
160643
160763
160761
158706
158966
168252
162544
165219
160609
161003
160565
158424
161503
160467
168983
170427
167706
160481
168069
160660
161161
167657
160192
165044
157590
167698
167835
160587
160023
160491
166483
170269
163834
160101
160504
158861
159354
159442
160212
167183
160594
161241
172138
164221
160970
159672
160713
157446
160134
160048
159456
159095
168138
161111
159827
159943
158965
166578
167893
164558
159800
166311
160654
166725
167242
168502
160123
165625
160036
165494
165250
160780
167200
161299
159943
168181
161241
161063
160641
165974
162576
158024
165705
164565
157472
159454
160114
166637
158991
163152
166393
159044
165444
159402
159883
160155
169808
169038
160092
158216
157981
166755
165793
163719
168245
158287
171705
165834
162809
168169
160640
165924
161196
165814
164521
164014
162355
160298
168021
160823
168538
166009
168072
166537
160729
168741
161411
161903
165470
168702
159388
160465
168794
161963
161838
167845
166055
159881
162674
160918
161312
166404
172007
171385
161653
162414
168631
168186
161611
161112
159490
162967
167863
166828
168202
161820
159843
163749
161578
159947
161692
160749
166290
161670
162292
160421
169394
169913
168594
170895
172138
169876
169324
165060
169083
169866
170640
169109
169905
169791
170641
168040
169994
163540
158073
166451
165677
168391
159993
167945
158710
159265
158033
159583
158848
157356
164242
165317
159867
157582
162171
157965
159184
159785
165364
161068
163547
160288
162733
158021
161027
158739
160536
156837
166794
161281
160851
168740
170753
158455
160513
168517
159934
158939
163212
166385
159352
160132
167702
167551
160796
161860
165499
166202
160767
168422
168108
161034
169008
168795
167132
161390
160783
161021
167620
159492
160466
168359
171837
158976
167339
162226
165038
161200
162054
166129
161148
158324
168689
167704
170566
159900
160264
161415
170763
167006
161139
161907
162259
161675
162464
168032
161639
160101
169186
168289
161747
162016
160627
161458
167864
161382
168343
160981
157421
158435
158895
