exe_activity.2_ports_util
143974
131260
132234
138932
131293
141679
138749
141226
133495
133761
143491
138764
136030
134996
142343
132732
138636
140381
140511
141266
139600
137069
134667
136515
139936
134412
137127
135255
137720
136332
138844
140296
140604
132804
137631
136867
133621
134970
136843
140550
142239
131493
143867
138777
144452
137307
134234
136755
138527
138993
138908
132632
137965
136401
137673
139556
132152
142289
132223
135209
135228
134724
134587
135552
139792
132562
143996
143288
132703
131749
133884
136035
132412
131187
134445
132913
138268
140923
139397
134144
131743
137070
133804
138531
138091
131488
134539
139284
133620
134408
142918
137145
143958
133148
131473
138114
139984
143816
136252
136602
133676
134316
140409
131095
138894
144014
137933
138013
134750
139371
134961
132468
138015
137847
139302
135793
135134
136083
140958
137973
144424
139713
134380
137100
132934
140628
141516
134439
139248
137280
133754
139626
137218
135829
133604
136203
134594
138026
136982
140493
137294
136991
132395
135971
139536
133544
140882
143771
131538
134510
138194
133704
137563
135687
133990
135550
144151
137302
134482
133746
137106
137848
140533
131466
132685
138942
137034
141689
132352
136159
134496
136811
135752
131654
139172
142746
131089
136891
142853
138682
132588
137818
136839
139352
134436
138249
137175
132291
137734
141008
137682
135430
144307
133683
138185
137656
137733
141657
132100
134796
132613
143986
133272
141024
136117
135890
135692
132820
136356
137841
142813
141270
137062
139259
134360
137228
134170
143083
134309
141941
131956
140995
136415
132257
134353
133564
143946
139470
144602
133283
136672
131489
131634
139119
132572
138867
131490
135256
131089
143415
132380
134960
143625
134345
136474
131380
135268
135433
136464
136409
132866
138342
136643
134618
137699
135344
142839
142276
134188
135143
138935
134956
133129
143642
134724
131531
138272
131756
141781
136012
135714
132485
133156
134596
131309
133049
131518
141387
138891
135358
137708
137568
131638
132555
137460
133566
140498
134948
132982
141463
138291
136514
134775
135110
136632
137749
141434
133238
137905
141483
135845
134038
136441
140775
131868
139112
135806
143132
143086
136990
134335
137610
133145
137912
136808
139411
134862
136518
141352
137260
131372
138768
137017
136227
141836
140356
139490
138471
134806
135263
137591
133629
132894
134029
139519
140763
143572
135116
136316
138112
138166
135841
136410
137862
131470
135754
131187
138468
142069
133753
142709
138414
135607
132579
134099
137570
142676
133111
137038
133323
135813
138627
138094
142732
134683
132119
131567
137503
131560
142619
143727
141309
139442
138111
133906
142584
131511
137865
139955
133467
139781
132909
136442
131648
131379
132489
133136
131789
132808
144334
131166
138643
134615
135179
133949
139669
138417
136546
137997
136005
137781
139267
131420
131148
132679
131535
139141
135986
139358
139604
134036
138069
134523
137099
139399
138229
131996
134111
141001
135147
133132
132574
135750
137431
137359
133173
139796
135993
139609
139178
135487
143758
132494
140917
137093
138831
132578
136307
133599
134538
140467
137811
133926
140830
133059
135399
131197
131519
135765
143077
135094
136881
131347
131660
137456
131116
142192
134509
132706
132355
133174
140836
140492
132030
133565
135230
141343
135139
137058
133411
144462
144256
139401
134737
132850
131337
133044
133945
141369
138617
138382
135098
144008
136438
132174
132871
136497
133035
133289
136542
137052
142589
139204
141349
144537
136328
135064
135711
132263
143588
139386
132007
138082
140467
132981
132336
135900
132817
143564
135078
137362
133592
144631
139240
131742
137000
137792
131991
134756
131178
135004
138145
135605
135895
136790
142863
141902
137874
136714
132544
132182
136473
140636
140487
131791
132449
133690
133815
134223
137845
133678
142476
132114
131950
131902
133139
136251
141833
137790
141518
140944
138760
137212
139787
135137
139146
142673
136351
137616
144388
135066
139452
133613
134582
139242
141362
139124
133650
133312
133357
132531
136467
140902
137361
140027
137682
138871
131894
134427
133235
133386
138984
139292
134929
140733
135946
132061
134316
143784
135633
133168
142038
135066
136225
142832
136869
141207
134950
132958
139389
142986
137292
132500
131785
131838
140496
139570
133115
135214
134324
137283
131076
137452
139314
131434
131819
134054
133458
134428
132745
132864
137244
142746
138798
141469
143694
133726
143563
143114
131632
135050
142946
138329
136596
137037
137512
136554
137860
132262
138720
133473
141887
139534
137242
135098
134257
144148
139121
137476
133995
131153
135918
131429
133624
135818
132483
138579
143348
134403
134248
133720
136675
137202
140238
142205
136009
137337
132015
142200
137202
136255
137137
137237
133585
137711
137334
134844
138716
141316
136590
140434
132259
131354
142620
134694
133479
139879
144132
142729
137340
143076
135301
136460
131580
134226
136881
143472
133890
133590
141145
138439
134207
138673
132042
135839
137924
131170
137948
138010
133807
142868
133356
131214
132806
140801
135114
144717
139934
139964
143283
131677
135637
133558
137209
136305
137238
135456
134941
144648
140646
144193
131783
141455
142071
133449
143835
132008
139615
144327
135701
133585
132676
138177
140695
140594
138136
140439
138405
132744
133309
132589
142627
137587
140991
140340
138750
135209
133705
135015
132329
137385
133851
143689
135016
136875
133437
139119
133756
134550
134062
134039
144261
133635
141302
132144
135826
134502
134626
132927
140926
141216
133056
132179
135170
132463
134298
141869
142596
137328
139027
131203
132016
137137
139301
142261
135688
139307
143353
136199
138254
135522
135735
139171
140314
136208
137171
135760
132141
136837
131081
134452
132451
138752
137521
135945
136345
143658
140446
132837
135595
143903
134252
137868
133689
133345
139355
139626
134565
134712
137770
137033
138022
135385
143127
144679
137078
135729
139398
135990
139259
139807
134080
132467
132581
137090
136547
134919
132408
135668
134336
140924
138719
135332
142754
139920
139433
131656
133454
139553
141658
137680
132020
139740
135636
131276
131477
135098
133865
139307
131997
142786
142031
143019
142529
142717
136852
137133
136346
133679
134113
133865
131607
132200
144285
138164
141898
138433
137668
143295
134842
137854
143238
133422
133940
133415
135670
133383
133223
137052
135662
133193
137803
137596
136439
136250
131662
135473
136458
136797
137376
131558
140181
131514
133465
143891
136971
137444
134433
144081
131844
139281
134285
134960
136754
139131
131499
139837
141055
138613
134702
132562
136155
142872
131958
132200
133672
132271
131172
138818
135057
135987
131635
139023
136375
142016
139245
141067
132199
143576
137021
137842
137712
134376
135788
133945
138404
138817
137748
144229
131363
133227
141939
134238
135442
131838
136532
138739
137554
134801
138351
138240
133806
142626
139493
134253
138878
140626
133715
141639
135359
136141
138426
132527
132634
141028
142822
131958
142043
131111
143819
131491
133866
131868
134446
134209
137381
133122
136135
131970
135240
142336
140792
140892
143412
139354
133973
132312
143068
140533
142630
139187
135872
143231
140248
134958
134100
144716
131641
138433
142156
135342
141218
137746
133178
138110
136627
139134
144069
138109
141762
135169
134216
142521
133310
139803
139180
138573
132790
133879
134606
134141
135352
138006
139805
133653
141002
135007
131641
138225
133970
139293
143842
137144
135948
134154
131437
133461
137354
136821
136102
136285
143460
131665
138259
131575
143969
135860
134951
133635
132285
131478
133614
133575
136283
136958
136855
135432
138703
135746
136134
132861
144499
142812
135592
131453
137179
141278
132991
142529
132604
141592
143425
140028
137833
138780
131312
131137
136788
140119
135208
139827
133730
143086
138350
133350
136811
132456
141738
143151
135839
132785
134245
132914
131871
136173
138863
131628
140469
138487
133021
141963
134690
131468
136712
132691
133597
136249
141716
138409
136258
135251
132079
139006
141190
133756
134713
141513
144093
137765
134747
137169
131636
138791
135652
132816
134310
134410
136279
137819
140591
132045
134860
134688
135846
142179
136811
134140
143677
139368
133682
137925
137734
143897
135789
132192
132613
135677
143529
134573
131083
136617
136382
138377
138180
134858
134999
142484
137524
131695
139716
132711
132172
139769
137962
142190
134744
132354
140337
136345
131516
132600
131851
139990
139403
141250
139842
139570
133905
132737
144158
133128
138624
135093
136773
141163
131185
134273
134634
133505
134768
142578
136241
135535
134368
133431
139511
132856
135173
144491
132710
137975
141216
137130
135266
141266
131493
138290
136364
143218
135539
131549
137722
136953
136207
138892
138132
135251
133054
133499
133043
132116
132515
135412
144687
143069
135678
133301
140063
132089
142144
143340
136683
136778
137671
144287
132001
141570
134548
134092
142323
137855
137792
132165
143789
137592
135744
132799
137467
133436
133414
136641
131078
134493
140882
139750
142538
131934
137417
131396
135530
134901
136833
131722
142025
143138
134370
141702
143546
133057
135665
138872
132996
136702
136004
140944
136665
136246
138604
133357
142109
132451
142058
131789
133771
141437
132301
141248
132549
137672
139940
135916
136944
140360
136367
133572
136323
131749
140295
141110
134468
142736
134667
144685
132262
142914
136132
141343
132896
137489
133928
142575
138874
131843
131398
131863
132833
140261
134178
135949
138787
141430
135463
133139
133366
142092
134488
143017
141742
134739
132923
142223
132656
143008
143128
132968
139817
132054
133194
135605
140197
139200
142377
140755
138731
137322
134163
141074
133596
133353
142345
136875
137243
135442
135927
135273
140908
131987
142265
133616
132917
136380
136568
136829
131994
139979
133102
138098
138024
140961
131838
133920
138354
138702
138050
139308
143972
142710
133877
141505
134101
141676
136337
135666
140737
132241
133177
136118
133462
134592
136509
138391
142296
140507
136711
131253
140503
133476
142172
140793
131690
133145
139214
142010
140034
134664
140185
135490
135060
132607
143412
136815
134950
135369
142136
139521
132214
137751
132067
137806
140383
131593
138692
133992
139598
131078
132496
138468
135405
131770
132103
142838
141107
138733
138131
137323
143368
135443
139097
139990
144322
143806
134214
133826
135140
132214
135207
133360
135263
140065
131202
140521
134494
135316
138557
139729
132571
141240
133439
138468
139089
138389
134421
139675
132660
143201
136085
132932
138466
142023
136709
134375
131819
133040
133839
137228
133703
133175
139518
136403
135168
134625
132155
134382
137783
144779
139945
136606
133054
135923
140445
132486
139189
136259
135551
138841
135157
137226
140805
131353
137222
132541
141041
131734
144105
137083
138664
137434
136052
136928
136962
136127
135223
132327
131256
139257
136450
137689
138546
133499
131952
136347
141114
139778
140615
143145
131183
133985
135029
136011
139002
135060
136443
135406
142687
136394
133869
133229
135318
137102
140779
144204
132937
132983
132366
133240
131302
132208
138969
137844
133289
139527
135711
135028
137824
133244
139322
134208
137874
131200
141456
137695
138784
140308
131542
142916
141454
133236
133186
131946
136893
137198
139005
134443
131758
135269
133143
142244
135897
139990
132359
137524
136363
131737
137542
142092
134616
141050
136796
141219
133528
133748
139767
140529
136910
142962
135113
139180
144671
140707
137875
138412
133430
135152
134153
135148
131076
136939
133012
135202
133471
141091
133021
144271
135177
131715
139082
140881
136607
138808
135364
137249
134711
131250
142789
138606
132153
142320
144291
135678
140866
132212
133953
134486
134983
134714
133738
137095
134624
133058
134377
133734
137315
135996
139975
131773
135691
135013
134737
136321
142596
144515
139522
138605
133764
144156
139784
134263
139697
140287
142110
133417
140576
134469
137784
143261
137992
134855
133169
134069
138712
143876
138988
138445
132985
136761
141366
131190
143003
140088
131260
137437
141406
137294
131611
131805
140766
144156
137639
132175
137616
133321
137426
140977
133103
138892
136413
138152
143363
132566
138588
144367
136574
132277
139148
138341
134092
133650
135741
133759
140997
134805
138593
140877
133508
138933
138372
137630
135715
140613
138845
144545
131357
140450
132677
131732
132433
141530
138982
140532
137485
135384
139840
140884
132823
136456
141201
142216
141172
132185
139466
132638
136488
131933
139583
136360
133002
132362
133559
143614
133260
137199
137522
142624
138427
137900
133525
134218
143050
139294
144056
142478
131871
135353
135990
138039
141816
131062
136573
142867
134517
131726
139419
132769
134093
139392
141730
136833
139916
137912
136120
137716
139980
133608
141453
140689
144648
141951
137897
136949
139781
136316
133724
137499
136051
134747
137866
140867
140537
141432
134374
136285
144490
137011
138867
141378
132474
138795
132765
132951
143987
137475
136880
131991
144726
141225
133745
142943
133788
135896
139800
133472
137434
139538
135298
135747
132558
131269
135388
133724
133985
138130
140013
131257
137027
142956
132888
140215
140996
131257
136773
139360
141212
132758
132769
137856
141818
132714
137208
134197
141617
136041
132203
134424
139769
133516
140550
133581
137722
136615
133217
136481
140044
131556
139031
135791
135844
133475
141482
140907
137987
141844
133356
131360
137609
137637
138960
139468
134155
131773
136502
139381
131840
132991
142500
141504
140560
139015
134828
139748
133310
131534
137956
135186
143142
137420
136480
142168
140560
133771
131466
135246
135604
142470
136475
134625
132192
138592
142140
135083
133980
140821
138637
136722
135112
143298
139749
141271
135898
136270
137959
138440
143362
137558
135326
136756
134606
139840
140990
134882
143645
136014
140930
140911
135418
136932
131512
138742
143039
134571
137266
137370
139187
138671
143924
136207
138567
131909
144452
138544
133160
138880
135893
135916
144733
137642
135607
137449
131946
134106
132085
141736
134780
140762
134402
134070
139999
142685
134525
140611
139457
140109
137520
141153
138258
138211
135336
132633
138957
132791
138816
144082
138078
134380
134192
141226
138050
136470
142947
136406
137277
136072
136282
142067
132505
135271
131797
133523
133569
134798
135627
144154
131849
139911
133006
135203
141141
136744
137297
137573
136810
133808
140126
138894
144494
133884
134263
138281
143655
143393
132149
134149
133805
141630
139463
140688
133440
134402
137190
138605
135666
139460
136639
133157
134075
132586
138813
138335
135344
139935
133546
132987
137709
133688
134933
136251
139247
133414
141680
131523
136908
137240
134259
134973
143387
132953
139452
134380
139527
133664
138765
134820
133569
139809
138070
142384
138656
136094
135224
132455
136403
139388
132790
133447
132354
138372
138729
132707
142325
132446
133156
136360
131965
134918
137232
136983
134790
140703
144511
135574
132060
140631
134708
135070
140452
134166
141885
133200
141511
132321
136816
135024
138265
131929
133179
142299
142180
137842
140208
135443
140551
141792
137200
144412
139982
133598
137484
136343
140916
134660
132428
144460
137773
132956
134259
136864
132483
136013
132223
132754
139274
131521
142429
134859
139555
140015
135226
133446
134785
132482
132245
136771
133911
144490
142327
138417
137729
135142
142378
132463
136309
134017
132029
138928
142729
138881
133142
136231
134967
136283
139430
135534
132436
139948
135594
135436
138472
144662
133658
134511
131575
134928
135358
137962
133956
134300
131816
139481
134516
140735
135276
141477
144835
132108
132546
138386
142507
143229
143275
138475
133475
139380
137040
136458
138904
134491
143515
132985
137527
134800
135995
138632
143421
137122
136572
144762
142770
136335
133219
133190
144160
139044
131320
138278
138839
136352
136291
139088
142976
140365
141564
140182
143045
137175
135573
139602
131337
131425
139767
138076
132229
134990
131500
133712
140265
141486
144255
133153
136947
131434
133997
131482
132920
139588
136141
138271
135398
140899
144470
139172
144614
143207
133262
138214
144274
138180
142196
134986
135681
133588
131731
138375
140204
137911
137121
132474
136968
132544
141721
136626
132072
140191
136445
136084
142707
135420
140154
133698
141297
134129
141066
135491
136892
138423
139551
133371
131361
132317
141902
132859
137197
133334
140455
132548
133268
134933
132829
135571
137784
134545
138906
143645
135472
131875
139076
142373
139391
135015
141307
142101
134015
134949
135124
133974
141404
132404
136739
135501
140912
139139
138903
135871
136619
136823
144593
132600
134238
137163
133074
137569
131350
142380
131174
142227
133801
144430
139200
136325
133130
137624
