uops_retired.heavy
328356
301077
320771
303196
300499
318004
310557
320777
306111
327757
311434
313211
306347
320569
308250
319638
325872
312634
306832
317707
311714
307104
324571
317762
306324
310214
322403
310951
317258
305093
318572
304198
311000
306343
314480
324364
322469
304060
314278
326776
320640
320790
313681
324106
321418
307301
310929
321905
310554
310010
309264
313769
307065
321491
324700
310642
318851
312992
319614
320531
318295
309420
320607
302938
329073
323566
307862
309916
310248
329226
307317
300119
304251
307873
308861
310998
309130
307993
307109
321702
308142
301493
309773
325479
305572
307417
307925
319609
321498
311187
328291
306892
302657
302849
311660
311651
301833
308202
314017
310349
305347
313952
318550
313522
307720
308866
320764
312883
312606
307091
316609
310844
306601
313998
313186
330632
319842
302260
308534
324800
307774
307872
306656
312668
305655
326782
320030
325515
306322
310060
313075
311291
325755
319310
309169
310216
329544
307557
299818
319880
307288
308743
324226
301273
304724
305887
306463
302960
308873
316141
311398
323361
312509
322195
305567
313902
321656
307897
300943
302756
302609
306722
309830
316971
307179
303313
317930
300759
329926
305722
313886
312843
307053
326592
309687
309629
307679
314953
304118
309262
308517
311017
299574
305748
319975
300171
311763
307784
323581
330018
318604
311056
307500
307033
309466
309495
320415
304820
312307
307101
319489
321036
306277
304572
317899
327652
322990
306409
305839
319092
330049
320763
308412
327817
304258
310077
309387
330791
302642
305374
306932
303491
309442
325369
316514
307725
310638
312347
301347
320569
301624
305545
321383
317556
320559
303879
322515
305254
323447
320643
313758
315881
309378
327017
306393
316804
302164
301590
306792
320987
304406
310102
311331
316886
324591
325261
323341
309182
319376
304415
323002
321157
305021
308894
307522
314747
312690
299940
306244
302263
320672
305976
301661
305769
308324
316785
304590
319885
316090
303401
317600
302836
314844
305078
318440
309509
313831
307885
318013
311444
323097
304618
322581
307451
318359
312246
325644
299791
319814
306086
306937
308519
321254
315359
304602
308130
318225
313586
305651
326578
306600
304176
304289
328653
308100
307567
307383
310940
318729
321531
304708
321037
323766
320239
317938
325087
327160
311182
312989
317259
322872
303036
311618
319247
311012
308377
318798
320244
325346
310889
307920
308323
323118
302777
315933
329272
310165
308348
310529
308305
323652
315345
305708
314202
311221
309027
305853
306942
323896
317774
329075
316103
310226
325879
306309
306930
322840
316401
305298
309393
324729
323271
304927
311075
308952
325865
310574
309460
310265
310593
308940
303562
306322
322282
302866
305809
321402
316294
323944
303399
305013
326905
302914
316988
300370
315320
319767
324093
304548
310716
322053
313748
301283
326023
317906
314115
309905
307354
316509
310822
326851
304895
318072
311209
311056
323140
307267
310430
326383
311053
309293
306425
330494
305986
323567
311619
306281
305891
323054
323831
315488
304380
323631
313795
323774
319159
308378
311135
310734
312567
309340
317278
330272
311337
317062
318270
313449
328214
329205
310831
318898
314418
310564
304474
310613
309586
308381
310491
319756
307377
309632
329388
306670
311224
310657
323657
306303
319455
313835
323833
302333
311114
305375
316759
306176
330788
313213
326215
310859
325172
309520
319477
316263
309423
319427
310922
305113
306952
306290
309722
315131
307338
319293
309592
313182
306329
326774
306565
304388
304895
323677
316687
323782
309104
312081
311446
323222
310339
305323
325390
315117
304515
315792
314009
309567
329612
310831
309982
314431
301356
318155
306550
330776
301557
330908
312316
314794
310820
317330
320454
310996
308145
309149
300297
319922
325161
326041
300948
313864
309215
307988
310780
321238
319895
315329
306275
323902
309158
306542
307667
309830
301515
325773
330179
325413
310291
321277
308447
317714
312635
307700
303275
319861
303519
307906
316821
319339
