cycle_activity.stalls_total
1571314
1479086
1515447
1561834
1556359
1557174
1601219
1590888
1570236
1482380
1592490
1593688
1549415
1473904
1551220
1529760
1591672
1578016
1614492
1483127
1552648
1570208
1528020
1561447
1540981
1493791
1511538
1556569
1612045
1555819
1607648
1560514
1601035
1544858
1603125
1511815
1491286
1495702
1546114
1500555
1602666
1579258
1597009
1504835
1558406
1549181
1480451
1484629
1607470
1598139
1488531
1551985
1611339
1521452
1575232
1608016
1557273
1501650
1555368
1542499
1534345
1492993
1510154
1539608
1501305
1477958
1594964
1539594
1552134
1571536
1561290
1491090
1582174
1583508
1610599
1588734
1499836
1469234
1537725
1605916
1583119
1578486
1583433
1517424
1614395
1603601
1543109
1565516
1563008
1578605
1588083
1475262
1476152
1580311
1533788
1477552
1614385
1578129
1605784
1600857
1568350
1467002
1591248
1577022
1528283
1473466
1492869
1550873
1464194
1579760
1542321
1510634
1505660
1587819
1557214
1548972
1517412
1609707
1477947
1487857
1564476
1568629
1582542
1512225
1466900
1574760
1545580
1610519
1531602
1468736
1508366
1566426
1585707
1524330
1563874
1465475
1578266
1617145
1522757
1541731
1534088
1499170
1564957
1581147
1580504
1570838
1543401
1599363
1520166
1584556
1543036
1592014
1552131
1610139
1611935
1533355
1580052
1573452
1546816
1504349
1535805
1497040
1606431
1490190
1573811
1489105
1593231
1514474
1512767
1606127
1478899
1610843
1481089
1516544
1590559
1593379
1539001
1594257
1598566
1503499
1520552
1536410
1608441
1546493
1586927
1473032
1608676
1485699
1522180
1590380
1532879
1577849
1583952
1486141
1599195
1536103
1526874
1517079
1548504
1572897
1501165
1615811
1586034
1561875
1592755
1537351
1488518
1522881
1597907
1610939
1554728
1567911
1513559
1573104
1575428
1467958
1561840
1597081
1488114
1516893
1556426
1613184
1549491
1594567
1555301
1569794
1533776
1563101
1603171
1585301
1529463
1587489
1587683
1597696
1590216
1517918
1510966
1526841
1595061
1500444
1557920
1470073
1481937
1464597
1484216
1534368
1505602
1552873
1533997
1501265
1483794
1554976
1605100
1603033
1469227
1514073
1465011
1464463
1555408
1480242
1583431
1503236
1546975
1521165
1609929
1601131
1608025
1571539
1491957
1509237
1589938
1581437
1467412
1579989
1542259
1565657
1521971
1487040
1530402
1481553
1473701
1500379
1468950
1546448
1488941
1551812
1578763
1582627
1492627
1512102
1503682
1514119
1568091
1524008
1584286
1540876
1495234
1572605
1534140
1543510
1544562
1494883
1514818
1593656
1569959
1611723
1576214
1484696
1606908
1538372
1540917
1555694
1571311
1562294
1601948
1524857
1469961
1485628
1564168
1592586
1523407
1573227
1555382
1555877
1585945
1539149
1590962
1601973
1496022
1560411
1603038
1518883
1531787
1575170
1604340
1534717
1545289
1572250
1563682
1468228
1602232
1587307
1602631
1533779
1564050
1487713
1532418
1581358
1592492
1524829
1528098
1531342
1598629
1548403
1614178
1549402
1601110
1526076
1487328
1571958
1549175
1602571
1613279
1510143
1562173
1577332
1466615
1507535
1597714
1578991
1546840
1532590
1488051
1557913
1567632
1591316
1481392
1611469
1478255
1549676
1506297
1525172
1587855
1600803
1487066
1528144
1597669
1583888
1503611
1561749
1591865
1607867
1545293
1525707
1468281
1572581
1543031
1518098
1476316
1522586
1550821
1604490
1609266
1500840
1571686
1577360
1560316
1500805
1571908
1526310
1478740
1577683
1560610
1540365
1506194
1551103
1502527
1537517
1602501
1516066
1607898
1600859
1604759
1467083
1472931
1479493
1514405
1535778
1509284
1578932
1588437
1574402
1554144
1507209
1536234
1506212
1588699
1489580
1521137
1476249
1536165
1556441
1601203
1569827
1543877
1490397
1464726
1500079
1474428
1470247
1593746
1582497
1486891
1485576
1505629
1610959
1485732
1541174
1482196
1504219
1547873
1527307
1578170
1586471
1546362
1542539
1572170
1523166
1503347
1610952
1498977
1505871
1491300
1573504
1471950
1539447
1595097
1594694
1547328
1541054
1609472
1569709
1582025
1583630
1546250
1563499
1555472
1548215
1516027
1473757
1548568
1560921
1567910
1582287
1530014
1567494
1466252
1535862
1576088
1615028
1481308
1484673
1504170
1612424
1468240
1571317
1475509
1597102
1526575
1527371
1530654
1523802
1567300
1545837
1570653
1529958
1471885
1481331
1576796
1583143
1541167
1481447
1492953
1560324
1583901
1613812
1573952
1571421
1604302
1558917
1465451
1519060
1588956
1564618
1489447
1570999
