cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45178497,32414698,77273229,46600687,28022865,144213983,52567442,59818242,6867146,8131465,59791484,194267523,267783
101840,55347,147454,84317,56581,303776,0,0,0,23224,120822,294311,198
1798080,297050,2601430,1963089,375223,2766083,794202,0,0,218564,1746020,3035243,753
40823297,84948352,59129110,47087284,7140364,64268554,14412361,17299693,11243508,12185285,37709051,64694010,52564
36902153,30516236,50806425,35156971,10278305,76048670,15935008,16363650,2278471,2737171,21438113,61687015,93825
22618672,2664190,33137739,24822624,6174280,48024165,11744129,13258953,616909,1029285,18858838,36633936,16247
22298962,2231624,32452688,24533908,5776670,45604503,10973535,12345653,413798,812524,18148479,34592556,12575
22764241,2194867,32716719,24614425,5592576,45967559,11057178,12461569,386961,781550,18102080,36087679,18335
22696828,2181067,32776475,24635593,5855560,45202457,10695804,12063297,320254,699431,18080646,36249666,18055
22708706,2037716,33034638,24745385,5960814,45855612,11292472,12682852,318700,678620,17648968,35656772,18112
22483338,1982853,32726554,24639895,5863279,45603595,11145857,12536376,309159,674544,18089155,35706278,17214
22781610,1949486,32742676,24654749,5632898,45472477,10931701,12519233,297122,667838,18109265,36400725,18454
22791086,2028904,32932833,24728074,5853379,45472236,10747408,12135522,326032,676071,18144154,36395965,18132
22699220,2003878,32797358,24651408,5854862,45658874,11135057,12528632,309879,685356,17676860,35627917,17930
22507119,1918894,33014257,24724314,6025838,45695489,11413418,12808256,245480,613574,18096283,35968265,17730
22676553,1870938,32553333,24430052,5677484,45034499,11005796,12621724,223525,568686,18023195,36678007,17594
22819377,1881046,32937553,24686111,5920660,44844902,11050020,12252737,218619,571217,18017131,36596188,18199
22681822,1928957,32812703,24574975,5903914,45085039,11225961,12631409,228627,582829,17581596,35884017,18094
