machine_clears.memory_ordering
140
151
146
154
149
152
153
151
150
152
144
144
141
146
145
146
154
140
142
140
147
151
154
153
142
142
142
150
147
153
146
145
153
146
153
154
142
145
151
143
151
149
147
151
144
150
149
149
145
152
143
152
140
151
150
150
151
146
151
142
153
143
146
142
146
147
151
147
154
152
150
149
143
152
150
145
153
151
145
144
150
146
150
150
147
153
142
142
146
146
145
149
144
146
149
149
142
140
146
146
153
153
142
150
146
146
140
146
145
147
154
148
143
141
146
141
144
140
142
153
144
147
142
150
153
151
142
151
153
150
146
144
141
149
140
153
143
142
142
145
142
142
141
147
154
148
151
147
140
150
145
154
145
147
154
146
143
153
147
140
151
142
151
142
147
142
153
143
148
144
142
142
149
146
153
146
150
145
140
146
145
140
150
150
142
148
145
142
151
148
145
151
144
142
148
141
147
141
146
140
149
146
145
144
141
148
146
141
149
142
151
152
150
147
154
146
150
145
154
140
141
148
144
141
147
141
146
144
145
153
142
153
153
147
152
148
151
148
146
152
148
151
153
153
145
147
140
153
154
148
145
150
142
154
145
143
150
152
145
152
140
150
147
146
146
153
152
140
146
141
145
140
146
141
144
146
140
142
152
150
151
140
146
144
150
142
146
142
150
143
142
140
144
146
150
145
149
146
142
141
144
153
143
144
146
145
144
146
146
150
147
142
146
146
151
151
144
142
142
150
145
150
142
142
153
142
146
151
142
151
153
147
140
145
143
146
141
152
144
142
146
154
146
151
151
142
140
146
144
143
142
150
147
153
142
143
142
151
142
146
151
144
147
145
142
152
152
149
149
149
149
153
153
146
150
146
142
149
154
140
142
146
150
146
152
151
140
146
145
152
153
150
152
146
150
148
153
152
145
140
150
152
153
146
146
153
146
149
144
148
150
152
143
148
141
142
148
152
154
154
153
142
144
143
142
147
143
142
145
151
143
145
142
154
147
142
150
146
145
147
142
149
142
149
146
142
146
142
153
142
142
144
140
150
146
142
150
140
142
150
142
141
142
142
147
144
142
154
152
142
142
145
141
143
141
141
142
150
150
151
151
143
146
150
145
146
140
150
143
145
150
142
141
142
150
141
142
148
151
153
143
150
142
150
146
147
144
142
151
142
147
151
140
150
143
144
144
147
146
154
153
150
150
142
147
140
153
150
146
150
152
145
146
140
146
147
141
145
153
149
142
153
140
141
150
153
140
146
145
141
146
142
141
146
151
142
148
142
143
146
150
150
150
142
145
147
154
145
147
150
142
145
149
153
142
153
142
142
145
146
142
153
153
145
145
143
140
144
147
150
146
142
151
152
146
149
153
148
142
152
150
146
148
142
146
144
149
148
153
146
152
150
152
149
142
145
146
152
148
145
146
142
154
144
148
147
150
140
153
145
142
142
142
147
153
153
140
154
141
154
140
148
140
150
148
152
150
148
145
150
142
149
150
142
141
153
153
141
145
143
150
146
142
144
152
154
153
150
153
152
148
153
148
146
144
145
152
144
151
146
143
142
154
142
144
153
141
151
143
145
142
140
150
146
142
148
145
153
153
140
144
144
144
148
146
140
144
142
152
153
148
152
145
147
140
153
151
144
147
148
140
153
153
146
146
140
142
150
149
142
144
146
146
145
153
150
154
140
150
153
154
145
150
154
152
147
150
145
150
142
143
148
153
142
140
146
148
153
150
149
150
149
150
153
146
146
153
150
142
149
150
147
150
143
147
141
144
150
150
150
153
142
153
153
140
153
147
146
146
144
149
146
147
146
151
142
152
143
142
145
150
146
154
148
140
153
153
147
142
146
143
140
140
145
150
150
151
142
147
146
154
140
150
150
141
142
142
140
146
149
142
153
143
140
150
146
154
141
150
149
144
153
147
147
142
151
140
142
153
140
150
141
143
154
143
151
150
147
151
141
146
145
148
146
148
154
143
145
147
152
148
148
148
146
141
147
148
149
142
142
145
145
153
146
153
143
152
150
146
152
150
140
150
142
146
147
153
140
142
151
148
142
145
142
146
140
150
142
153
154
142
143
145
143
144
148
154
147
153
152
152
152
151
153
144
143
153
147
141
145
150
150
140
143
146
146
142
152
144
142
146
153
145
145
146
141
145
153
150
146
147
149
142
148
142
144
147
153
151
153
147
153
141
147
142
140
146
149
150
153
142
142
149
142
141
142
153
146
142
152
150
146
150
150
140
144
149
147
142
140
142
149
145
150
146
143
149
144
144
149
142
148
151
144
142
146
147
147
153
152
142
145
146
145
153
154
140
153
145
150
147
153
150
146
142
146
147
150
146
146
141
142
150
142
146
153
146
150
148
145
147
146
152
146
152
142
150
140
153
153
150
140
146
146
149
152
150
146
140
142
147
145
150
141
146
150
146
153
148
154
152
146
150
153
149
145
144
147
145
143
140
144
151
140
146
150
140
142
147
150
154
140
142
140
146
140
143
149
152
143
150
146
148
144
154
