mem_trans_retired.store_sample
123267
117277
123536
119902
117411
115260
114042
119229
123233
120410
120554
114952
116446
118181
117732
115627
114004
119930
116873
124121
121085
113815
119194
120725
117884
117845
116193
113866
116328
116929
117350
114677
121298
123173
119253
122053
117184
122112
120543
122031
119564
122284
114522
116273
117453
119291
117386
124477
117114
123050
123176
115499
116780
124743
120198
118568
117019
118439
122993
122596
115233
116686
114959
118859
123084
123508
120969
123548
120723
124696
117049
117501
122175
117226
121756
119998
122210
122166
123248
125470
120037
117573
121952
116982
118014
114660
123341
116762
116211
120534
122064
120840
121857
119537
116269
120579
117040
125242
115765
119998
120233
122088
125077
119024
120336
116173
115578
122350
117819
124030
117344
122231
117370
124506
115207
119584
119710
116114
122409
121913
117833
123380
117386
119008
115681
117473
122426
118098
125320
123189
122910
119557
120612
122080
123418
125644
122488
117858
120133
121844
121642
117597
125152
120291
124253
118638
118872
116802
125069
119136
123795
117376
123996
120186
118778
119141
120867
120716
124721
119701
117975
116728
122699
123800
120679
114534
122991
117954
115671
125395
117358
119847
119423
125694
115945
114708
122906
118679
116046
118493
115869
117318
113876
117213
125167
120105
121709
119182
118487
119971
121805
121174
123415
121222
114976
124009
123976
123312
121602
122261
120853
116859
113892
121634
118358
121831
121761
116546
119302
119477
115932
122406
117341
125152
121980
120048
118294
119612
120858
118495
117163
117010
116025
114537
114992
120416
115642
114420
120752
124520
116614
121243
116418
122696
113810
123522
115812
119327
115958
116408
116181
120195
125115
116114
121845
117070
125660
118957
122609
116796
119860
120673
118341
115527
125561
117165
122933
122489
118347
123440
120786
114436
121479
117377
114700
114421
122664
118919
120271
120695
119435
119763
120878
121708
123660
116946
120915
118369
115057
115632
121045
118659
121106
116693
117676
124173
123556
122178
120251
123127
117641
124741
114167
125148
117265
116709
116066
121701
123853
118488
117404
115933
118915
115582
114583
118324
116986
121741
122823
120438
121828
121127
114960
115856
116175
124085
124445
115340
124204
124180
119906
122919
121590
122172
122881
121603
118564
120428
119300
122881
120703
118206
121818
116374
118239
122981
122952
114728
115317
117303
116847
125574
114005
117640
119995
121298
114940
120790
123609
114615
115600
114051
120977
114258
121082
117854
117292
120658
121374
116692
116873
115883
115918
114958
117695
117852
120005
116584
121363
115366
116567
116106
117214
125265
124105
119143
124041
115386
122474
118686
123345
120036
115694
123613
117801
114988
116185
121863
115032
122360
118384
123315
120319
124054
123249
124675
121954
116103
122118
117187
117291
116125
115978
121708
118528
118083
115520
120476
119610
113911
121433
122644
119771
123226
119450
120786
117346
117443
119925
117142
120674
118894
119613
118443
118951
122255
117253
120669
114287
117380
117583
120149
123698
120290
122033
120669
121003
117135
115483
114885
123844
120378
115984
113871
123804
124003
119809
117430
120503
117012
116824
117416
122631
120380
123771
120618
124059
114798
116889
124248
118201
115692
121932
116825
117311
122633
122370
118274
121829
117541
116938
116669
116981
115756
114489
120150
122983
118501
118679
116025
118481
114045
114428
125190
125549
117282
120199
121191
115670
123434
115991
119802
116342
121303
116469
118558
117976
114209
116609
116347
118119
115151
125147
119959
117549
119308
119135
120559
116721
114870
115557
114598
115525
119577
117724
121442
124055
120665
115800
116293
122970
122593
121415
115473
118232
114932
115660
122535
117342
118781
123299
114224
122105
116516
117149
114294
117246
116875
117309
120084
120012
116119
122700
122596
122800
117386
118348
115424
123432
114310
117119
116626
115687
123627
119856
113995
116698
116635
121954
114285
118436
121936
123033
122762
122123
119943
114930
115350
122230
120128
117374
114043
118756
114783
119591
119307
121907
117279
116884
119791
120897
121218
116816
119851
120247
117040
121168
119565
118429
121635
121610
120290
120167
123140
116120
119766
119645
117446
116471
117342
118958
116983
120776
122630
118047
114400
124435
118014
123382
114221
120264
118198
122605
122513
119939
123434
116635
118083
121027
117354
117453
124234
121885
122312
117988
117579
123658
122203
121255
116737
118482
117326
118069
117200
124302
115401
120741
125352
122434
114985
117777
123777
124618
123920
114307
119140
117298
122748
123766
117677
124701
124207
120671
115675
125491
117160
117195
119549
117932
118727
125593
123033
125037
122974
121946
117330
116534
114224
117872
121877
123936
117367
120444
120249
118887
