cpu_clk_unhalted.ref_tsc
460880
441170
450071
427343
450075
457779
447669
426582
453135
431925
445804
443135
430850
457042
431390
419112
459789
420710
431927
451684
450080
446120
448465
439936
436770
438861
438849
445802
449342
443664
455687
429249
460157
460221
422475
452020
445577
434419
435656
429257
435661
432966
461279
442600
440994
458039
428066
432253
454421
434589
437268
431142
436199
440990
443145
420723
453275
451297
461773
448812
452589
439423
436149
456489
431391
441588
457022
452702
445271
432994
439279
446970
435233
428190
441763
432997
431922
431145
450609
435655
454339
437792
421776
461263
457133
443083
456108
457547
460216
447409
435660
436215
430325
436177
461340
422841
451145
462344
427119
432113
451680
430863
447940
453349
443122
462881
422855
454355
426053
446343
462891
439399
449013
461419
449604
440410
434060
453288
434566
428717
457476
448470
457560
421176
459156
449010
445804
426453
436789
427119
447948
429781
426047
443658
450617
460223
439396
453291
422851
444204
447411
432966
438336
420330
448999
454531
426053
452204
462352
438855
442815
420174
451678
453807
456473
420996
454473
447695
454889
438867
436735
457241
460991
420711
428185
442973
457252
429783
452215
434589
447406
431382
429790
424985
425015
442891
421784
426588
428435
452451
457550
453283
463002
451141
445806
437806
435133
421245
431857
449538
460724
451675
442068
421216
459542
423914
450333
453778
441547
438953
436195
432464
432959
450116
456475
458085
434061
433893
457180
430322
432619
456480
458628
438519
448939
421234
441537
432942
441003
428724
452101
452481
455418
427656
431389
424394
457544
452207
448469
437490
429253
460436
452167
446325
435656
435121
442066
461816
432997
426054
444184
462898
421245
433533
424980
433528
423609
458091
453424
437266
452031
436731
426045
427229
459690
432455
445261
444198
445266
455948
428239
454343
429258
422849
439927
459751
446311
419648
456482
453324
448998
454148
426056
458627
455446
446864
425508
425190
447929
444205
448810
462911
426064
460745
434056
437259
454350
430851
451136
440934
424455
429247
462741
446868
428674
420915
436195
444584
446878
444202
422837
428186
443432
434598
426640
446870
453823
457546
427631
420176
427126
438865
435134
431387
445273
440464
423921
423914
456434
427657
461816
458615
447404
422846
461819
425513
424630
440454
438170
437802
440462
432462
459145
443665
429796
425519
454347
462357
426580
438330
427122
422269
420170
422850
461817
450609
431926
443668
453285
457549
438870
454873
424447
447581
427649
440222
428089
452957
439400
431925
446867
431395
462362
446868
439925
427653
449797
439395
450612
437269
449135
427661
425518
451670
435653
444208
442403
430321
447944
440991
422835
454891
421793
444204
452135
445273
432987
425517
442068
459693
444202
443804
461454
455534
430324
452761
448766
459677
431270
428188
436719
437786
447363
440990
446733
460142
450617
438879
462022
458619
434057
450609
460751
457026
459845
435655
434058
450601
429252
460753
444742
446872
449010
448462
439391
442606
429786
437432
432490
453809
453813
423912
443207
443137
445276
429223
420715
451674
452741
453815
441008
432436
447941
455955
446334
420179
443663
419647
442074
451138
454878
435119
436740
423925
444204
443675
423383
440466
449008
444204
458089
424982
435079
437640
423915
438865
426314
436206
422248
451619
428715
457017
443126
461294
437801
427654
453813
427604
446338
437194
447943
430324
445572
461344
452903
441259
450611
433531
438866
446196
454882
439775
428190
442678
453418
427118
428724
453282
454875
437799
462355
443136
422848
429785
438863
453811
437788
458616
428175
423600
447408
438872
443672
447933
434056
438859
441528
437797
461820
446351
435465
460215
457004
429247
454351
460951
437785
420674
432561
421789
421259
457014
422307
423378
445271
435659
438863
445274
436683
444205
420171
428183
440464
422847
426048
433521
426125
433360
447392
445617
453595
459197
454048
420184
461827
444501
453272
444736
432457
450628
432458
456490
454877
451682
442595
455940
436195
444180
451473
445978
440998
457371
434423
426585
424447
453790
421241
460746
459671
444939
426577
431929
452852
451675
459147
445268
435662
420182
421246
429248
427117
431924
436189
453826
436734
446580
459316
431921
434595
442070
423380
442601
441536
452209
443369
426048
439343
446688
426682
427656
461820
460749
445270
437263
438334
437255
444741
434057
453273
429249
445811
441536
439397
451143
445806
434047
454813
444731
419646
443676
422845
463036
441001
437791
430317
438338
457563
434063
453813
446880
444742
438331
461822
448474
448969
456535
430830
426579
443940
450610
455850
435656
447405
446871
452013
428653
461765
428721
447397
443577
444917
429397
425524
424449
454863
423774
443554
431922
461073
453814
457550
461294
444721
446870
446872
457016
435659
456829
446340
434586
421250
450351
450083
447404
421776
459822
462894
435664
427652
441530
456037
444208
436192
446342
441542
454351
427116
454351
450606
458016
439779
451673
435126
448407
458203
436715
445809
447944
446333
440443
447944
459694
450061
428125
447670
443135
446325
459206
452670
442360
438851
419610
451147
448465
455414
420064
462360
461003
458141
429258
455814
447408
436193
430849
460212
446867
450613
449015
439927
431399
435130
459125
454345
459690
444736
457521
452746
433949
424449
462350
447951
423380
439390
454300
454347
451681
421776
439826
420179
427652
444607
444744
427657
432470
462312
462890
461385
436663
425468
439404
425517
462889
454287
461344
449530
449539
450077
437259
428184
454302
443669
435125
435666
446608
422374
421251
440527
456485
456019
441959
439931
426585
454874
447942
424933
435127
444736
436734
444737
432985
459549
453770
432948
462923
442586
461817
444199
432081
453281
420177
445794
444733
434593
442600
438852
431924
444414
442071
435116
443670
426768
428184
451675
441536
453774
432891
439581
457252
449014
442073
458082
444198
424983
443673
459743
460024
442063
436725
440461
429261
445276
428192
428330
462145
434215
431392
439502
461818
439394
426592
462543
431314
428721
443026
455414
445800
447941
455947
429788
449010
423910
456010
440999
425739
443671
450065
439395
430848
456443
453808
439340
426591
450039
437793
440460
450060
452215
457549
419643
428186
459160
462486
421782
422320
441360
448478
437797
455422
462356
452743
438093
439938
453659
433080
419121
427118
429790
445144
456479
421216
444199
440995
440374
445265
443136
423382
447403
435658
451676
459692
445804
458476
443818
432354
460217
420182
451145
435132
437793
438860
456479
462873
436951
436729
422850
421244
442503
428721
462891
450076
448489
455950
431355
422849
434622
434061
447832
450608
455950
445761
452213
436188
449005
458617
449011
458621
422317
435137
440469
437792
424682
443013
454892
452744
432989
428725
440473
438860
447191
457016
444741
424981
426586
454353
442598
460706
448397
432995
429781
451118
422711
453814
449507
460170
448475
440391
420708
444696
420160
445803
444204
449544
459680
434436
460439
444737
432988
439930
442605
429646
451683
456383
452742
446089
456735
424989
426041
441462
462450
422548
421473
462068
436730
444911
450602
462364
460213
428729
455954
427115
445800
445798
439394
456386
426051
445272
421783
450610
458089
449008
432989
432454
445270
435661
435128
430860
442066
430856
462892
458030
439395
452674
449543
434052
428722
432455
447943
461285
458083
446873
455952
461820
452206
440466
458629
427654
432984
442002
448475
444736
450084
461225
457015
462896
451679
431927
457136
434061
447403
449542
437258
462881
445476
443136
453277
440459
439834
427654
450557
419644
440705
446848
451154
436730
462889
443133
449542
419914
449072
433524
460221
435105
430318
462896
431384
454778
431925
451141
447981
453811
438328
435125
427115
421246
420182
433502
437788
461734
458771
434058
438981
434596
447397
456605
422851
422807
427651
432457
452210
461288
437798
450611
425884
445804
444197
454331
427654
457553
448099
426064
460376
421781
460110
420268
453808
454881
460135
447362
442680
449009
442596
446334
422315
433512
428123
425479
437801
439714
443136
447942
426595
427111
457016
431386
430327
437910
444599
435580
455907
445783
443660
457557
436194
441002
443143
421771
432986
462111
452750
450077
460212
453806
449539
427650
428184
431176
462895
449547
447409
439391
455951
425519
421782
459652
455946
453726
429789
426589
444658
453280
449015
460748
427118
453813
449014
446873
455421
422842
459675
450089
457923
436199
451674
439923
438868
429781
439399
435126
453279
432458
425986
458623
446781
445270
432425
441080
458212
419645
427120
443222
421247
440268
433626
458021
438179
445414
423921
443653
452738
460294
422843
440455
462359
427105
453816
460755
444195
421242
451672
462889
455879
440463
431469
450681
440464
453531
445797
462363
444207
462353
449547
441002
443093
430318
433523
439929
435124
434574
429248
437594
441297
452606
447935
461583
451674
455415
443135
462363
437702
435128
453812
447417
430821
458623
455947
445712
432457
457029
453204
425984
442601
455308
431926
438999
439393
454347
420706
455952
439930
461838
455341
440468
452116
421248
452745
436731
423387
442072
419109
446340
430846
445805
457556
447897
456487
429249
453283
443137
458086
452063
448476
444727
441507
426005
444739
443129
444738
450077
456494
427118
426598
432103
451685
431340
431392
454346
447928
439863
446334
429245
453868
458076
454345
444197
434593
424450
423282
454734
458080
459568
462891
429256
439932
432998
446874
462356
455417
425522
424445
462356
455950
440476
444735
437263
448475
447939
439396
445250
455949
445234
454885
427118
440976
424922
439038
422848
446871
423387
440468
438860
446334
456415
425514
432993
445858
439395
458586
425500
436196
440994
419644
437241
442068
428181
420168
451144
437726
443134
457020
444425
445805
439317
449540
453508
456112
422845
442596
451683
460755
439931
428188
445767
453445
440872
431917
431377
448941
452199
433523
422845
450613
426050
438859
431384
438332
443663
432455
455952
442060
