cycle_activity.stalls_l1d_miss
19472
19844
20100
19906
19527
19473
19120
19221
19875
19197
20602
19593
18745
19401
19695
20157
19821
20284
20205
19599
18998
20277
20626
20557
19785
19815
19273
19226
20121
20086
19629
18770
19178
19995
20620
20398
19341
18824
18770
19959
20626
19791
20118
19263
19917
20584
19465
19659
20476
19123
20180
19233
19352
19395
20548
18950
19929
19455
20518
19869
19693
20122
18901
19779
19695
18968
19016
19346
19615
19294
20181
20391
20263
19493
19822
20187
19647
19834
19792
19977
19040
20545
18722
18757
19165
19052
18783
20410
18721
18704
19923
19467
19997
19742
18763
19266
19665
19545
20230
19845
19827
19977
20061
20055
20554
20275
19371
18968
19515
18841
20204
19110
19529
20019
20091
18779
20356
19208
19274
18668
19767
20272
20206
18734
20289
19527
20476
19854
19995
20085
19761
20071
20073
19623
20115
19560
19659
19163
19683
19951
19269
18824
19268
20406
20007
18986
20305
19125
19143
19601
20389
19611
19773
20467
19461
19484
18968
19905
20324
20002
19359
19983
19757
19052
20110
19281
19871
18752
20115
19752
19443
19605
19166
19851
19028
20055
19166
19131
19329
19662
20440
20061
20377
19959
20426
19906
19046
20446
19738
20545
20404
18848
19881
19897
20145
19445
