cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45342763,32603603,77421011,46718100,27987900,144743582,52393640,59904139,6826197,8142486,59996616,194737212,266444
104000,54723,150673,85476,57580,319315,109084,0,0,0,123068,304617,248
1681920,211630,2433430,1796449,378160,2749161,816104,941155,0,0,1607734,3051036,738
40612551,84721053,58792778,46772691,7131573,64247229,14419340,17309007,10721325,11251177,37384867,64745374,56728
37465112,30770790,51706381,35842439,10404213,77391536,16121286,16781173,2264510,2964396,21381291,62179009,109346
22777732,2636639,33357215,25165109,6131547,49350118,11696666,13212726,562909,983499,18592429,36535399,23155
22599413,2085602,32893927,24939799,5840616,46640251,11072640,12460467,319621,731452,18006469,35644479,20785
22658419,2049158,32723350,24745567,5727483,46184458,11107681,12494139,266308,675244,17950913,36335515,20041
22990036,1973135,33205848,24986352,5867650,45959653,10926653,12353373,241796,631030,18156347,37091911,20131
22812995,1935954,32999681,24827079,5854996,46249073,11109540,12515660,224099,599887,17515736,35723348,19609
22508007,1883137,32728179,24830311,5858478,46033448,11119946,12521916,219781,594001,17676028,35002424,18799
22523045,1852642,32587488,24511292,5767045,45241222,11159884,12548144,207830,591935,17895390,36398326,17505
22847242,1862099,32986013,24828179,5797683,45220740,10838489,12425442,180579,557131,17937084,36842010,19786
22680779,1855044,32797993,24663628,5925554,45131280,11231873,12409944,170932,551836,17596897,35947769,18697
22634314,1831859,32984089,24911120,6019878,45797977,11398201,12800638,167360,549223,17646718,35201287,18759
22583555,1804210,32675871,24573968,5800484,45264446,11238098,12675529,163549,546219,17904537,36696213,18949
22917922,1828740,33150193,24992276,5788545,45613943,10811739,12424538,150706,543095,17881814,36553904,21102
22772626,1825375,32923949,24764316,5884603,45694384,11177335,12385503,146739,517854,17578460,35845562,20700
22470272,1775003,32745092,24617124,5891139,45311572,11200609,12586172,133762,521063,17559095,35205099,18251
22994559,1932946,33066448,24928584,5908576,46204918,11439084,12830919,154617,581766,18337089,37287655,21397
22975008,1806709,33168227,24896548,5779786,45176493,10796189,12599838,144484,526164,18053758,37424642,20518
22820122,1793663,33001889,24859692,5960955,45529561,11311659,12511790,168665,529373,17597966,35959490,21852
22736490,1780446,33071917,24836633,5931781,45437255,11231787,12629121,145980,529729,17688511,35450594,20911
22468693,1743693,32363744,24537612,5795350,45105026,11240775,12660354,152799,532421,17777563,35907587,20082
22934544,1827653,33148349,24849962,5924170,45272434,11036013,12414357,206517,582477,18041584,37231056,21660
22839030,1745610,33001533,24787983,5934740,45380573,11287901,12708311,134093,503592,17350491,36105306,21343
22628845,1722005,32962193,24766142,5896750,45229914,11225956,12657590,119347,503306,17583832,35344185,20788
22598885,1660734,32497072,24641701,5797088,45029813,11236019,12644459,119504,495862,17815394,36062299,21298
22706535,1737386,32899422,24649980,5797715,44680776,11013662,12449423,120073,509996,17856860,36784049,21384
22845298,1756181,33089267,24890939,5942569,45155413,11083985,12472204,119928,508916,17619550,36693290,21993
22684115,1753976,33128778,24866193,6032536,45483403,11437422,12850146,134386,503139,17579459,35364399,21464
22651878,1722361,32599842,24680873,5815068,45297682,11233481,12636092,123247,500515,17903104,36838527,20802
22640607,1761975,32753978,24573666,5791081,44561126,10836244,12386323,125970,509001,17741953,36531845,21270
22782699,1756375,32915287,24655661,5915012,45332342,11035687,12448737,158643,543898,17759506,36935951,22362
22627900,1727945,32914628,24755649,5937987,45490586,11296686,12689546,124471,503835,17312742,35241460,21724
22565890,1754984,32685951,24641505,5921140,45704624,11425172,12818368,137189,519667,18006301,36717763,22236
22983248,1836185,33173526,24886594,5901093,45003201,10819185,12439012,159331,552943,18165027,37488042,22474
21732690,1745543,32209080,22851255,6002784,72425172,11987452,13439487,174994,588910,17347041,37242688,77850
1070288,609272,1414039,885924,398375,3167053,655132,678151,130557,149659,511968,1130260,5683
505758,620533,997855,708929,323381,2818179,682758,709502,213148,239031,734453,781812,3117
746059,313155,1008647,447899,205485,1899294,624940,859467,92139,114950,1029681,2848899,3700
5330073,1277064,7941679,5142669,2529954,20050632,2694177,2853733,89229,332661,4273248,11244269,24576
12613052,9670864,17746099,11443011,3979050,37224288,5767627,6288815,1170482,1523063,9993449,23160077,36065
10421603,13693247,15689589,11958207,3271112,28952546,4635931,5637310,1551411,1917009,9076468,17579554,15702
11405420,9080004,15995400,10603927,2940342,29932172,4731924,5688857,1173797,1459429,9041910,21515961,17251
11142052,13683493,16243262,11820089,3281988,29291937,4325078,5301752,1577998,2300941,9356068,20160156,17168
10877689,9649722,15831102,11481356,3128155,28624578,4680118,5767433,1549639,1365373,8724864,19868939,15915
10705471,12616114,15361349,10773316,3143127,30394851,4633433,5524886,1144290,1877334,8581699,18130733,14268
10292763,9573559,14710880,10146731,2865737,26224844,4337850,5597573,1543486,1753152,8634246,20026220,14917
11758901,13967089,17148752,11483918,3156694,30677683,4468738,5130505,1087703,1398653,9620912,20381973,17096
6646211,4695459,9543006,6421296,2151406,18334220,3132339,3890067,1050518,1202387,5268675,12340655,10487
362085,243891,768817,623357,457274,2930085,854252,870001,86593,112447,867358,1447320,2348
22872680,4252998,26639728,14144610,8337345,75515820,20918995,23234036,1127352,1723196,26649578,80377830,143962
25470434,2054518,37357910,22792313,9224742,111860440,18960419,20529924,334314,739635,21988633,52400287,182702
27342238,2194047,39426597,24850357,8166505,133626105,15092309,16096860,209270,655503,21804994,55775166,211506
19715872,3112896,28389945,16757262,9767327,63211647,16148226,17496859,490427,967350,20206535,52630610,76660
19567655,7347508,27362514,16967225,7490892,60660003,15143123,16630602,2013860,2440364,20348246,49382375,61135
8768832,2022621,12362688,7592029,4256160,26347286,6974977,7682801,445697,689360,8467074,20615843,19781
27584366,16153025,40089124,26534638,9252764,113673663,18169921,19386016,3347193,4090997,26363758,53384779,163400
31803250,19846998,46651781,31820862,8927557,145909662,18408501,19619543,4410684,5211792,27953143,55284251,228731
14590145,1533360,21102340,13827315,3807677,77366545,6973171,7687745,72040,526418,10998898,26786031,110963
14630929,1532766,21336461,13948601,3927403,77956338,7617879,8341658,68470,513534,10508929,26039541,110975
14396168,1631022,21031056,13921697,3785692,77719888,7341550,8071565,118231,581056,11029051,25681123,115570
14727911,1597792,21074296,13809302,3576055,77976584,7375549,8104913,78268,544969,11043757,26714432,116791
14825934,1557521,21424596,14043750,3919781,78032885,7158583,7868318,78867,547928,10987441,26505708,116897
14730056,1494925,21241073,13950104,3825131,78683312,7393320,8105472,26903,496669,10537216,26100657,116607
14377119,1440404,21170834,13886163,3797986,78203370,7379702,8118886,23177,488220,10733105,25330486,117340
14671679,1444184,20990394,13801719,3690370,78217737,7403155,8367484,22257,491001,11155252,27233794,117413
14628919,1406013,21147725,13867205,3812441,78010691,7183907,7709985,30744,482786,10946618,26801607,114876
14845911,1446636,21381780,13985237,3917430,78655993,7403392,8127092,25667,478382,10720191,26709067,117460
14343695,1390808,21232954,13945149,3806313,78563879,7380939,8096356,24925,473012,10670910,25237572,119015
14615123,1453911,20902246,13837627,3696110,78887911,7393757,8121196,21498,499554,11015410,26855319,118242
14864655,1489601,21486063,14079431,3820749,78587792,7190600,7901158,33383,509915,11193949,27284988,117168
14709063,1487055,21202649,13918082,3810760,78518628,7377461,8089752,16612,485492,10544754,26062207,116692
14339369,1484382,20947967,13894793,3792168,78426317,7387012,8109122,37555,489028,10724251,25211643,116635
14702411,1534694,21028620,13875891,3797608,78352229,7579808,8319563,66953,535084,11004536,26612272,117550
17302951,5272204,24544317,16403105,4165321,83090235,7437650,8307205,429475,984643,12964172,30405167,135373
14941686,1614417,21602549,14227095,3915042,79086297,7590449,8097701,119294,586889,10852344,26605263,119607
14437804,1569197,21092534,14031379,3795358,78399075,7338905,8053916,66767,543854,10741155,25204656,117613
14654623,1596098,21125966,13882037,3666420,78249970,7343958,8074450,114418,578262,11065114,26737992,118647
14774282,1505288,21363393,14050900,3691075,78565818,6957424,7898320,71923,527690,10966878,26592494,118810
14740270,1532170,21301421,14089914,3790034,78886757,7344701,7859483,81023,540993,10773586,26459074,119684
14604084,1442201,21371118,14069790,3801404,79001106,7388740,8118493,25087,481847,10473563,25249614,119554
14708914,1569055,21284423,14063543,3819155,79127052,7642183,8371119,91417,546938,11281471,26703231,120542
14837050,1696537,21398972,14103408,3684504,78076429,6959991,7878951,147550,614625,11120109,26787842,116996
