cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45153699,32514965,77560915,46836873,27946481,145052461,52370241,59846680,6928549,8251597,59751997,194416543,267933
103600,54800,149920,86607,56306,326902,106683,0,0,0,121022,301105,284
1693840,196220,2450830,1815135,376229,2764858,809310,940329,0,0,1645362,3035180,756
40606121,84657218,58777715,46720732,7155197,64351315,14436555,17325003,10685336,11206114,37423606,64733161,57137
37030538,30155126,50859133,35163732,10212187,76661647,15887664,15812541,2225295,2744859,22256703,61641032,98351
23122605,2496680,33663466,25337278,6178409,50085353,11765791,13289422,547433,951577,18757418,36816275,22916
22786686,2020210,33232820,25268009,5830638,47766406,11064003,12445769,308252,684657,18096792,34810830,21607
23108676,2096196,33157579,25025900,5634829,46975565,11111835,12521474,340392,704292,18136734,36329587,22765
23293887,2071695,33667772,25353901,5983693,47554243,10921907,12239938,319713,687932,18295688,36985675,24368
23100680,1877430,33357472,25197832,5862162,46947592,11127144,12536371,232715,580907,17581620,35071895,22801
22747412,1781677,33099278,25069344,5867103,47376023,11158437,12570716,193349,554147,18077344,35124602,22862
23046650,1806913,33144157,24966484,5659032,47054085,11196431,12574180,205306,556440,18024650,36437933,22233
23155463,1856637,33432971,25178952,5898692,46906857,10790946,12192619,193223,581069,18055506,36713283,23688
23000070,1802771,33292596,25095359,5912887,46740021,11231615,12639723,159263,525049,17561010,35908872,23397
22735884,1710068,33303019,25112754,5997055,47133067,11383788,12788366,165685,523043,17941169,35660698,22767
23113273,1716644,33238553,25051640,5693963,46891873,11243377,12661685,144416,510493,18029634,36652989,24349
23019607,1733227,33276159,25051438,5935818,46664056,10869026,12247201,144970,509126,18047798,36742489,24052
23034754,1768482,33326625,25046443,5933296,47137185,11253636,12668187,170393,529501,17591682,36088699,24743
22682838,1729515,33225236,24978435,5888161,46675512,11195166,12608524,168993,519405,17714520,35190607,21919
23214645,1974194,33392320,25149084,5923987,47182360,11435411,12831479,221622,580781,18542916,38028244,23718
23096783,1822652,33361499,25016022,6010124,46133736,11008959,12214636,194650,561846,18255263,37454770,21247
22965728,1817722,33257767,25032571,5930943,46637912,11277867,12655490,186023,538886,17531673,35966357,20940
22610447,1706863,33182897,24939048,5927892,46209642,11246830,12653808,171376,520132,17715054,35352454,19792
22860350,1781897,32924862,24898497,5811729,46492494,11259920,12664558,190372,551835,18009592,36755001,21977
23173652,1827218,33527464,25141210,5945263,46519869,11104252,12489467,214576,579631,18229753,37275993,22927
23038943,1777904,33314174,24960700,5937437,46436900,11281161,12679385,192936,540692,17574724,36084821,20993
22571399,1617812,32866868,24791870,5913852,46219455,11249283,12652464,127026,484357,17727450,35347044,19691
22577018,1576801,32725207,24797358,5913229,46238682,11225145,12626762,120044,488319,17849299,35940300,20524
22958614,1611704,33217621,24867173,5678947,45967011,11022697,12644603,115686,478695,17872997,36602783,21375
22913788,1620282,33172263,24915414,5924793,46515208,11040263,12247817,115193,487598,17924583,36720525,21658
22974870,1660225,33331606,24922179,6030931,46601330,11437975,12851019,136270,496443,17742110,35511797,21350
22731488,1624545,32731067,24797285,5801918,46289063,11245146,12659716,125052,486325,17922835,36078451,20388
22979324,1786538,33191591,24871502,5806608,45729190,11033628,12419881,190528,546848,17966182,36764893,21069
22926828,1697987,33144104,24935595,5908846,46242089,11033802,12263207,134320,485382,17851370,36639633,20514
22949322,1665250,33161173,24941942,5946521,46496044,11304959,12691616,142828,497525,17509183,35408144,22011
22858720,1680130,33010111,24908509,5944449,46705171,11476305,12877116,145407,509459,18202884,36194755,22063
23062166,1659883,33343243,24921279,5911221,45880709,11059640,12474193,127044,497669,18245987,37484835,21562
21063467,1575436,31611556,22697720,6110446,76007616,11404452,12718699,83970,407712,15468696,35165886,75540
784841,527347,1364092,667995,338860,2578039,720986,748087,94841,138918,532321,1309024,5488
357116,370020,810185,762122,323013,3474384,639090,664021,204774,236359,987019,971068,1992
967962,300379,1009357,447359,204891,1893764,622559,634379,87012,114058,1028528,2823601,4396
5991673,1147636,8442333,5237532,2828555,21824379,2943079,3324211,147346,400226,4730502,13654505,27035
11538690,9638995,17510219,12274753,3698518,35704721,5525376,6430774,1265511,1523861,9655635,20748301,30285
11120390,13749545,15868257,11037794,3178555,28937115,4494759,5512204,1552635,2294056,9589056,20258313,15475
10728293,11369799,15800127,11125720,3020910,29549880,4592362,5645765,1166025,1402331,8457616,19436426,17471
11296248,9490029,15709235,11428128,3092294,29181438,4375595,5277093,1616675,1868437,9645603,20254280,17328
11641625,13926126,16447575,11111357,3361707,29918755,4646964,5352425,1637076,2415994,9127082,20444908,19789
10702036,9023373,16372060,11553818,3199469,30699418,4941409,5910306,1152755,1415446,9004896,18814025,17830
11412760,13304721,15880399,10711771,3048441,28569258,4446230,5489013,1550745,2277289,9559301,21031108,16985
10630853,9131768,15797475,11040117,3070125,28908508,4349070,5382473,1117411,1378704,8703971,19150059,16699
6497536,5206649,8774810,5951411,1824461,17356000,2850604,3090448,588151,1115982,5398009,10770287,11073
570641,251745,1071769,762634,455234,2887693,850737,879742,83124,111429,814425,711760,2396
30115391,5792354,41802594,23926205,14845789,85907983,18334448,19555861,1134945,1877384,31039352,91601196,177090
25089146,1778064,36258409,22708817,7090371,116005354,12421547,15211646,291466,639160,20513515,51409663,190789
26452652,2264352,38890437,23735733,9227252,123243879,16833910,17961281,224253,640287,21940407,56423861,194639
21358934,2715906,31485183,17402915,10770801,63544666,18430926,19726578,402744,823511,20507570,54877834,91049
16595579,7808149,22417239,14332902,5048199,46914978,11384036,12982934,2492462,2313931,16028174,34681666,48654
11503102,3857728,17364869,10094363,6301681,31976653,10072169,10082335,561880,834409,11383319,27272699,27139
28362486,17742602,41269192,28494770,8171433,128631253,16214849,17973010,3799285,4679622,25824561,52333629,182453
29703432,17677625,43676968,29775959,8488103,135371711,16586199,17722442,3695571,4555620,25835854,51587991,217096
14496407,1552120,20962676,13739653,3688312,77094652,7400553,8115607,101000,575434,10930304,26631688,114332
14806763,1479586,21386305,13984379,3812291,77218542,7179594,7892027,78860,544948,11104138,27252829,115339
14670666,1379256,21187582,13884209,3778558,77617367,7336393,8066276,21711,504748,10358274,25192049,116887
14323061,1379197,20941237,13826169,3805393,77554629,7378846,8104872,19402,488118,10841945,25282282,113859
14436618,1421100,20838505,13588837,3789243,77297751,7530893,8238321,14088,507916,11021189,27244147,113949
14647001,1403546,21156422,13839695,3684862,77611091,6967019,7900929,13876,507984,10921685,26832098,114367
14584711,1375853,21039349,13758493,3806460,77603119,7383972,7873497,13210,493107,10615826,25911532,112957
14464150,1378056,21132241,13917266,3911743,77971219,7555610,8275286,14609,498767,10870138,25292436,114830
14497498,1370395,20757983,13543348,3554911,77131312,7335944,8069722,15010,491657,10786241,26432072,112669
14749895,1440200,21282360,13861162,3915668,77389528,6957745,7664430,19687,514692,11053062,27213978,113398
14567855,1372489,20989231,13699669,3770777,77172472,7314928,7956737,16196,490492,10469036,25892828,112776
14421144,1401946,21081558,13805889,3787319,77609686,7349805,8072452,12787,516592,10616190,25191595,113743
14649750,1396608,20948767,13756472,3674993,77824938,7539806,8248948,15858,507190,11005634,26458012,116531
