cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45009881,32295876,77367376,46692503,28007828,144556817,52493798,59809064,6819566,8122066,59649977,193890188,266147
95360,43161,137711,77000,54737,304927,0,0,0,16381,112737,290368,282
1705120,247713,2466874,1830462,375306,2973424,794655,0,0,117789,1653906,3033097,764
40828382,85234339,59135214,47063250,7150949,64350770,14440215,17311406,11294244,12223572,37749582,64890427,53598
37282329,30836812,51261800,35527124,10231509,77082668,15946779,16395639,2542886,3159408,21726811,61565217,107628
22718458,2682694,33286462,25031835,6128074,48717234,11672285,13178002,621967,1019753,18519471,36384995,19069
22650980,2168646,33020457,25095582,5825897,47080541,11053173,12426184,394317,792732,18081580,34872958,18690
22976303,2126727,33005631,24824749,5661606,46147887,11175894,12588258,345021,721517,18097511,36507498,19608
23029267,2167343,33205577,25001365,5875559,46234544,10743116,12186770,354237,730073,18121056,36543320,20029
23013769,2102221,33442421,25128594,5992241,46826671,11368017,12768027,327663,710472,17655612,35880092,21133
22484106,2021531,32806037,24736174,5874712,46181737,11153927,12550148,314078,697985,18014731,35759513,17541
22920287,1976394,32950973,24897715,5653065,46171287,10951079,12562515,309021,680748,18008019,36458708,20552
22945454,2045823,33120813,24880026,5887399,46012935,10871237,12185463,288645,692536,18119428,36724503,19284
22876175,1891180,33067375,24804049,5932354,45925591,11253132,12668021,222221,603232,17508922,36009167,20813
22616980,1874551,33084432,24798491,6039216,46058049,11466856,12867419,222093,600129,17996821,36154385,19382
22977814,1861997,33008062,24823498,5696589,45981214,11049379,12664490,221449,600992,17997109,36769290,21183
22923660,1919565,33118715,24868144,5944642,45542409,11067686,12244271,218408,607623,17989233,36780731,20305
22926033,1903056,33147096,24834354,5927690,45614182,11270651,12680251,209997,593171,17595648,36171382,19585
22552388,1840646,32934118,24800945,5916303,45634229,11260248,12652100,208487,580996,17713562,35329820,18014
23048809,1969125,33042912,24768595,5919575,46031097,11282893,12899887,211522,637133,18412863,38098115,20452
23056462,1904448,33338378,24919008,6030776,46104116,11044192,12252387,220651,603461,18238088,37597710,22221
22947947,1884799,33199157,24882624,5935840,45600559,11236604,12635088,214971,586886,17580945,36149282,18708
22524234,2024959,32871156,24813584,5909786,45544769,11226611,12639733,278328,634001,17754839,35359118,19441
22655960,1794970,32760399,24536698,5835013,45136489,11316599,12760205,192041,572439,17995206,36942326,20392
22968458,1826121,33216428,24822239,5915788,45472530,11060175,12473130,188159,566871,18112900,37386210,22759
22860066,1791964,33035098,24702832,5956500,45503342,11273473,12683082,179857,559565,17529111,36512358,20375
22498335,1726240,32804481,24686645,5939124,45399977,11311588,12732372,162194,532243,17699385,35458343,20860
22729783,1731315,32686930,24678938,5839828,45356176,11282418,12693949,176622,556742,17947417,36335623,20773
22830301,1767385,33025631,24651042,5813749,45106319,11088083,12477450,161410,558059,17941010,36830730,22628
22948335,1749649,33190600,24805500,5960175,45761462,11133072,12569807,170308,551326,17829236,36961195,23201
22571238,1690619,33104917,24635155,6043628,45223988,11477997,12904623,152693,524672,17676811,35407094,20429
22817992,1734272,32869542,24824200,5831422,45951476,11303153,12716222,160971,551596,18031733,36192655,22525
22836169,1713824,33043231,24682884,5833868,44911257,11097285,12481231,158676,535096,17935561,36875675,20958
22957244,1812267,33170520,24829292,5937491,45314229,11098664,12513926,184125,558863,17838188,37061623,21347
22740840,1785700,33018061,24752451,5936465,45396698,11313235,12714574,201234,577550,17557232,35563063,20311
22750233,1814268,32920468,24750976,5938675,46016043,11465582,12872790,185806,565161,18276673,36848274,22367
22960560,1807089,33166409,24755746,5915323,44902379,10882365,12490700,187840,559827,18218263,37464153,21467
20404595,1237313,28505184,19820629,5223884,64836755,10130292,10839069,165939,502161,15781403,37181542,96605
941468,380135,1240573,843287,388536,3133473,757352,796884,132828,164026,378899,1429966,3264
498890,619471,996004,849635,351078,3544708,681841,658668,141513,174607,698171,771928,3014
752948,308261,1013448,453018,200561,1905218,609357,841093,102497,125254,1051315,2877428,3639
6772596,1447299,10625356,6686147,3294056,29718508,4156542,4465256,175591,447966,5429911,14924654,28078
11256781,5352119,15569580,10618501,3424425,31568795,4966139,5771682,1162939,1895352,9595907,20259056,24577
11411166,14062576,16747969,11968556,3267346,30888996,4788656,5739299,1598782,1400794,9509819,20048183,16353
10601672,12680099,15500883,10894820,3084168,28527872,4649710,5809260,1643011,1885825,8813556,19670310,15037
