uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
98120,62732,61292,180952,97199,108538,162982,90432,690238,260195,179143,111457,67055,252150,174206,111037,70145,647733,1002771,3880232,0,4250676,935758,797510,453557,2095556,346507,354154
97519,63219,60436,186503,100079,111981,166727,95713,729945,276207,190702,113540,67820,255516,175838,113247,251124,970272,973257,3830235,0,4192489,926415,814668,323723,665351,356777,364197
99321,62272,61503,168964,91030,102184,151583,92100,696439,266819,184161,120157,73470,278770,193770,375678,446625,1015946,1022445,3886362,0,4238358,926592,516940,157514,678531,435372,434549
115017,175408,151967,616814,340230,103162,153330,89626,676792,258255,175859,117256,69985,268287,471599,537996,385068,934801,978583,3785826,0,4144356,536555,210377,156099,2229735,839362,838833
101047,63192,63327,181630,96902,107234,160994,93385,702867,268120,177633,111124,66678,1119735,1051708,736159,515063,1201481,1202190,4568205,0,2328783,184888,206835,153860,680659,440720,436663
98868,61957,61901,182094,97407,105136,155925,91757,712659,268401,182192,134341,442602,1251940,905091,630747,410777,858901,823679,3108477,0,727238,179286,206054,154169,696477,415288,412853
97553,62299,59765,173157,93210,104229,153417,89899,682484,259339,539530,644169,446410,1261514,908865,648283,448568,1000669,662877,691182,0,737982,181812,210790,158455,679764,359397,351067
105725,64692,63657,184091,98306,109920,159946,90423,681962,758484,893016,632460,437903,1252997,891672,631956,438716,712451,348708,690060,0,740456,181992,215709,160472,684991,443919,454186
95862,61193,58345,176586,96636,107593,160634,293654,3481204,1182137,882757,628434,433613,1228315,875661,373182,68805,290242,287088,687104,0,717581,179740,201516,151278,660575,317945,333776
97506,63212,61713,177135,94842,106232,659194,662953,4454467,1444904,1038990,768586,560767,1659588,541131,117865,70160,293058,271640,667457,0,702615,172677,200476,150335,651180,379174,391041
98304,62346,58913,171191,91914,522635,776963,546897,3524804,1102431,759650,540507,370833,264365,183371,118366,70064,287181,298204,668448,0,700247,179282,207657,156585,669504,382081,385347
97855,62884,60673,177851,623317,525142,783775,570108,3819282,1243772,886888,607657,67342,257852,176973,118417,69937,304588,301540,730653,0,752974,186955,204652,154794,646325,314192,319996
98605,63039,141879,1092793,605029,508438,759267,554291,3730342,1222872,573815,114801,68950,261057,180082,109684,65731,292556,300771,708589,0,740634,182362,219485,165413,715931,379556,357617
105913,180614,253740,1128734,624524,525414,784541,569925,3819718,753105,176710,112491,67045,265430,186814,118205,71867,338401,335560,722252,0,735751,183211,219137,160598,696864,420328,428199
118862,265908,221246,962058,552567,488092,764244,573249,2271487,260649,178861,113546,67985,254592,173637,110470,66536,286770,296052,685326,0,719896,179093,208732,161996,695197,398330,394605
156035,390417,304610,1316691,728160,607943,905891,285662,713934,268908,182396,113247,68338,255052,177589,114551,67527,270638,277178,692245,0,720945,178328,208355,156308,672373,389136,1320449
141546,311580,255770,1121732,591493,475138,154956,92280,697548,263042,181535,115315,69265,260625,184462,116785,69282,308841,302646,694495,0,726636,174382,201268,150566,668735,1321713,1320334
139584,311213,253370,1118978,96804,108838,162638,93853,745221,284351,194487,127654,72647,280731,191355,122700,70428,307577,303439,686931,0,750810,186770,216452,485888,3997207,1295937,1290272
147145,309210,192417,178713,96114,107350,158392,94945,694412,260562,181550,116101,69843,262616,182510,117604,70999,321870,321760,709837,0,743000,412981,789379,473167,3878173,1293853,1293253
148568,191009,65954,188547,102137,115442,172853,100515,766937,294508,196497,124448,74992,284883,195685,363808,231236,614936,591296,1925686,0,3466564,1059800,718390,448315,3795213,1323962,1334124
121654,65160,63999,176860,95135,102562,152002,88708,671039,253513,173324,110241,65260,252029,176640,113782,67216,285394,299983,682888,0,5186798,1083294,935219,553199,4688631,1565845,1608999
100075,62189,60797,180329,96347,107428,158257,87898,664371,252465,175337,112294,67809,264091,184146,120868,72593,348237,350145,3865241,0,4219285,925336,782620,448536,3525760,1159730,398699
97200,62151,60517,186999,99878,111665,166937,97295,742857,282890,198562,117315,69569,270758,184363,117447,67993,298007,988802,3806924,0,4165642,915637,801902,476860,3972685,359642,372373
