uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
4087827,3779314,3702064,9626086,5768644,6641884,7480644,5439340,38708345,13388818,10114123,6342324,4041939,12046778,9057497,6275559,4016392,20844055,20870272,35353858,0,36176229,8387286,8168737,6313995,38373140,25024977,25065813
455345,378246,281485,277639,214226,603500,1514199,1062817,10870628,5582541,4353055,2859532,1527887,8825115,6184955,3602085,1789952,9476560,9503268,23453414,0,25149670,6491919,7992164,5795559,16560524,6192752,4703827
119712,290241,50924,142601,75497,85782,129118,72187,547588,212987,140413,89783,54064,229373,152324,97236,56920,362897,367367,600689,0,613268,908315,754491,439428,3885185,1266772,1267149
155265,83417,95510,240745,130881,155786,130320,71993,544515,208781,139781,90366,53459,211200,141087,88828,52000,416347,431727,590541,0,3563427,825890,721107,439486,3900342,1807972,1795941
112478,47289,51468,147192,77337,87253,129845,71285,541224,207711,140424,89961,52336,208937,139249,88231,52290,349823,852359,4518711,0,6947523,1655552,1677438,1213560,6798727,2358724,1321235
1784913,3326251,3032774,4274173,3118940,4124031,5113664,2577562,23299908,9123398,6434968,4527321,2973393,9360736,6553849,4509405,2926869,7910365,8680197,25659538,0,26256957,6650868,7954453,7364482,27568943,13427565,13408290
1277911,1928229,2287510,3280435,2460622,3267142,3891637,1853243,17063063,6068066,4313944,2846789,1617920,6523910,4511511,3004582,1840452,10343774,10526953,23123175,0,24574652,5785114,7125093,5306124,16562765,9222084,9480386
1520049,2362615,2888329,3931372,2806343,3792801,4162089,2052451,19863509,7933472,5536159,3526392,2077599,8041404,5286688,3439325,2389079,7486099,8411446,19232666,0,19545109,5043042,7312822,6751463,18863203,12243162,12571601
1401060,2010794,2144658,3096711,3046138,3230545,4092521,2062412,18861726,7010541,4703488,3124592,1858215,6755664,4313846,3255791,1930483,10556867,11264277,22292384,0,24236838,6051359,7662344,6388226,19164862,9374858,10175377
1359720,2258963,2919313,3827579,2917110,3835979,4280655,1931265,17263512,6020358,4248049,2856958,1717363,7043273,5414915,3696315,2284821,8883261,8958459,20790516,0,20383146,4207440,5831027,5565896,16673755,11794906,12688517
