uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
154574,316561,266720,1169916,647452,531177,765714,524754,860911,366728,225088,131851,71649,356492,219334,131018,70345,755493,753253,840069,0,886700,217851,262309,201239,802806,897114,877780
164474,326886,274231,1200217,664729,559360,836007,111580,813027,350924,215513,128463,70481,358387,224897,134389,74966,824623,820183,871664,0,907832,219739,264135,196983,799577,936961,2301755
163316,316310,269123,1158742,638652,531112,200889,106543,797718,338696,207399,124139,68434,344320,211354,125915,69867,776400,775773,840089,0,871351,218181,262767,207173,842081,2273981,2261415
153255,315419,269699,1168835,647819,127308,202499,108210,828873,352243,213899,128415,71028,352517,218242,128710,71149,801053,788984,847791,0,892380,219357,264696,203141,3448996,2045364,2098916
168755,365432,320727,1066463,120071,130620,203184,108061,819667,346121,211338,125900,68962,344795,218895,130864,71799,828906,828661,846607,0,903409,212867,514898,589322,4710945,2552734,2549117
149921,255655,96666,213210,116272,128583,205522,109458,830763,357362,215274,128847,71016,350147,214564,127734,70258,740135,729070,797427,0,872676,798166,806637,493541,3887457,2124724,2065697
159025,70923,76659,215520,119376,132849,214117,111112,837983,354583,214727,128551,69433,344209,207439,127544,69833,768230,780395,841014,0,4296009,943263,839567,508758,4080462,2250210,2253621
113062,69229,72660,206438,114061,129239,209108,111835,846222,357649,224414,133639,73503,358979,218134,129643,71910,786518,776797,815917,0,4190618,925800,834787,508043,4023583,2209517,2197014
117550,71562,77489,220676,119028,132052,210336,110896,827742,349796,216886,128711,70351,350163,219497,130999,71412,819472,811537,3495483,0,4123526,926522,834410,508721,4011927,2282724,946908
114657,70098,74927,206931,113810,126058,201195,106508,806096,340722,208322,125545,70593,349371,218861,130659,71903,1234666,2113438,4624201,0,4994051,1100730,1017020,628502,4024886,902700,902029
112555,68231,73636,207813,113522,126706,204689,110814,839891,354300,217635,130066,71880,352535,213572,128342,260506,1880523,1910111,3786870,0,3758420,801701,729091,324389,822002,901811,886291
120223,72855,79749,223291,123116,137300,220596,111741,851552,358961,215183,128901,72329,353426,217042,514253,415835,1877579,1889750,3776483,0,4061791,894145,371311,208898,827197,958874,978149
115737,71149,77679,218962,119928,131726,209268,110699,845491,356878,216280,126966,69966,341996,915811,648862,442200,1915020,1912172,3951476,0,4260982,209176,262138,201417,820612,943714,953004
113971,69595,74329,213227,115933,128510,202970,109413,827744,347454,213811,126925,70189,1245056,905239,645050,439464,1883098,1895675,3965611,0,903245,224310,270732,208279,833283,929901,931341
