uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
190402,95515,106256,342317,173282,200988,322163,168867,1218361,571287,321608,179985,87185,572849,326175,456188,473590,2927085,2930624,4577715,0,5335323,1101344,629617,266964,1013165,1832993,1791327
191663,87727,101464,328244,167338,192877,317163,165222,1266341,591947,338500,190901,91743,587873,717986,727668,471957,2918190,2905102,4466017,0,5180222,677380,306626,242434,967298,1765378,1776977
192362,98271,106862,348763,172582,202795,325522,160917,1246581,558982,320778,178677,86590,1263346,951891,655049,434869,2715986,2731562,4188381,0,1914549,310922,320848,259555,1007894,1772771,1853000
197269,95560,107508,351085,172036,203313,326900,170461,1278872,568080,638848,843965,546255,1834543,1239777,843198,569840,3347316,2843166,1307624,0,1570178,347879,342099,273100,1041532,1815609,1791692
173028,85548,95673,301060,150835,172246,280320,148234,1121553,1052592,1060180,721333,449150,1496383,971638,627827,394232,2163556,1641196,1229990,0,1478883,320009,308902,242991,958464,1719332,1706963
203167,99891,109150,343458,169933,195975,316535,154777,2864708,1618623,1094771,735937,474622,1633410,1090712,738736,277269,1623198,1634553,1326215,0,1686782,365434,376603,290505,1132686,2083746,2105971
188234,89299,100813,315914,157350,182245,290732,405574,4470102,1587827,1056183,714651,465613,1585309,1056381,445146,82610,1565746,1575822,1138317,0,1403673,312132,320081,251253,993206,1748681,1778024
193377,92803,104460,344883,171745,200784,626639,658923,4582592,1644335,1090404,729881,478738,1678342,734277,201325,98407,1829839,1841338,1408249,0,1722396,368679,354807,279397,1050749,1880311,1831501
176316,86679,97671,304412,377172,592376,1047548,738601,4965478,1824683,1272059,910933,441995,787653,312849,170439,83976,1411077,1402663,1135745,0,1387022,306402,306703,239384,945493,1785251,1747554
269225,303467,272681,1164286,401185,204558,335915,170745,1316963,597935,335273,184034,90326,582070,328096,180479,86546,1598714,1604968,1234971,0,1514292,342994,353254,442994,4392012,3550959,3485055
265545,342526,293470,774990,163492,192318,319214,168360,1262437,574240,322918,178462,87655,545819,307546,170884,85683,1573620,1634766,1246350,0,1545902,322443,615576,573030,4307712,3363939,3331755
279378,347511,206464,351176,175183,205554,333671,157971,1244557,568228,328124,177859,87636,563860,321125,179403,89159,1576365,1517800,1209144,0,1485357,722010,927013,585472,4295738,3466589,3475650
296676,227497,106523,355620,173517,198154,310233,163168,1201600,541670,312919,172979,86129,548065,335404,182997,89938,1724519,1739951,1334859,0,3485935,1109789,950942,605599,4392723,3604285,3604435
211750,83032,92739,293716,150000,173370,283009,151439,1175584,540209,313972,177441,89210,574633,335389,180526,87933,1607603,1673039,1264143,0,4541143,951097,842367,551120,4188174,3302104,3297048
205887,96230,107191,346391,170468,198767,328735,168043,1274699,591357,337932,188888,92334,588830,349673,196678,97590,1710894,2390230,4770117,0,6421554,1260719,1055370,659142,5015403,3272887,2302461
174844,85966,97090,316465,157785,179459,291606,147277,1100312,518066,297856,165088,261766,1034948,661669,423557,454078,3405786,3399472,6010188,0,5142177,1021790,844240,380424,948241,1713005,1745216
207915,100290,109670,375081,181079,215705,351776,176981,1367190,659071,373932,204862,100241,661263,368668,475145,479148,3007317,2973160,4571256,0,5329336,1093920,632136,264282,1022284,1928770,1960510
179712,85920,95499,308436,160336,186722,315347,163591,1225060,569656,335349,183518,91221,566358,684479,702545,457316,2857871,2827308,4348840,0,5059532,659912,311480,239245,922156,1686719,1708734
203828,102602,115082,373784,182892,222752,353922,169749,1304073,590531,340971,183310,87758,1001020,949006,653250,440948,2859937,2837899,4539841,0,3360990,337544,343915,275403,1057353,1985069,2005430
182713,86787,97941,315239,158084,179999,294411,155333,1179909,542896,301359,198551,421684,1850743,1222255,830708,543196,3090981,3121803,5292355,0,1512362,316843,314819,248296,994807,1750957,1695805
191795,99847,109047,351089,170037,198802,313423,156936,1198168,566600,675852,712791,464890,1605947,1070859,681570,422610,2725498,2236634,1293051,0,1554631,346819,342050,266864,1072727,1824164,1849426
207492,96596,100671,329101,165784,191834,302785,161656,2888295,1613127,1079432,731756,472342,1589436,1068613,723095,275357,1540448,1533057,1210237,0,1499409,336586,339712,271455,1068713,1992142,1991275
184897,91973,100854,319253,158471,181945,293506,409591,4481457,1601967,1077359,729868,476126,1638592,1099278,456922,91793,1707397,1715691,1293706,0,1542147,340969,341456,266126,1029418,1865515,1854074
186695,91168,104815,358289,175770,201879,607354,602908,4227806,1606048,1068327,710099,458982,1615032,689832,186536,91746,1614607,1619534,1299429,0,1541966,330820,320771,251522,964468,1816909,1796696
184221,91177,103677,332200,167043,559957,1113538,777661,5190999,1829683,1247573,881694,608836,1048758,289535,163223,79650,1416698,1427339,1102514,0,1308483,302973,309225,246297,949969,1712105,1748188
198561,94975,108579,371188,732921,638738,976965,644424,4168153,1487906,960529,631289,98437,626501,352803,196083,97766,1697469,1643431,1262261,0,1571479,336856,338352,268753,1051244,1841592,1830861
175669,85323,172366,1254108,677127,589450,911271,631904,4244489,1525108,712693,167385,83405,536181,312215,174238,87083,1580015,1560288,1210381,0,1405188,311050,316118,243875,953708,1782447,1757412
268698,359378,325471,1398423,749643,659603,1004211,684818,2972635,601783,337291,182882,90039,589477,335560,183479,88503,1609658,1657418,1290056,0,1585747,351221,359512,286749,1130898,2151289,2139441
302378,463754,397232,1819378,715665,623576,954616,409590,1176814,534559,307659,169344,83656,521573,306056,169515,83465,1517343,1589229,1193080,0,1456548,325994,321673,381428,2316116,2388181,3085902
305225,401404,362882,1668907,946360,847030,661463,166044,1296120,595904,338108,189386,93581,611142,349709,197859,94686,1828071,1844244,1380281,0,1663420,366712,362038,282738,1081782,3250751,3897518
249790,292606,258868,1120075,604017,186415,305354,164176,1248933,576780,316166,179388,85482,537161,309527,170086,83871,1462412,1471714,1154393,0,1390321,309190,315577,246493,4275846,3298400,3212460
270623,349614,302468,1261515,173722,198672,339773,173121,1316811,596931,347647,192049,94537,604254,331390,182810,90438,1592155,1585836,1236816,0,1482196,334084,340954,590556,4330049,3410237,3408574
263585,321224,320731,781347,416835,389591,610748,380228,2573178,980518,329681,185425,91877,594489,338924,191543,95018,1717977,1685065,1273800,0,1483623,550703,871300,544424,3995141,3231320,3234936
230786,93343,107955,339012,165096,194941,320483,162747,1254817,578208,329969,180858,88384,562893,324092,176196,86756,1530459,1499840,1156511,0,5131897,1061080,917691,576389,4318620,3389800,3418317
199143,96488,106799,355750,172921,206654,336858,172667,1306769,607826,340026,181509,88312,545097,312377,177374,88430,1623828,1646397,2594431,0,4625000,972884,859342,570024,4320098,3463767,2656021
191396,91979,98942,306697,153599,180079,291197,150087,1140043,516656,302090,172338,86465,533343,304999,169503,88077,1525866,2738140,5659228,0,6026154,1245232,1057190,651780,4975893,2572684,1905784
212787,106168,118520,389168,188376,213330,348693,171877,1320852,591024,338967,185888,94556,599369,335572,187803,90615,2960709,2956274,4598387,0,5393043,1083018,891121,552998,1054486,1969694,1988021
183936,89246,101364,326144,161192,190399,301262,158029,1213646,555522,308834,173067,83964,532909,309959,171567,467277,2879186,2898676,4476258,0,5169243,1071370,917450,255150,979406,1711764,1692036
197491,93717,105709,338608,168924,193997,327117,167773,1263321,578853,336318,186061,91754,608911,479313,703570,450153,3043085,3038735,4462310,0,5248854,951514,377078,295531,1108003,1926379,1923357
178862,85344,98489,317472,158655,182192,293719,153886,1149691,541368,317996,176092,241999,1404672,969652,664277,449014,2861427,2812084,4492773,0,1410332,301862,316141,247630,938223,1767961,1789326
182089,92691,104513,332906,168711,200550,338202,170523,1325332,633676,354839,698769,585134,1921618,1271307,860003,555803,3290674,3350686,2779113,0,1567494,343814,331071,263366,1007494,1758205,1771720
193942,91215,99816,315618,159653,183284,294515,152975,1168918,540601,1054065,712740,463297,1582187,1030991,668109,410708,2587903,1631072,1238673,0,1479740,327051,321060,243024,989987,1858137,1852136
190231,93508,107083,337608,170744,198916,326770,164389,1315053,1670759,1100746,739439,475788,1657589,1095085,735554,469860,1552837,1550881,1199195,0,1420228,330313,330439,258976,1008911,1820979,1854777
