cycle_activity.stalls_l3_miss,machine_clears.memory_ordering,mem_trans_retired.load_latency_gt_128,mem_trans_retired.load_latency_gt_16,mem_trans_retired.load_latency_gt_256,mem_trans_retired.load_latency_gt_32,mem_trans_retired.load_latency_gt_4,mem_trans_retired.load_latency_gt_512,mem_trans_retired.load_latency_gt_64,mem_trans_retired.load_latency_gt_8,mem_trans_retired.store_sample,memory_activity.cycles_l1d_miss,memory_activity.stalls_l1d_miss,memory_activity.stalls_l2_miss,memory_activity.stalls_l3_miss,rtm_retired.aborted,rtm_retired.aborted_events,rtm_retired.aborted_mem,rtm_retired.aborted_memtype,rtm_retired.aborted_unfriendly,rtm_retired.commit,rtm_retired.start,tx_mem.abort_capacity_read,tx_mem.abort_capacity_write,tx_mem.abort_conflict
0,96,0,0,0,0,0,0,0,0,2579658,1189232,511395,42439,0,0,0,0,0,0,0,0,0,0,0
0,146,0,0,0,0,0,0,0,0,2559599,1211906,536689,81039,0,0,0,0,0,0,0,0,0,0,0
0,154,0,0,0,0,0,0,0,0,2613841,1274330,572415,92211,0,0,0,0,0,0,0,0,0,0,0
0,113,0,0,0,0,0,0,0,0,3380153,1229163,539620,52658,3100,0,0,0,0,0,0,0,0,0,0
0,127,0,0,0,0,0,0,0,0,2584387,1256014,562507,91722,1267,0,0,0,0,0,0,0,0,0,0
0,99,0,0,0,0,0,0,0,0,2540463,1213845,545624,109482,3196,0,0,0,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0,0,2610653,1293124,586192,129386,0,0,0,0,0,0,0,0,0,0,0
0,187,0,0,0,0,0,0,0,0,2554971,1262792,568504,111101,2497,0,0,0,0,0,0,0,0,0,0
0,130,0,0,0,0,0,0,0,0,2573588,1255623,571339,107080,4581,0,0,0,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,3124594,1257829,735837,774423,12348,0,0,0,0,0,0,0,0,0,0
0,113,0,0,0,0,0,0,0,0,2567443,1194451,572098,116350,2833,0,0,0,0,0,0,0,0,0,0
0,139,0,0,0,0,0,0,0,0,2562718,1267542,582020,90123,3409,0,0,0,0,0,0,0,0,0,0
0,135,0,0,0,0,0,0,0,0,2579667,1243757,539166,65674,0,0,0,0,0,0,0,0,0,0,0
0,125,0,0,0,0,0,0,0,0,3331174,1213689,510220,14435,0,0,0,0,0,0,0,0,0,0,0
0,131,0,0,0,0,0,0,0,0,2592742,1229955,517871,43733,0,0,0,0,0,0,0,0,0,0,0
0,162,0,0,0,0,0,0,0,0,2565974,1195389,504124,20997,0,0,0,0,0,0,0,0,0,0,0
0,153,0,0,0,0,0,0,0,0,2586022,1280826,594674,109323,0,0,0,0,0,0,0,0,0,0,0
0,127,0,0,0,0,0,0,0,0,2573236,1121679,481717,24527,0,0,0,0,0,0,0,0,0,0,0
0,110,0,0,0,0,0,0,0,0,3302673,1243694,557141,74167,0,0,0,0,0,0,0,0,0,0,0
0,172,0,0,0,0,0,0,0,0,2565495,1232539,554376,65098,0,0,0,0,0,0,0,0,0,0,0
0,139,0,0,0,0,0,0,0,0,2624476,1261920,563046,98698,6067,0,0,0,0,0,0,0,0,0,0
