cycle_activity.stalls_l3_miss,machine_clears.memory_ordering,mem_trans_retired.load_latency_gt_128,mem_trans_retired.load_latency_gt_16,mem_trans_retired.load_latency_gt_256,mem_trans_retired.load_latency_gt_32,mem_trans_retired.load_latency_gt_4,mem_trans_retired.load_latency_gt_512,mem_trans_retired.load_latency_gt_64,mem_trans_retired.load_latency_gt_8,mem_trans_retired.store_sample,memory_activity.cycles_l1d_miss,memory_activity.stalls_l1d_miss,memory_activity.stalls_l2_miss,memory_activity.stalls_l3_miss,rtm_retired.aborted,rtm_retired.aborted_events,rtm_retired.aborted_mem,rtm_retired.aborted_memtype,rtm_retired.aborted_unfriendly,rtm_retired.commit,rtm_retired.start,tx_mem.abort_capacity_read,tx_mem.abort_capacity_write,tx_mem.abort_conflict
0,146,0,0,0,0,0,0,0,0,3165615,1197828,482181,40693,0,0,0,0,0,0,0,0,0,0,0
0,124,0,0,0,0,0,0,0,0,2566111,1183127,503300,70970,0,0,0,0,0,0,0,0,0,0,0
0,222,0,0,0,0,0,0,0,0,2604779,1107370,433492,23350,0,0,0,0,0,0,0,0,0,0,0
0,199,0,0,0,0,0,0,0,0,2595335,1254626,539583,122095,0,0,0,0,0,0,0,0,0,0,0
0,215,0,0,0,0,0,0,0,0,3392734,1336149,614026,200346,0,0,0,0,0,0,0,0,0,0,0
0,84,0,0,0,0,0,0,0,0,2594834,1114247,437385,31423,0,0,0,0,0,0,0,0,0,0,0
0,101,0,0,0,0,0,0,0,0,2596528,1245926,527160,96667,0,0,0,0,0,0,0,0,0,0,0
0,119,0,0,0,0,0,0,0,0,2592231,1191182,490422,74028,0,0,0,0,0,0,0,0,0,0,0
0,164,0,0,0,0,0,0,0,0,2612181,1186658,493087,73918,0,0,0,0,0,0,0,0,0,0,0
0,185,0,0,0,0,0,0,0,0,4207208,1482737,647298,159927,0,0,0,0,0,0,0,0,0,0,0
0,195,0,0,0,0,0,0,0,0,2624208,1156402,484116,60560,1797,0,0,0,0,0,0,0,0,0,0
0,154,0,0,0,0,0,0,0,0,2616411,1202857,476371,57070,0,0,0,0,0,0,0,0,0,0,0
0,131,0,0,0,0,0,0,0,0,2606748,1226371,513355,85610,0,0,0,0,0,0,0,0,0,0,0
0,149,0,0,0,0,0,0,0,0,2614540,1144678,456205,23695,0,0,0,0,0,0,0,0,0,0,0
0,152,0,0,0,0,0,0,0,0,3324842,3587560,1950938,1167584,0,0,0,0,0,0,0,0,0,0,0
0,153,0,0,0,0,0,0,0,0,2551865,1105987,431644,33085,0,0,0,0,0,0,0,0,0,0,0
0,174,0,0,0,0,0,0,0,0,2559591,1053623,419784,19610,0,0,0,0,0,0,0,0,0,0,0
0,177,0,0,0,0,0,0,0,0,2630745,1179486,508969,102852,0,0,0,0,0,0,0,0,0,0,0
0,165,0,0,0,0,0,0,0,0,3137497,1268898,539493,95702,0,0,0,0,0,0,0,0,0,0,0
0,122,0,0,0,0,0,0,0,0,2599174,1172326,484790,32538,0,0,0,0,0,0,0,0,0,0,0
0,232,0,0,0,0,0,0,0,0,2593008,1112061,466454,48538,0,0,0,0,0,0,0,0,0,0,0
