topdown-mem-bound
8017876.0
7977498.0
8118561.0
7993361.0
7988872.0
7991423.0
8388621.0
8107964.0
8128877.0
7999485.0
8001674.0
8116880.0
7998723.0
8375010.0
8126437.0
8503307.0
7983102.0
7997686.0
7998722.0
7995712.0
8394399.0
8004129.0
7999334.0
7991693.0
7999177.0
8136840.0
8004890.0
7981463.0
7994738.0
8392440.0
8135430.0
7994690.0
7977605.0
7992995.0
7995184.0
7988064.0
7987302.0
7987638.0
7986580.0
7986624.0
8385306.0
7998733.0
7984122.0
8128264.0
7994952.0
8231859.0
8121289.0
7983824.0
8251411.0
7998862.0
7982896.0
8255514.0
7998588.0
7995545.0
8247099.0
7976105.0
7998243.0
8256320.0
8130976.0
7997320.0
8000856.0
8117853.0
7833548.0
7981516.0
7995412.0
7993179.0
8000574.0
8244683.0
8504756.0
7998192.0
7992800.0
8245456.0
8128462.0
7985123.0
8249132.0
7983200.0
7996889.0
8385273.0
8125112.0
7997454.0
8128824.0
7998630.0
7982313.0
8127398.0
8127566.0
7983519.0
7994197.0
8114383.0
8130803.0
7992371.0
7998428.0
8116481.0
8132073.0
7987310.0
7997948.0
8116679.0
7996419.0
8393598.0
7981844.0
8120012.0
7995818.0
8000548.0
8123760.0
8129299.0
7998380.0
7996706.0
8245186.0
8246005.0
8124609.0
8120925.0
7977258.0
7988896.0
7997937.0
7999044.0
8258649.0
8248939.0
7993410.0
8243348.0
7986854.0
7982220.0
8132823.0
8120155.0
7993326.0
7994342.0
7997578.0
7986488.0
8129669.0
8118351.0
7998116.0
8117396.0
7986434.0
7997094.0
8124636.0
8126373.0
8128446.0
7984581.0
8256329.0
7986286.0
7997206.0
8255965.0
8000447.0
7985875.0
8236889.0
7994668.0
7986241.0
7987719.0
8128934.0
8000896.0
7998537.0
7984981.0
8129198.0
7988304.0
7994608.0
8116858.0
7997868.0
7999236.0
7979529.0
7998048.0
8123465.0
7993258.0
7992919.0
7986158.0
8116747.0
7999281.0
7984523.0
8129002.0
7983567.0
8381238.0
7975441.0
7987704.0
7982469.0
7998885.0
8375132.0
8128753.0
7986763.0
7997828.0
8131448.0
7868839.0
8104946.0
7981114.0
7994430.0
7997330.0
8375327.0
8128958.0
7991880.0
7998437.0
7983875.0
8132289.0
7979376.0
7992352.0
8117693.0
8000650.0
8250812.0
7981938.0
7983178.0
8382359.0
8124481.0
7998766.0
7988337.0
7995791.0
7998604.0
8509569.0
7994078.0
7998270.0
8507713.0
7987091.0
8125515.0
8125106.0
7974348.0
7998485.0
8121883.0
7998430.0
7982162.0
8131099.0
7999639.0
7998075.0
7982143.0
8108270.0
8132164.0
7998514.0
7997911.0
8129962.0
7998022.0
7991767.0
8118032.0
7982971.0
8383990.0
8112170.0
7992111.0
8125096.0
7997061.0
7990129.0
8129420.0
7986598.0
7995429.0
8108484.0
7996949.0
7995256.0
8130482.0
7969460.0
7988783.0
7994245.0
8113887.0
7995509.0
7995517.0
8125517.0
8127667.0
7922780.0
7985577.0
7988378.0
8124192.0
8518309.0
7979627.0
7986967.0
