msec task-clock
61.46
60.79
61.89
60.96
60.84
60.91
63.9
61.85
61.91
60.91
60.92
61.91
60.91
63.87
61.89
64.88
60.87
60.91
60.93
60.94
63.91
60.93
60.94
60.93
60.9
61.92
60.94
60.93
60.89
63.9
61.93
60.93
60.84
60.89
60.91
60.9
60.91
60.92
60.91
60.91
63.87
60.91
60.87
61.89
60.91
62.86
61.89
60.9
62.89
60.92
60.92
62.89
60.9
60.89
62.87
60.88
60.92
62.9
61.91
60.91
60.91
61.91
59.93
60.88
60.89
60.91
60.92
62.89
64.87
60.91
60.91
62.89
61.9
60.91
62.86
60.9
60.91
63.9
61.91
60.89
61.91
60.92
60.91
61.9
61.9
60.9
60.91
61.87
61.91
60.89
60.91
61.83
61.91
60.91
60.91
61.91
60.9
63.9
60.86
61.87
60.91
60.91
61.9
61.91
60.91
60.91
62.89
62.89
61.9
61.91
60.86
60.87
60.92
60.92
62.89
62.9
60.89
62.89
60.92
60.89
62.2
61.87
60.88
60.9
60.91
60.92
61.91
61.9
60.91
61.91
60.91
60.91
61.89
61.9
61.91
60.91
62.9
60.91
60.91
62.9
60.91
60.92
62.87
60.89
60.9
60.87
61.91
60.91
60.9
60.91
61.91
60.92
60.89
61.91
60.91
60.92
60.89
60.91
61.88
60.89
60.89
60.85
61.91
60.92
60.89
61.91
60.9
63.89
60.92
60.88
60.87
60.9
63.9
61.91
60.91
60.92
61.91
60.21
61.86
60.86
60.9
60.91
63.89
61.91
60.89
60.92
60.9
61.91
60.91
60.91
61.91
60.91
62.86
60.87
60.89
63.88
61.9
60.9
60.91
60.9
60.92
64.89
60.89
60.91
64.89
60.87
61.91
61.91
60.91
60.91
61.86
60.91
60.88
61.91
60.91
60.91
60.86
61.88
61.91
60.91
60.91
61.91
60.91
60.91
61.91
60.91
63.89
61.91
60.89
61.91
60.92
60.91
61.91
60.92
60.9
61.91
60.91
60.9
61.91
60.8
60.91
60.89
61.89
60.92
60.91
61.91
61.91
60.64
60.88
60.89
61.91
64.89
60.84
60.91
63.9
60.91
61.91
60.91
62.87
61.91
60.91
60.89
64.87
60.91
60.92
64.9
60.91
60.91
60.9
60.9
61.91
61.91
60.91
61.91
61.91
60.91
60.89
60.92
61.89
60.86
60.92
61.88
60.89
60.89
61.91
60.91
60.92
61.9
60.92
60.91
61.87
60.91
61.91
60.89
62.88
60.86
60.92
60.91
63.9
61.91
60.92
60.91
60.89
61.91
61.88
61.19
60.89
63.89
61.88
60.91
60.92
61.88
61.91
64.9
60.91
60.92
61.83
60.91
60.92
63.86
60.87
61.91
60.91
62.89
60.9
60.91
60.9
62.89
60.92
61.91
61.91
60.92
62.86
60.87
60.91
63.9
61.91
60.91
60.91
61.91
60.91
60.91
61.9
60.89
60.92
60.88
60.87
61.91
60.91
60.9
60.91
61.9
61.9
61.91
61.9
60.91
61.91
64.89
60.92
60.88
61.87
61.91
60.91
60.91
62.9
60.88
60.91
61.87
61.91
61.87
60.91
61.91
60.22
64.88
60.91
59.45
60.91
60.88
60.91
62.86
60.91
60.89
60.84
60.87
62.89
60.91
62.89
60.92
60.92
62.87
61.9
60.92
62.87
60.91
60.92
62.88
60.86
60.92
61.91
60.91
62.86
61.91
61.89
60.92
61.89
60.91
60.92
60.87
60.87
62.86
60.91
62.86
63.87
60.88
62.89
60.84
60.92
62.89
60.9
60.91
61.91
61.88
60.87
60.91
60.9
60.89
63.86
60.87
60.91
62.9
60.89
60.91
63.9
60.89
60.91
61.87
60.87
61.91
60.89
62.18
60.9
60.91
64.9
61.89
60.91
62.88
61.9
60.9
60.89
62.87
60.85
61.91
60.9
62.87
60.91
60.92
61.91
61.91
60.9
62.88
60.91
60.91
62.9
61.87
60.87
60.91
60.9
63.89
61.91
60.92
60.89
61.89
60.92
60.89
61.89
60.9
60.91
60.87
62.9
60.91
61.91
60.92
60.91
61.91
60.92
60.91
60.91
60.91
60.89
60.92
60.91
60.91
63.89
60.92
60.89
63.88
60.89
60.91
60.9
60.89
60.91
60.81
60.91
63.18
60.9
62.89
64.89
60.89
62.87
60.89
60.91
60.85
60.91
60.91
60.91
64.89
61.91
60.88
60.89
60.91
61.91
60.9
60.89
61.91
60.91
60.84
60.89
60.92
61.91
60.9
60.82
61.91
60.91
60.91
60.88
61.91
60.91
60.9
60.84
60.87
64.89
61.88
63.86
60.92
60.91
64.89
60.92
60.9
64.87
60.92
60.9
60.87
61.91
60.89
60.86
62.86
61.87
60.91
60.91
61.91
60.91
62.88
61.91
60.91
60.87
62.89
60.91
60.91
63.88
60.23
64.87
60.91
60.91
64.87
60.89
60.88
60.89
60.91
60.9
61.91
60.91
60.91
60.92
61.91
60.89
61.89
60.91
60.89
60.91
60.92
61.91
60.91
60.92
61.91
60.91
60.9
60.87
61.91
60.87
60.92
60.89
61.88
61.89
60.91
60.92
61.91
60.91
60.91
61.89
60.91
62.88
60.87
60.91
62.9
60.91
60.9
60.91
64.87
60.91
60.91
64.87
61.91
63.85
60.91
61.91
60.91
60.91
61.91
61.89
60.14
60.9
61.91
60.91
60.87
60.89
60.91
60.9
61.91
60.92
60.91
61.88
60.91
60.92
61.91
60.91
61.9
61.89
60.91
61.84
60.89
60.91
60.9
63.87
60.91
60.91
61.91
60.92
60.91
63.9
62.87
60.91
61.91
60.91
60.89
60.87
60.91
62.9
60.91
60.91
62.87
60.9
60.88
60.87
60.91
62.89
61.89
60.87
60.9
60.91
63.89
61.8
60.91
60.92
60.91
61.91
60.91
61.85
60.86
60.92
63.89
61.91
60.91
60.92
60.9
61.91
60.21
60.9
60.91
63.89
61.9
60.86
60.9
63.87
61.91
60.92
60.91
61.91
60.91
60.92
61.91
60.89
60.91
60.88
60.91
60.92
63.89
61.91
60.89
60.9
61.91
60.92
60.9
61.89
61.9
60.91
64.87
60.88
62.9
61.91
60.91
60.92
61.89
60.9
60.9
61.91
60.91
60.91
61.89
60.88
60.89
61.91
60.91
60.91
62.86
64.87
60.91
64.85
63.89
60.92
60.91
63.88
60.9
60.86
60.91
63.87
61.91
60.91
62.75
60.89
62.89
60.91
60.13
60.88
60.9
60.85
60.88
61.91
61.91
60.9
61.89
60.91
60.92
61.91
60.91
60.91
61.9
61.86
60.89
63.89
60.91
61.91
60.91
60.91
62.89
60.91
60.92
60.91
64.88
60.88
60.89
61.91
60.91
60.92
61.91
60.91
60.92
61.91
61.89
60.92
61.87
60.89
61.91
63.84
60.9
60.91
61.89
60.91
60.91
61.91
60.91
63.89
61.89
61.9
60.91
62.88
60.91
61.91
61.91
60.91
60.92
60.21
64.86
61.9
60.84
61.91
60.91
61.91
60.91
61.89
61.91
60.91
60.91
62.89
60.89
60.91
62.9
60.85
60.91
60.89
60.91
64.89
61.91
60.92
60.91
61.89
60.92
60.91
61.87
60.91
60.87
63.83
60.92
60.92
61.91
60.9
60.89
61.86
60.92
63.89
61.91
61.88
60.89
61.91
60.89
60.88
60.89
61.91
61.91
60.9
60.91
61.91
61.89
60.89
61.89
60.91
60.91
61.91
60.91
60.92
61.91
60.91
60.91
60.89
60.92
61.91
61.89
60.89
62.88
60.91
60.92
63.89
60.91
60.92
63.89
60.88
61.91
63.88
60.87
60.87
60.92
63.89
61.91
60.91
60.91
61.91
60.91
60.91
61.91
60.92
61.87
60.88
61.89
60.89
60.9
62.89
60.92
63.89
61.91
60.92
60.91
60.88
62.89
60.87
61.91
61.88
60.87
60.91
60.91
63.9
61.91
60.92
60.89
61.91
60.91
61.91
60.89
60.92
60.91
61.91
60.9
60.91
61.89
61.91
60.89
60.88
60.9
60.83
62.86
60.92
61.9
60.89
60.91
60.92
61.87
61.91
60.92
60.86
62.89
60.87
60.91
60.88
64.89
60.89
60.91
60.9
62.89
61.91
60.91
60.87
60.92
60.87
60.91
62.9
60.91
61.89
61.91
60.91
60.9
62.89
60.92
60.9
63.86
61.91
60.89
61.89
60.91
60.9
64.89
64.9
63.89
60.92
64.87
60.91
64.9
61.9
60.91
63.88
60.91
60.89
60.92
61.91
61.91
60.91
60.91
63.9
60.91
60.91
61.91
60.84
60.91
60.91
60.93
60.93
60.93
60.94
60.88
64.91
60.93
60.94
60.93
61.93
63.91
60.84
60.89
60.9
61.91
60.91
60.91
61.91
60.92
60.9
61.91
61.89
60.89
60.87
61.88
60.87
63.87
60.92
60.91
61.89
60.91
64.88
60.91
60.89
60.89
61.89
64.86
60.87
60.91
61.91
60.92
60.91
60.91
60.9
61.91
60.89
60.9
61.89
61.69
60.83
60.91
60.85
61.91
60.89
61.9
60.9
62.9
