topdown-retiring
444992144.0
442751166.0
450580093.0
443631545.0
443382362.0
443523962.0
465568512.0
449991952.0
451152715.0
443971388.0
444092898.0
450486821.0
443929127.0
464813070.0
451017247.0
471933545.0
443062186.0
443871537.0
443929109.0
443762003.0
465889140.0
444229154.0
443963022.0
443539003.0
443954320.0
451594625.0
444271373.0
442971182.0
443707968.0
465780409.0
451516393.0
443705265.0
442757118.0
443611210.0
443732694.0
443337555.0
443295252.0
443313926.0
443255190.0
443257655.0
465384471.0
443929681.0
443118751.0
451118671.0
443719817.0
456868194.0
450731541.0
443102237.0
457953285.0
443936863.0
443050733.0
458181010.0
443921668.0
443752757.0
457713977.0
442673817.0
443902500.0
458225765.0
451269134.0
443851242.0
444047545.0
450540841.0
434761883.0
442974161.0
443745343.0
443621428.0
444031892.0
457579902.0
472013943.0
443899643.0
443600387.0
457622837.0
451129632.0
443174330.0
457826813.0
443067634.0
443827341.0
465382649.0
450943710.0
443858688.0
451149703.0
443923977.0
443018371.0
451070603.0
451079868.0
443085328.0
443677946.0
450348270.0
451259572.0
443576605.0
443912735.0
450464661.0
451330048.0
443295737.0
443886099.0
450475674.0
443801263.0
465844696.0
442992316.0
450660692.0
443767861.0
444030446.0
450868667.0
451176098.0
443910106.0
443817187.0
457607856.0
457653256.0
450915788.0
450711358.0
442737797.0
443383738.0
443885534.0
443946963.0
458355011.0
457816131.0
443634246.0
457505772.0
443270401.0
443013212.0
451371667.0
450668629.0
443629595.0
443685946.0
443865601.0
443250069.0
451196631.0
450568515.0
443895384.0
450515478.0
443247096.0
443838710.0
450917332.0
451013678.0
451128767.0
443144263.0
458226262.0
443238869.0
443844927.0
458206103.0
444024778.0
443216045.0
457147344.0
443704063.0
443236349.0
443318434.0
451155851.0
444049697.0
443918847.0
443166424.0
451170451.0
443350867.0
443700744.0
450485617.0
443881661.0
443957622.0
442863846.0
443891680.0
450852307.0
443625828.0
443607039.0
443231728.0
450479441.0
443960129.0
443141043.0
451159617.0
443087954.0
465158697.0
442637014.0
443317551.0
443027024.0
443938106.0
464819826.0
451145822.0
443265358.0
443879402.0
451295361.0
436720583.0
449824518.0
442951807.0
443690887.0
443851793.0
464830657.0
451157142.0
443549345.0
443913297.0
443105035.0
451342046.0
442855366.0
443575533.0
450531950.0
444036081.0
457920053.0
442997582.0
443066367.0
465220946.0
450908669.0
443931517.0
443352715.0
443766391.0
443922542.0
472281053.0
443671356.0
443903973.0
472178063.0
443283559.0
450966099.0
450943373.0
442576280.0
443915951.0
450764504.0
443912908.0
443009951.0
451276001.0
443979928.0
443893208.0
443008906.0
450009002.0
451335107.0
443917518.0
443884069.0
451212910.0
443890212.0
443543064.0
450550740.0
443054920.0
465311417.0
450225455.0
443562132.0
450942867.0
443836861.0
443452154.0
451182842.0
443256200.0
443746275.0
450020851.0
443830703.0
443736679.0
451241748.0
442305038.0
443377447.0
443680581.0
450320700.0
443750746.0
443751204.0
450966180.0
451085511.0
439714285.0
443199552.0
443354996.0
450892679.0
472766118.0
442869325.0
443276648.0
465543235.0
443879003.0
451201027.0
443191630.0
457645355.0
451192139.0
443178060.0
443539752.0
472729283.0
443965909.0
443242095.0
472682431.0
443252939.0
444004612.0
443707979.0
443803198.0
451000590.0
450502761.0
443962861.0
449647416.0
451093490.0
443859278.0
443659975.0
443299253.0
450862814.0
442249190.0
443888887.0
450774432.0
443491578.0
442716939.0
451141714.0
442622871.0
443901680.0
450417900.0
443896558.0
443833949.0
450139890.0
443617241.0
451130690.0
443007148.0
457913139.0
443059316.0
443936751.0
443159696.0
465356559.0
450470441.0
443847502.0
