uops_issued.any
2181252
2285720
2348327
2293638
2292356
2302534
2311245
2320790
2279001
2299159
2333926
2376842
2348108
2361575
2361218
2369394
2382653
2378234
2325731
2298736
2331991
2325740
2323656
2272430
2377311
2269967
2326708
2288173
2167082
2383223
2254283
2352617
2361167
2240113
2298638
2360976
2333480
2368075
2367029
2366125
2377867
2312311
2373997
2342983
2377946
2308939
2257478
2324511
2367284
2318235
2352261
2339653
2325492
2285590
2335411
2342526
2324484
2342341
2191990
2334629
2333924
2331989
2367966
2355231
2366633
2376493
2328685
2272084
2325444
2358926
2322421
2376403
2327551
2352738
2296158
2361936
2313297
2344487
2352472
2324039
2359303
2321095
2339148
2293510
2344333
2319497
2307840
2307882
2355596
2293829
2290440
2335954
2344022
2355459
2346647
2232534
2258755
2366107
2261291
2364259
2385594
2367340
2339427
2282320
2349783
2371109
2290795
2377620
2263166
2318615
2281306
2367887
2344984
2339774
2265963
2219444
2295011
2325217
2311161
2246301
2226582
2294918
2376830
2263093
2344963
2368578
2365309
2344080
2366330
2230794
2316696
2326384
2300092
2264345
2378539
2384080
2302323
2287318
2302803
2272328
2326229
2262592
2288534
2315283
2294223
2339394
2232674
2372176
2287138
2266171
2367637
2311887
2366210
2295271
2242550
2283836
2325600
2236445
2360047
2377868
2301733
2348221
2230498
2293663
2265342
2385003
2326557
2322623
2298986
2273923
2358244
2258379
2276661
2320068
2252935
2282600
2320654
2337959
2319587
2235501
2291784
2255831
2270920
2321735
2365990
2250792
2250835
2310470
2268044
2325964
2302541
2207280
2283217
2245213
2367486
2279494
2265655
2338234
2278332
2365645
2248840
2296839
2299529
2266028
2341341
2299693
2347454
2226901
2220750
2332207
2306086
2346603
2285939
2368736
2321333
2303368
2362228
2298143
2306540
2310672
2253146
2316015
2372842
2381067
2267827
2364267
2367892
2247928
2300102
2254266
2371365
2228910
2317005
2370472
2361996
2278491
2309467
2257728
2344581
2268954
2312187
2346260
2333093
2337408
2337105
2353205
2364051
2321774
2322525
2328959
2322481
2257406
2334038
2328202
2303833
2264315
2313407
2261016
2285548
2317658
2252070
2285841
2286416
2329215
2315856
2329767
2331786
2368344
2249729
2372754
2363949
2273751
2379763
2211215
2371070
2282405
2311072
2165890
2339456
2374780
2324970
2365094
2353499
2278835
2368916
2374305
2325650
2305117
2354940
2380741
2363197
2345299
2369406
2324756
2259161
2356759
2284621
2380814
2257633
2377704
2268955
2352898
2236222
2340501
2266473
2248078
2262194
2303964
2233241
2335389
2330134
2275040
2337483
2239742
2328660
2297002
2324793
2357733
2233457
2330437
2315659
2321840
2360286
2378027
2377689
2382504
2299351
2313527
2381664
2300129
2310715
2296929
2288516
2308772
2274579
2371427
2294021
2326101
2336400
2311816
2372624
2337139
2359954
2370841
2259360
2177610
2331800
2337504
2227738
2253450
2260797
2385998
2320172
2333871
2299749
2311213
2259678
2234756
2294882
2380132
2309080
2295735
2265961
2365653
2352870
2244535
2285671
2371117
2250346
2285530
2256925
2327284
2274097
2348412
2285456
2365354
2242879
2300169
2260856
2345018
2245109
2347299
2311734
2360689
2293852
2334412
2319394
2356675
2361426
2279231
2321104
2192482
2183356
2169740
2262196
2328874
2344813
2252257
2355370
2230868
2287606
2230770
2283061
2296338
2319846
2361263
2286838
2328879
2358251
2379072
2317287
2367150
2321249
2338223
2260536
2384372
2250782
2361971
2289707
2314245
2357117
2377878
2231243
2324664
2173316
2215338
2237086
2236767
2383010
2337951
2313611
2179463
2382375
2195203
2324928
2350812
2317770
2340280
2195477
2276859
2345897
2307763
2238334
2289440
2373020
2275015
2309119
2294600
2260220
2355500
2305654
2342902
2362424
2290806
2346801
2336614
2222915
2348423
2257762
2353990
2255745
2213147
2340675
2275493
2380152
2188009
2370255
2233900
2340790
2321576
2303125
2281763
2324922
2268404
2275156
2309118
2369011
2382118
2252659
2293928
2301441
2263433
2362349
2325552
2356805
2268602
2233331
2236209
2209286
2311928
2339690
2370550
2355850
2227976
2383694
2292788
2293161
2356299
2322946
2192464
2289884
2296460
2266781
2338419
2359198
2316947
2276770
2215736
2281288
2336530
2316056
2365330
2223571
2299746
2262364
2261442
2240068
2320589
2259736
2305435
2312914
2290938
2258946
2317771
2340738
2331696
2284186
2248855
2319259
2299151
2383983
2208052
2262781
2179953
2326462
2304728
2275524
2361094
2247794
2233229
2277846
2257114
2282238
2247960
2280466
2243225
2285333
2291211
2227428
2238122
2308031
2271797
2246002
2205098
2286074
2238508
2331530
2373207
2238479
2264130
2217082
2384985
2325203
2362742
2260361
2382150
2291877
2246016
2242823
2174223
2332744
2325891
2228216
2325862
2312368
2257208
2276061
2309257
2218996
2328040
2331797
2226319
2246213
2267766
2358751
2340167
2246038
2362439
2288471
2307043
2311697
2234380
2359220
2273477
2257804
2358213
2319755
2271312
2286321
2326863
2266897
2296829
2296707
2211525
2257756
2310765
2269302
2184602
2292414
2379565
2250512
2265090
2241599
2266908
2217670
2361729
2249538
2270279
2263293
2243919
2255384
2250055
2308251
2234228
2284604
2281860
2240188
2371476
2248796
2303124
2249345
2355356
2288762
2352738
2306947
2276393
2192636
2362125
2282822
2303474
2228599
2341990
2309789
2216545
2276359
2248407
2262570
2320567
2380928
2261925
2268105
2304346
2252537
2320389
2355766
2337837
2363358
2273690
2251475
2249113
2205418
2378180
2172677
2377510
2220828
2327879
2354703
2217550
2354237
2266193
2361864
2337973
2333668
2262126
2340101
2317883
2319474
2269025
2272411
2309146
2264525
2246578
2283118
2302120
2377320
2324623
2343676
2279841
