topdown-bad-spec
4414122.0
4803827.0
4452017.0
4670847.0
4711452.0
4549392.0
4633529.0
4682940.0
4521717.0
4559827.0
4693217.0
4556767.0
4792568.0
4681570.0
4455433.0
4805900.0
4557580.0
4533128.0
4680609.0
4809323.0
4563634.0
4439116.0
4690854.0
4556669.0
4562352.0
4797958.0
4555977.0
4557994.0
4513102.0
4636627.0
4696134.0
4592752.0
4553876.0
4549370.0
4571657.0
4572785.0
4558400.0
4554022.0
4520516.0
4688309.0
4553523.0
4806518.0
4786966.0
4524034.0
4561503.0
4628700.0
4701175.0
4809607.0
4802419.0
4577095.0
4561450.0
4501161.0
4808490.0
4554483.0
4640268.0
4573014.0
4790022.0
4603010.0
4801041.0
4684182.0
4552300.0
4807623.0
4630645.0
4567550.0
4648990.0
4705260.0
4807415.0
4803152.0
4692148.0
4688309.0
4546245.0
4563627.0
4606431.0
4525190.0
4555233.0
4805467.0
4632042.0
4555968.0
4786456.0
4548367.0
4568662.0
4804328.0
4390761.0
4552065.0
4581938.0
4686375.0
4667128.0
4549516.0
4567362.0
4567255.0
4677606.0
4504831.0
4638350.0
4573494.0
4562516.0
4802827.0
4559487.0
4800069.0
4569520.0
4637534.0
4570956.0
4802753.0
4805023.0
4685853.0
4541358.0
4563326.0
4511307.0
4808196.0
4660345.0
4575314.0
4552607.0
4663434.0
4549740.0
4556550.0
4680353.0
4602723.0
4809131.0
4727561.0
4579908.0
4780311.0
4548117.0
4692230.0
4663056.0
4566372.0
4780316.0
4805804.0
4579450.0
4389767.0
4559550.0
4566732.0
4554595.0
4684160.0
4545101.0
4557844.0
4560891.0
4796826.0
4698534.0
4689863.0
4551010.0
4554099.0
4561724.0
4563098.0
4690810.0
4537697.0
4686441.0
4669244.0
4571234.0
4565373.0
4538880.0
4624305.0
4689365.0
4543091.0
4655459.0
4561202.0
4556004.0
4809893.0
4509408.0
4595749.0
4809166.0
4747817.0
4708108.0
4687403.0
4670339.0
4567916.0
4564959.0
4545408.0
4642929.0
4688347.0
4545732.0
4657717.0
4557232.0
4569023.0
4558428.0
4553897.0
4438231.0
4556720.0
4699288.0
4801054.0
4440609.0
4810469.0
4421758.0
4734309.0
4620011.0
4677478.0
4571604.0
4709782.0
4568310.0
4571230.0
4667008.0
4554927.0
4606803.0
4679541.0
4555204.0
4683178.0
4543565.0
4445337.0
4765243.0
4539903.0
4788588.0
4556621.0
4568597.0
4574366.0
4565573.0
4575609.0
4679457.0
4542781.0
4357736.0
4558590.0
4557160.0
4676072.0
4573923.0
4804625.0
4805782.0
4556262.0
4808657.0
4651910.0
4573879.0
4799924.0
4560443.0
4550642.0
4671194.0
4572830.0
4554099.0
4806313.0
4542119.0
4667578.0
4539010.0
4556083.0
4564605.0
4680752.0
4809896.0
4522684.0
4614129.0
4502885.0
4549829.0
4558755.0
4564008.0
4526147.0
4677301.0
4550248.0
4666400.0
4555437.0
4521590.0
4809189.0
4726729.0
4692355.0
4443225.0
4761604.0
4809047.0
4554913.0
4543342.0
4568712.0
4562898.0
4444939.0
4640384.0
4805844.0
4690391.0
4541178.0
4693081.0
4666874.0
4565951.0
4685426.0
4699141.0
4540022.0
4566704.0
4807268.0
4562233.0
4538368.0
4695903.0
4554012.0
4561315.0
4523149.0
4766007.0
4809156.0
4541417.0
4564601.0
4561635.0
4558787.0
4653371.0
4809323.0
4564198.0
4562855.0
4551820.0
4490898.0
4551841.0
4553430.0
4376744.0
4582333.0
4693321.0
4575053.0
4807667.0
4809643.0
4810073.0
4658527.0
4679364.0
4561379.0
4660220.0
4564556.0
4801964.0
4697606.0
4554363.0
4427544.0
4559348.0
4558865.0
4696637.0
4435495.0
4559453.0
4561228.0
4589595.0
4557032.0
4573348.0
4555867.0
4574699.0
4672948.0
4683403.0
4560477.0
4519754.0
4809681.0
4647928.0
4688596.0
4699244.0
4553173.0
4545524.0
4565457.0
4397741.0
4557610.0
4543744.0
4556786.0
4531454.0
4706464.0
4570292.0
4566325.0
4567813.0
4804565.0
4680430.0
4692964.0
4800807.0
4610631.0
4653564.0
4806225.0
4545978.0
4778564.0
4556883.0
4562703.0
4559818.0
4554006.0
4557978.0
4590411.0
4558722.0
4422265.0
4631776.0
4536975.0
4566999.0
4807047.0
4700801.0
4799353.0
4571543.0
4557765.0
4690089.0
