frontend_retired.any_dsb_miss
105920
103141
99770
102718
108834
107432
101269
101403
102356
102844
98544
100488
100057
105443
100864
102516
102164
106614
100682
103041
100137
100337
103186
103383
101468
104929
108083
100700
101440
99695
101637
106366
102725
101835
102594
105965
103225
99531
100030
103688
100687
99079
100346
101838
106733
99126
105667
106456
99007
100854
103417
100402
100513
101194
101811
105390
107851
101179
108137
100926
102928
99227
104164
100845
102351
100797
103706
102925
99424
99760
104970
98941
102427
100715
99784
107339
102910
105442
99464
108646
102658
102929
100413
102389
102618
106464
100796
108649
103503
104452
99353
100021
106684
101367
107300
100281
99037
100688
102448
102840
102798
105138
101298
105732
100186
99917
101418
103536
103674
102265
100619
105939
101163
106171
98809
107576
100451
103710
103354
103009
100854
99876
99829
103352
103023
99328
102046
103917
107446
99767
100230
99777
103400
102433
102056
108691
105950
99586
104325
102902
103240
101942
101526
100488
101973
100890
107005
107849
99133
102558
101753
105831
100944
102135
100174
102546
104981
99699
101877
101950
99355
106533
107609
102020
99809
102314
99384
100760
100650
105429
100812
108390
102812
103405
101631
105346
102540
104210
100694
100989
101734
103065
99751
101792
108498
98943
99915
102966
102587
100630
100417
103854
106191
100210
106759
101520
100230
99193
100655
100001
105359
101650
107090
100600
106981
104377
102938
104366
106654
105206
99275
102662
103062
101980
102465
104569
103141
101690
100879
104742
105679
100387
99956
105706
100845
100508
105858
102016
103107
108490
102115
108364
100025
99774
106491
101910
100207
104203
101764
102114
108029
102825
102771
107873
101323
104780
102581
100090
100176
100474
101108
100116
101120
102261
105847
104037
101844
105085
102255
100565
103481
101382
102150
102363
100624
100199
103563
99613
102952
108272
104222
106734
100471
104462
98563
100534
99275
104790
108722
99538
104779
98563
106829
100357
100298
100594
101226
102761
103214
103760
98638
101411
98715
98723
99964
99447
104919
107844
99644
105867
101254
103046
99184
100419
103951
108056
105317
99730
102409
103521
100955
108802
100177
100902
102323
104530
102276
102783
104834
103118
103015
100672
102204
107958
104479
105017
99695
103300
106750
100890
100206
101565
103392
101855
104870
102343
101985
104959
105231
105128
100599
100846
99167
101044
101653
102851
101304
105515
102575
99995
101467
99180
104738
107226
100976
103553
105012
100675
101171
104274
101581
99183
102671
105853
106422
99348
99122
103276
101283
105066
104712
102095
106387
102782
105195
101791
107439
103287
99622
104706
105285
102754
101643
104928
104614
101584
102367
104503
101689
105144
101518
103037
106628
102779
104945
105423
102161
99713
99285
100731
104262
106128
105082
101302
102035
102726
100896
103962
106230
102672
99205
103025
101007
100720
103027
104078
105179
100762
108398
105718
100593
105494
101581
101489
101284
102701
102344
103667
100571
103600
102350
102272
100365
106502
104570
99672
101799
103495
101889
99877
105113
100559
103306
100977
100249
104720
103832
102770
101181
100252
100996
104435
101344
103733
107214
102372
102535
102627
99622
99252
100012
99223
101524
101367
105727
103853
101707
103117
104513
101936
104520
100421
107950
104843
104529
106990
103188
102418
107209
100830
101444
100958
101690
102687
105966
103455
105125
101564
102375
104501
100211
104185
106168
98633
103822
101940
103571
104677
98998
105117
101800
103191
102950
103878
106502
106639
102113
100248
100730
102418
100053
107680
102756
103302
103479
100928
