Value
92853
93086
92801
98610
99021
95880
93642
100450
100127
95826
96371
96300
98746
99443
99983
91852
100405
98032
94709
92018
97147
96965
96926
100035
92742
97313
98214
95823
100752
92266
94318
101079
92166
92094
94643
94177
94370
95007
92021
98893
93850
94611
94644
98346
92812
101207
100101
94879
94791
98155
95226
92027
97224
92245
96491
91755
94636
100617
99872
100642
93016
99193
96785
94516
97801
99505
92989
101006
100212
96662
100759
95846
101292
96538
100056
101159
95675
100969
98542
96178
92057
97603
96272
97701
94176
94189
95872
100922
98972
100619
101097
97182
101041
100660
98227
93533
97993
94500
96762
94910
96922
98571
100816
93743
95706
99394
92651
97690
99621
94911
98141
98804
93479
98038
98185
101331
98601
100512
96967
99302
93076
94193
96955
91984
96898
98231
97963
97343
93355
99353
98511
92801
93672
96819
95545
100444
93695
99418
93618
92806
98762
93527
95025
95836
97519
96654
98557
99520
96852
93728
95398
91798
98745
95710
95839
97374
93938
101030
93633
95800
98500
96171
93339
95004
96844
95907
92667
97892
97462
96891
96213
95901
99716
96906
98138
93299
96069
95168
95411
92219
98838
94776
93285
95604
97552
94855
96578
101088
99320
91779
99618
93638
95122
92108
99151
99153
95722
99966
92688
96827
98188
94865
94739
92898
91811
98238
97396
97952
99921
96361
92001
95629
100699
91895
97152
100202
94870
98810
100735
95056
100218
92143
96844
92041
100312
100827
93678
93611
96166
92247
98466
96382
