idq.mite_uops
596708
603746
616644
593524
610449
581127
608417
580326
623285
587776
600928
592586
601504
606253
597957
570230
573670
583954
576196
570783
590490
584810
589972
584352
620767
589081
604481
619292
613121
593630
594421
608768
588614
608379
595211
624053
586674
615194
616059
609842
581210
574986
582740
575089
602030
599629
590922
615990
587499
600737
606742
595328
586266
574361
587238
602878
591993
603622
586228
606891
591101
585570
617294
579606
618499
573255
618346
618590
587973
581338
605038
601066
605096
574150
593965
617541
600257
591141
624628
583718
576942
595725
609887
579787
608150
596562
623498
589744
594380
579707
577877
622906
625069
605262
574873
594178
576861
588814
585529
600699
618836
594978
588557
613487
596613
624784
598631
624277
597684
604839
604260
605067
572982
589707
577567
603831
603458
598532
603929
604637
619147
607434
604845
579039
601307
612106
585047
597011
606565
586751
596459
616360
580639
584678
577949
615963
623538
623426
606727
610877
625566
582813
603811
574716
608957
579442
581202
598436
582781
592691
590832
585778
573673
594579
577689
615063
583032
568737
617426
605545
573621
611098
618451
624178
574121
579405
605989
600670
575154
604356
590594
615267
603514
587518
595477
610666
585827
590298
623869
589677
609206
618497
585501
609228
606669
579826
617886
585896
578462
599192
592000
621551
608077
589623
578209
611158
608054
611934
586664
616438
586323
602710
616543
590178
622624
587306
589577
601251
570459
577240
578636
592405
596769
608263
579482
622388
602507
575458
598052
582443
571074
595502
597815
580914
604277
606289
606243
615696
601477
601160
598884
580870
579657
600965
573172
566489
582821
574819
579118
576196
604786
577083
617270
600954
587460
607451
575636
607472
572418
575435
574694
582248
581051
614284
619190
574589
573996
597289
570783
581796
576870
597427
579420
574205
596788
573237
605327
583169
573459
577522
581400
577826
581478
597981
615135
617108
575590
601829
569326
612098
601146
571304
584225
620934
570850
608132
605369
581625
580872
593020
595946
585237
611007
606037
601349
584864
584411
598625
572807
582751
590105
581861
574164
577040
591668
622748
569156
571127
586947
576134
603624
582571
576574
599964
581526
574931
588427
603304
586604
577846
595494
614399
616160
602910
569139
598672
616397
599109
579567
598446
591682
604706
625272
610581
596680
619256
576458
586664
580180
583229
604343
579265
577422
604338
571133
578108
576222
609924
619326
574746
610474
583002
623414
599234
597404
569160
592141
595648
590361
577567
597983
577297
597274
618935
596935
602090
600998
595883
590154
567683
599256
580453
566060
600550
622953
598650
594850
606002
574951
614059
612958
605782
576924
583632
577913
623797
579955
593839
572798
593304
603553
590926
573122
570031
619617
603926
598284
624705
577146
598521
589859
608715
578527
604078
583850
624974
574179
602957
604225
585696
573073
574227
578191
579811
588370
595001
593255
584538
590221
616101
605196
595603
605671
621182
