uops_retired.stall_cycles
1640075
1528718
1612074
1581443
1528001
1586048
1586756
1532918
1525704
1547811
1534873
1515024
1565516
1622260
1533869
1539875
1615482
1609870
1581338
1605330
1641092
1541955
1553864
1521882
1601550
1568864
1610059
1516773
1538259
1637178
1580952
1549905
1552699
1624091
1661493
1563098
1558512
1550547
1546962
1592089
1628688
1580099
1527303
1555900
1624042
1576691
1647734
1575089
1561251
1599946
1558925
1555417
1529239
1524694
1568525
1590007
1591626
1534881
1534647
1614852
1587917
1605463
1553547
1534810
1566795
1616976
1600882
1527349
1522960
1569241
1521360
1571088
1617401
1625570
1557816
1562885
1576496
1569195
1524417
1631562
1549016
1522602
1577431
1599058
1527305
1577230
1590546
1613235
1568080
1555308
1559432
1571527
1616947
1528150
1519682
1541511
1651494
1599686
1647967
1546652
1568979
1543834
1531214
1517811
1580605
1514552
1521007
1536642
1591889
1552760
1629834
1587453
1614848
1572065
1541214
1513373
1569558
1590007
1633445
1605411
1566458
1574921
1569489
1559406
1618076
1647328
1566396
1569850
1555029
1620882
1649733
1521619
1533503
1525416
1521315
1573964
1614178
1593887
1566356
1541029
1524593
1529961
1553228
1642049
1540206
1525080
1665359
1611051
1561865
1569250
1543106
1616257
1608700
1607509
1543606
1625335
1638308
1551629
1558935
1553736
1614237
1531591
1553926
1622777
1536349
1522216
1593561
1584831
1539777
1512570
1537973
1590070
1580659
1614469
1582262
1527284
1611988
1551246
1533289
1650183
1592903
1582171
1581129
1612297
1607622
1586468
1551338
1543353
1624059
1572812
1557421
1573129
1556529
1619915
1614973
1596771
1523258
1553432
1536742
1570196
1600231
1623599
1587542
1561591
1520806
1544506
1598480
1639768
1522815
1570081
1603048
1542756
1577710
1621287
1631876
1514087
1601529
1543644
1597809
1546266
1656531
1530472
1606795
1607703
1574799
1580533
1564581
1617775
1540822
1583139
1529098
1549155
1613378
1554084
1609124
1542386
1561497
1623397
1533259
1534627
1573826
1524088
1622532
1666510
1641843
1573780
1602413
1612439
1608759
1548575
1613486
1557164
1586134
1644133
1532256
1541151
1521193
1563071
1602793
1562484
1619165
1539204
1637415
1659240
1637238
1656646
1582084
1513364
1564071
1643672
1627410
1594535
1665260
1582995
1585612
1535111
1591493
1590194
1622866
1539494
1594241
1601464
1619064
1592623
1554209
1547772
1545984
1594081
1603239
1523184
1586101
1565831
1586605
