uops_dispatched.port_2_3_10
509054
478033
479390
505548
512291
508670
499280
492382
482177
508959
490944
488411
484775
489387
499755
492706
494993
482697
511424
493301
481220
485586
495799
481578
479003
513708
485750
484740
482927
486784
485062
474167
493078
499637
493616
484953
485885
487865
493684
483722
495056
496499
485334
486969
498391
474296
491820
484478
512428
485429
480827
471813
479497
489337
497112
502654
498364
482874
488633
490350
491081
496292
497755
501659
481833
478851
492184
487023
490094
498536
500359
501834
485435
487436
507049
488333
494278
497749
492673
480439
483114
477818
485565
489189
488125
488193
489086
490507
478805
488333
482921
500324
486438
493294
489070
485027
488993
497748
496569
499058
495019
495669
485345
487543
499307
506015
494300
496181
485605
491987
484734
496843
498261
492115
496239
474082
478039
486188
490171
496869
494436
494994
482697
492370
489518
481276
485681
506646
489383
485111
494299
477396
511453
501735
485715
490118
490869
496421
482692
498147
496935
491417
500551
473521
488518
478861
494428
497686
498694
478655
483481
489074
488476
487566
489542
492487
477467
488536
469520
496978
493489
491665
474503
491439
486087
499477
487069
488062
484204
495696
483977
490672
502782
497383
486623
485337
477097
499000
485774
496458
495202
491703
490075
488162
495754
494119
495922
476523
483849
489050
503380
489922
481161
480602
490407
479632
476215
484925
485495
491094
492153
481896
485416
496235
484739
489361
470219
482950
477385
506148
486220
497217
478682
490983
478073
504515
485620
483059
479887
480304
489176
483682
489388
477659
484226
473742
487767
501214
488973
492250
502677
502949
497335
475289
483888
499499
501204
497542
494678
473557
489592
490777
480237
482369
494713
496885
479498
478049
482251
478458
497258
492977
491549
480783
498375
468422
478278
496283
491127
487097
475771
477576
483829
510164
487221
477740
487961
483863
477658
493138
502734
498872
496446
494778
491037
477193
479540
499627
503078
499800
488610
483782
491359
484480
496176
488805
486451
483057
488600
478631
498068
491336
514198
490270
488865
481656
479927
490315
506143
497707
487233
471516
500687
499065
497817
493803
500377
486251
488856
493247
494910
502529
491509
487652
485384
485571
496450
486232
506027
502946
495165
482496
481849
488722
487021
493732
489263
476649
480343
488561
492230
487821
493307
493073
494545
478655
483386
476259
476085
493240
470861
507387
473636
494070
491328
477720
484350
501110
487451
493318
486557
491143
476297
477524
481165
485465
498254
481096
482038
491764
498651
487605
478289
485869
495983
492031
497790
478333
486010
484231
484182
499059
496738
474884
487014
490441
496928
506789
492699
477269
485879
497095
487287
509237
497118
510350
484093
477684
500563
487140
500501
479173
484677
477393
494045
497302
506849
492305
495614
488979
501432
482571
498739
502455
493064
494711
488886
503271
496252
479157
498916
491682
499001
491791
481873
487834
483463
478869
491996
494072
490470
499639
491001
505206
505080
495070
480570
480275
492574
503336
500318
495188
497303
502421
500184
489169
499199
479812
486220
474972
488687
487288
499633
481554
492899
474021
495415
501774
485669
480756
475658
491945
484804
484999
509424
479325
477315
478714
486409
496636
484691
505795
484556
498703
476541
480247
474769
491698
496765
478351
504940
501928
477220
482836
497646
496789
485668
511689
500172
481545
483748
492680
483516
484866
492190
488654
474072
478923
496011
484257
500258
484483
487871
484219
487740
491506
501894
488178
504395
481463
477032
484990
499422
494245
489114
494634
484309
493357
487503
492458
508073
497558
488918
504119
479975
482314
477189
491854
492065
489593
479907
492766
486251
512823
511150
498845
498788
489825
489916
475415
500040
496463
499536
484705
472090
496540
485665
487253
494587
488447
493838
