uops_executed.stall_cycles
1329603
1240757
1307916
1273328
1326964
1243990
1215041
1219960
1212323
1219772
1247492
1227528
1237971
1236412
1256764
1247026
1231754
1215057
1237438
1276322
1247322
1219646
1240504
1217606
1249918
1290765
1231673
1217015
1254429
1298562
1222324
1208171
1259751
1290905
1303526
1213566
1229328
1235603
1286931
1220956
1243714
1231260
1240699
1229987
1277305
1290067
1291918
1279008
1240574
1243004
1304192
1263390
1274439
1270061
1231801
1221390
1232937
1294122
1289543
1257035
1275841
1228537
1285692
1233768
1217959
1245711
1227091
1319116
1241498
1279964
1223684
1224486
1225897
1322034
1301466
1246454
1229114
1211399
1226526
1291727
1243038
1228512
1218246
1245499
1236725
1246085
1292355
1284232
1292842
1221528
1222057
1251015
1208907
1222028
1279515
1225183
1211271
1260867
1243696
1210297
1232766
1271316
1216349
1208503
1283090
1279128
1231620
1257503
1230635
1281966
1299156
1266813
1244841
1264839
1228042
1258068
1297364
1231887
1237639
1242066
1291693
1285770
1264176
1253557
1220225
1254805
1287196
1303542
1305626
1279314
1276060
1237424
1295707
1319725
1223101
1216377
1281195
1240168
1246994
1283197
1228648
1243875
1237122
1218279
1227939
1267207
1261610
1297122
1245993
1228281
1216380
1208083
1247087
1233663
1213957
1258857
1225372
1302877
1299473
1311579
1223835
1308075
1208729
1300894
1299374
1253750
1222610
1259325
1209008
1277887
1272870
1255960
1303588
1255258
1242862
1331485
1254188
1269059
1293524
1210548
1296181
1291086
1321320
1260249
1305356
1233945
1243632
1265505
1238524
1287744
1285420
1224944
1227060
1261876
1234219
1260633
1285275
1269972
1229292
1280957
1285591
1282819
1295390
1232816
1260193
1313317
1255698
1264260
1262110
1257076
1211932
1327572
1285732
1283079
1226881
1254638
1229666
1296715
1289108
1256923
1277546
1267181
1249779
1310950
1217838
1240170
1221286
1318105
1242129
1276881
1208699
1211596
1280764
1237574
1323522
1256563
1257128
1249274
1295416
1227257
1270711
1279048
1247789
1239725
1263974
1317130
1300493
1277930
1235143
1282500
1226225
1324336
1258598
1257076
1247573
1296437
1257017
1282075
1231550
1270247
1269871
1284745
1283567
1226026
1290970
1262747
1254599
1241056
1258508
1297792
1269299
1214969
1235338
1265082
1226622
1274660
1236728
1235616
1215046
1265343
1273647
1295474
1207109
1324020
1258493
1288816
1293234
1244684
1238230
1290885
1266700
1259688
1272679
1272109
1262142
1257889
1245258
1220445
1238489
1304035
1311053
1272524
1261897
1300840
1303821
1279363
1294272
1237511
1207789
1230985
1228940
1208291
1294351
1233873
1257682
1221703
1244865
1243736
1255873
1253115
1237597
1243971
1262143
1286052
1281393
1308837
1258412
1212721
1255163
1295054
1268838
1248075
1273034
1264439
1305412
1252195
1207624
1293358
1296658
1301100
1223269
1269493
1210511
1251107
1323128
1305827
1291572
1229671
1234887
1271172
1281862
1209213
1289535
1301290
1276043
1230774
1217233
1287811
1237068
1296337
1313661
1266044
1224021
1285348
1229621
1324346
1273188
1316042
1212899
1211040
1224065
1284733
1290621
1323655
1210678
1246927
1308424
1302174
1261722
1222760
1241600
1281993
1308971
1299495
1247610
1287584
1235513
1234719
1263779
1266819
1242777
1211880
1239073
1257647
1295232
1263735
1284349
1287013
1296605
1229729
1266760
1290863
1233157
1299971
1238262
1323840
1263192
1223484
1281974
1277072
1295752
1267879
1227347
1221744
1277523
1317661
1289217
1247392
1310126
1295199
1255946
1293803
1314128
1294322
1240118
1275492
1304744
1328817
1311117
1226375
1299876
1229649
1213316
1237529
1275116
1236802
1214719
1247195
1269318
1275279
1284258
1270484
1284819
1258541
1242924
1277607
1287085
1302717
1293982
1270902
1250829
1271131
1251269
1314872
1276841
1249762
1273319
1272201
1279638
1302534
1314145
1252488
1247545
1258144
1208214
1280813
1277017
1312802
1280141
1323169
1301974
1268387
1273968
1263901
1262128
1256302
1269770
1270497
1263375
1292191
1293091
1256947
1282457
1254303
1275323
1288801
1298280
1307391
1232764
1257230
1236984
1254488
1308680
1234559
1262215
1234960
1320966
1298296
1248723
1243631
1321362
1257584
1268995
1263839
1328645
1224107
1258027
1268803
1303595
1303500
1270775
1242968
1220996
1249166
1319742
1301906
1226341
1280393
1271101
1268042
1330040
1235670
1281817
1316596
1255255
1296201
1227494
1333119
1241212
1311825
1257460
1327994
1296084
1259640
1296032
1256022
1226051
1272048
1296015
1239368
1217107
1273676
1230291
1333949
1279815
1251673
1233406
1274235
1243640
1283729
1266235
1296338
1222697
1266994
1277339
1217909
1273969
1244799
1304714
1227194
1306815
1229534
1240892
1263212
1227159
1288215
1273339
1229652
1253383
1241605
1263022
1212253
1249393
1233034
1323647
1265232
1309857
1249812
1233409
1254382
1220044
1313982
1301419
1222664
1267917
1246802
1260391
1328834
1333811
1265115
1323170
1300785
1298851
1255430
1224688
1305310
1318269
1247600
1243845
1230964
1208017
1314045
1305805
1239059
1256168
1271819
1296917
1265347
1259593
1294623
1212051
1232401
1309901
1235903
1253526
1252047
1257218
1238651
1288341
1284047
1295869
1312737
1222536
1229970
1265812
1258422
1264213
1279536
1251502
1248725
1239061
1221855
1293244
1266896
1226163
1281312
1256285
1274544
1239444
1273876
1225703
1261481
1222998
1220435
1210796
1261235
1248084
1236455
1246146
1276670
1234841
1241199
1303077
1287097
1252221
1211254
1263899
1247734
1235786
1211215
1295548
1287489
1214484
1313342
1261183
1273602
1272126
1222463
1245637
1270969
1312356
1216655
1228253
1224862
1273903
1251306
1288815
1266663
1223484
1265410
1284843
1212342
1251368
1302100
1276993
1228984
1270579
1248510
1333719
1232883
1207750
1233682
1265472
1248305
1289599
1299369
1271618
1261471
1299057
1270600
1207085
1248523
1217503
1254040
1278797
1237776
1248722
1268147
1214773
1253514
1220678
1275460
1290113
1235725
1230936
1231909
1227503
1268468
1247778
1247401
1303878
1268164
1211117
1254633
1297899
1221350
1211009
1216029
1259424
1267507
1309783
1276602
1249867
1291905
1297239
1252222
1243488
1279774
1239127
1263310
1207294
1216059
1239172
1314587
1246505
1227277
1236340
1289407
1236403
1220016
1219313
1282518
1218509
1284024
1285884
1272190
1230970
1272958
1228323
1259049
1286951
1263324
1279126
1278436
1259411
1222395
1270477
1269113
1254944
1281303
1240773
1228133
1224036
1303376
1300482
1210445
1266327
1220911
1268166
1252058
1293447
1261835
1252290
1282754
1289450
1272421
1243803
1230747
1258769
1256872
1259484
1331498
1279437
1251794
1242263
1292371
1239401
1326938
1247255
1231505
1243044
1261746
1222816
1224517
1245531
1214362
1332393
1290388
1237011
1225432
1237948
1219474
1332093
1254761
1238314
1262763
1252952
1285180
1293979
1208032
1299700
1214181
1256102
1299428
1283369
1261043
1250549
1207519
1252393
1290869
1258042
1330919
1300993
1266588
1294858
1315620
1308758
1310301
1254326
1307302
1279472
1257710
1248755
1284830
1226062
1280657
1288443
1281414
1327182
1272342
1285727
1305760
1310224
1250775
1219758
1249001
1310009
1279151
1305702
1241610
1289153
1272461
1277962
1289215
1285974
1261949
1289477
1333273
1314322
1328012
1255072
1273567
1244873
1227572
1241330
1284464
1254242
1275243
1241601
1237605
1271393
1251398
1281034
1224813
1307312
1288602
1207515
1235740
1250805
1295725
1213890
1311599
1271812
1305274
1219137
1267370
1270541
1303613
1265082
1282320
1245517
1292611
1329727
1301001
1289304
1246794
1241208
1257994
1228216
1220605
1235808
1260862
1246505
1305954
1260897
1227316
1220911
1256946
1265008
1271795
1280664
1272902
1255161
1237784
1297664
1291363
1272263
1307815
1244331
1273898
1321461
1329880
1278355
1245267
1261129
1322524
1229886
1273669
1228132
1291271
1287849
1329588
1278008
1287331
1226077
1258508
1238213
1316355
1274917
1284399
1210065
1281908
1247297
1301347
1225331
1248480
1224007
1245208
1319654
1254693
1223295
1224875
1278874
1231544
1228032
1319601
1281377
1261772
1270274
1251308
1281960
1239632
1254109
1283160
1294598
1256113
1291968
1253541
1261837
1321530
1322584
1261984
1275947
1209171
1297548
1219802
1237638
1240791
1259562
1237449
1238021
1316967
1264325
1232939
1262820
1253787
1332376
1223993
1220597
1264634
1306718
1285516
1305870
1284965
1279419
1249189
1259533
1259331
1254379
1250751
1259900
1256415
1228595
1313767
1295335
1300184
1251621
1240182
1320946
1275085
1255818
1318899
1252319
1327195
1258821
1282807
1291340
1226405
1251268
1226481
1284471
1244823
1316854
1233213
1239360
1266117
1257884
1271198
1307863
1273187
1241707
1259524
1251176
1285830
1256696
1271352
1301073
1242427
1259583
1313863
1311768
1271532
1301638
1245198
1256184
1270124
1292979
1304353
1242408
1288749
1282687
1266744
1309132
1318594
1263262
1278721
1332033
1301931
1299989
1247208
1228220
1293440
1232112
1297045
1246347
1256172
1289168
1242820
1211751
1303199
1299881
1249886
1239064
1216874
1251670
1321472
1282620
1294249
1244168
1256322
1235844
1325495
1321090
1208307
1239473
1262022
1247378
1268071
1273472
1239983
1237973
1292112
1281824
1275735
1253731
1212158
1291788
1233274
1235564
1226821
1309402
1239718
1290225
1265879
1280508
