mem_trans_retired.store_sample
94198
94053
96546
94069
96912
96089
96501
95401
95973
99524
96044
93908
96600
95328
96088
94249
96929
99326
100034
98771
94164
97864
95754
96083
96504
96859
96533
96387
96399
100950
94933
99010
97396
93945
96342
95422
96576
96110
95843
95962
93933
95642
97986
95527
96635
96017
96001
97177
96444
96028
97344
98647
96029
100920
96308
96476
96578
94428
96105
93518
96506
96972
96648
96999
95548
96336
96484
97369
96850
98963
95468
96151
96412
96463
96688
93305
96442
95927
97509
95795
96703
94052
93936
94831
96237
95948
96139
96214
93984
96416
96493
96953
99607
96165
95847
95850
99601
97433
95852
96650
99245
96433
96023
96608
97001
96408
96622
96514
96074
96963
96582
96533
96032
99826
95828
97787
96663
96329
96803
93991
97606
97718
96088
96143
96174
96316
95845
95774
95603
96490
95502
96368
94175
96587
95977
94673
95843
96443
96094
96911
96535
96545
94414
96562
95996
95425
96444
95689
93712
96608
95634
94025
93649
96852
96587
96473
96426
96356
93609
96638
95995
96027
91634
96113
96572
96998
94474
97884
96041
96646
96475
94574
93881
96582
96165
96056
97324
96025
93443
96158
96225
98713
95828
95988
97503
93560
95989
94366
98290
96074
100318
95867
95462
96014
94891
96510
94121
95531
95563
97791
96071
95960
95332
95353
96491
95790
96084
96053
96070
95615
95645
96021
96404
93698
98177
96205
96140
95756
95064
95320
95609
95785
95873
100605
95483
96012
96188
95936
95658
95649
96078
100938
96145
95995
96225
95048
93593
95724
95633
95155
93108
100511
95664
95633
95812
100838
96277
95602
96182
95110
100889
95663
96086
95882
95693
96006
95965
96335
96081
95485
95900
93604
96004
96010
96036
96428
96189
96581
95826
96499
95988
95455
100271
93945
100950
93606
96407
96346
93648
96575
95961
95773
96024
96013
96069
95770
93875
95815
95752
99985
96415
96256
93646
96009
96466
95076
96535
96560
96525
96612
96010
95988
94353
96075
92977
96294
96072
95510
94753
96064
96133
95885
95834
96475
95847
96296
93904
95318
96481
96613
96415
94075
94974
93429
93517
95415
96253
95959
95568
96353
99258
99858
96084
96886
99379
93996
95454
96160
93579
97794
96108
95355
93231
95785
100849
95574
95832
95680
94298
95435
95650
92995
98938
96176
100722
95992
95633
93588
93027
94105
95937
96068
93162
95074
94885
95621
93217
95854
96927
95515
96388
96225
95357
100931
100577
94833
95197
95883
95592
96128
96200
96174
96509
97930
96946
93182
94550
93709
96505
96089
96247
98940
100904
95824
95930
95671
96505
96290
96008
95921
95888
94228
95600
92362
95957
96316
96290
91494
98393
96244
95560
99756
96418
95902
96646
96132
96164
93610
96067
96385
99992
96448
96372
95451
97850
96282
98439
96884
93518
94001
93654
99450
96053
96047
94120
95409
96279
96019
94633
95457
95983
96037
95961
95983
100768
95971
96160
94264
96212
96012
96051
96202
96329
96930
96477
97894
96331
96026
100383
95856
92035
95694
95552
96222
95633
95975
95666
100347
96611
96005
95169
93157
93664
100918
96128
97165
95572
96202
95123
96230
95559
93666
95665
93455
93245
96717
95802
97346
92548
96317
95590
96145
95285
93800
95216
96131
100894
100513
95857
96216
96083
93110
98727
96576
95513
94091
96748
97104
96323
94052
98517
96901
97285
97779
95980
94571
96443
96325
92108
97514
95949
93808
96020
91440
96303
93120
94930
100016
97083
96245
96412
96353
97169
95473
98518
94313
96358
96025
97087
96223
93080
96683
94942
95329
96491
96039
96561
94018
97677
94324
95669
96041
97001
96036
96179
96442
92925
96157
93560
95626
96478
96197
96500
95760
96485
95981
99463
96399
96286
93609
92493
96641
96381
96013
96440
95426
96429
95559
96487
94506
95961
100866
96347
98594
95717
98492
95008
95682
98110
93725
95483
96987
96447
97104
96538
95196
98944
92641
98181
96505
95687
95715
96614
95728
95317
93425
95285
96413
93594
95258
95649
94177
95798
95668
99218
93155
96642
95549
96699
95896
96144
100813
94162
98888
93988
97974
100254
96018
96453
98317
96081
95606
96512
95943
95265
95326
96207
95994
96232
92385
96381
96071
91354
95561
96320
96023
91386
94465
95469
91493
96215
96488
91392
95484
99070
96907
93740
96226
98385
96444
93054
96264
96720
92174
96007
99820
95816
91384
95946
96027
96445
95988
96008
95916
96133
95872
96383
96584
99116
96355
95166
91366
96444
91500
97836
96280
96020
93665
100717
95946
100464
99278
95599
95558
93260
95819
100945
95316
93185
95602
100958
94839
93753
96548
95818
94219
93227
95326
94117
94999
95538
96017
97147
92507
96143
98831
95904
95751
96031
95889
96690
96564
96445
99416
98077
96016
96404
98370
99702
97288
96131
92776
95528
94654
96035
93381
96024
91667
95232
93874
98108
95399
96016
96036
92359
96146
93427
98499
96177
91873
94380
93592
92911
100815
96117
96521
96389
93934
96953
94843
96021
96011
99305
93935
99978
100832
95841
96443
96135
98619
96051
92938
92576
99243
93714
95512
96156
92084
100016
94070
99200
96461
96116
94335
93176
97225
96213
95477
93703
95653
95516
93274
96843
95587
94050
94304
96835
95757
94774
96206
96084
95423
95026
95862
95269
95799
95814
