l1d_pend_miss.pending_cycles
884559
879647
950068
878716
933230
872517
949423
897765
876907
882341
948440
891671
923931
881311
884708
870783
881488
866508
926988
898380
892915
926488
908591
928904
903242
898965
933884
882060
870167
926301
939886
877601
883211
904979
879408
906071
920895
936911
921584
870337
872698
951382
865724
953581
882078
874739
878099
923207
876292
867924
948560
936464
866987
946661
882016
877790
938184
947819
891540
910023
899429
913181
866026
949736
951961
877181
873352
874166
948577
874847
892273
946644
892796
919124
874715
865942
876589
874451
942537
893791
938072
874065
942262
904235
869589
881226
911848
884552
932462
894944
933803
910544
922865
948150
874733
888360
886993
874771
951052
873523
933141
869039
869892
952814
878067
887799
917956
868147
914066
866259
927729
932237
885865
881001
931950
884596
953956
938408
892711
948285
905529
904262
888870
908070
928684
947136
896075
938176
887112
887579
879232
953876
891017
928858
863347
864315
879138
899322
948160
874612
867272
873692
863471
948063
870080
944335
951521
885134
877944
953328
896884
947577
877205
888148
902462
921492
887369
937546
884911
893201
872994
902333
948542
891346
889435
952632
875849
879981
948418
892630
881486
938870
875323
887812
900468
946289
883638
897446
866598
874014
870786
942566
929218
950654
939595
879578
884087
880832
929408
865247
880618
949729
868680
884804
892309
864468
937065
873994
867680
864900
888954
950446
949232
866118
883413
937289
886085
948188
884090
948820
883943
931935
952275
871912
869794
896615
949224
899048
952867
937987
913074
933458
943893
889247
906135
868079
920309
863861
935377
887138
934565
902020
947477
886838
872906
923963
913776
898016
948879
910912
921662
892201
881566
896504
864107
869599
952422
878918
870561
892573
867103
950223
948938
873272
868350
901404
946757
938799
934505
893363
918516
869622
903869
900886
866893
891133
893872
943121
865449
866516
899156
864985
889525
873206
937401
925325
934482
893352
901630
908154
902303
912596
885125
941941
950483
883871
948034
900684
866586
880989
880575
898820
889406
925595
876702
945739
864323
872364
866458
879028
880673
886371
934400
873706
888906
936109
873493
922008
874146
874760
946336
913258
933842
888887
876527
872125
867782
950481
933548
865087
881501
945036
880628
884615
951409
872421
951988
885440
865201
947274
936114
909031
898595
935753
928754
866871
923478
872731
951914
923318
871744
896793
923378
894510
916991
943946
945822
909146
912106
893967
939438
871250
886796
875115
873905
878667
877034
876772
864118
909476
876452
937794
890034
866499
915720
878551
876927
883858
895721
892653
947257
883658
904534
899881
927943
924120
882823
865345
886758
886121
893300
863917
929858
937066
882428
927730
889025
908440
895914
902465
866837
892039
950223
927362
908102
888404
896195
944932
882310
868901
942643
885963
942953
868969
866750
943716
884754
864791
887945
947130
880894
936796
895199
951190
865522
928560
887043
952269
904321
937912
891276
931986
874594
951009
900994
940052
865119
941139
911594
906467
921780
915882
877118
866492
936007
894665
930143
930021
945699
943627
872473
913064
922661
865802
872216
865115
942626
951128
934471
947065
870573
869222
944020
901416
868268
902167
940770
865932
867513
863580
937960
906205
907970
912356
881961
888151
947762
885129
940415
911535
896927
881731
882913
921307
883734
901799
866951
873499
913615
948472
871201
951570
948436
865129
950186
904355
934680
872262
869845
938573
882568
904351
864172
921191
881587
874353
925846
907517
864938
863351
882422
926793
888843
936714
893429
930034
935722
907636
889588
900645
946579
864542
931195
913888
889089
935305
900841
897097
898158
938481
935047
869441
909480
932955
944568
873832
886859
945823
873959
870766
947974
885580
894503
944803
933878
882368
926132
874456
887562
911205
945825
883614
928816
924419
908540
921352
939979
953443
949339
936801
887106
885020
896376
874493
865428
887001
885209
882088
893944
871573
916348
943985
874361
931821
907693
867377
872716
889817
872413
941671
899015
887660
939266
942652
874775
871005
872836
934658
869446
863237
934435
929210
921346
