frontend_retired.dsb_miss
50974
49041
50298
52192
51821
48351
49497
49074
51357
48138
49888
49759
50876
49826
51051
49855
50873
50667
51476
50364
50722
50018
52166
52733
51872
48470
51705
50155
51017
49281
48376
50094
50933
50119
50574
50301
51708
52527
48202
52553
51804
50473
49071
48802
48323
49308
51440
50003
48500
50393
51056
51896
48294
50393
50631
50992
48320
51382
48021
52520
51926
50592
52075
48920
48832
51173
48113
51776
49702
49072
51103
50967
50934
51958
48588
49431
52286
52134
50214
48292
52671
50603
49855
50814
48742
48711
50663
50086
49883
51322
52136
50209
52225
50393
50872
50274
51087
52673
51304
49702
48891
47847
52285
50514
48444
48358
50095
49506
51831
47842
49551
49463
49850
52469
51057
52133
48952
51203
51507
51507
51954
48500
49735
51897
51384
50812
50756
48264
51449
50756
48500
50726
51205
52735
49521
50633
49016
51418
50485
51866
48139
50334
52528
50455
51535
52438
52258
50154
51114
50304
48705
51686
50633
51986
49009
52135
47870
50212
50364
49495
50994
49492
51058
51116
51264
52225
52205
48233
48081
50091
50423
52195
49881
52467
49013
50061
50814
47752
49792
50994
51109
51405
51025
51863
50565
49423
49190
52437
49102
50454
50605
50423
50154
51866
51598
49193
49494
50214
51477
49220
50963
50878
50003
49977
50843
50365
51837
48050
50273
49220
48772
52590
48744
51836
50182
50603
51084
52317
49193
50124
49251
50928
51533
49614
48081
50754
50634
51986
50936
51588
50902
52223
52735
51566
49311
50212
52375
50964
48958
49792
50276
51324
51142
51356
52398
52233
52076
51113
51562
49095
52731
51388
50621
52678
51978
49252
49886
50576
50277
52286
52015
50333
51083
48315
51716
51265
50724
50574
51174
51902
49860
50064
51813
48319
50933
51301
50214
47753
50303
51086
51685
49190
48112
48926
52587
48773
50425
49974
51493
50900
52320
49435
48082
48771
52643
49584
51640
49716
49833
49541
51292
49727
50440
51346
50273
50718
51518
52346
50852
47764
50273
50934
51324
48561
51684
48888
49375
48087
52282
50064
50609
49164
51444
50722
49703
50847
48951
49312
51774
50487
50617
51233
50065
50382
48050
48496
51776
51330
48502
50295
49196
47872
51384
49671
52515
50877
51258
48053
51590
48876
51946
47958
51115
51377
47989
51347
49098
48021
48825
50903
48140
52375
50566
48385
48953
51774
51802
52436
48952
51686
52223
50545
51145
48141
49767
51379
49613
50486
48713
49846
48411
49582
50815
52136
48719
49281
51714
50371
49104
47840
48234
52465
49531
51480
51171
49217
49400
47750
51469
51144
51230
47960
49102
50147
48652
50124
51956
48593
48441
49493
50514
47809
50878
49370
48553
50275
51355
51895
48503
50213
50065
47840
48649
51412
48226
51055
50303
48644
48501
52133
48317
50026
50745
52258
49702
51619
47969
51260
50274
51298
51775
49643
51114
51947
51384
51413
52077
50243
48982
52017
52463
48710
52164
47959
49945
52737
50094
49822
48107
48954
51559
49741
52467
48955
52673
51033
51534
49373
48020
52138
51530
49238
49979
50345
49734
49732
51865
48680
51657
48638
50335
51353
50245
49464
48891
50035
51803
49997
50094
51952
51897
51982
50184
51020
49253
52413
51662
50644
50076
49554
51565
48770
51421
51776
47752
52435
49531
49492
52193
49220
49794
49312
50092
52308
50330
49792
52427
51706
51234
51361
49701
52673
48174
49819
52648
50418
52339
51716
51038
51234
49980
51746
50577
51696
52252
48357
52128
50272
52344
52492
48862
51812
50634
50275
49192
49095
51743
50534
50766
49582
50604
50933
51177
51234
50410
49841
49193
50363
52193
52496
52319
49791
51294
50211
49042
49813
50545
52102
51535
48321
51713
51743
49676
50876
51439
50499
50447
50811
50729
51084
51745
49613
51805
52223
51049
48712
49637
51235
50013
50420
50063
50310
51355
52569
50847
49685
48809
47812
51856
51387
48322
47811
51730
49511
50513
49854
52015
50054
50271
51027
49102
50094
47870
50304
49642
51775
50909
51195
51194
50332
51323
50544
52431
50627
52106
50164
52583
50532
49310
49971
50188
51296
50513
50487
51567
51751
48351
52497
50816
50933
49521
52530
48304
49823
49852
50303
50639
48076
49020
49558
48788
48595
52197
50305
51436
50152
51414
52376
47994
51474
50182
51475
50274
51562
48983
49959
49582
49312
49336
47779
50817
48592
48230
51836
49888
49481
48822
52139
51234
51746
52453
51571
51983
49943
52106
51247
49672
47932
52259
50306
48471
48860
49600
48873
49858
50844
50431
51542
51232
49258
47880
50976
49520
51203
51081
52368
50181
51927
49706
47810
49574
49522
50033
48311
52196
50934
48908
49162
51985
48232
51957
48261
52612
51849
50391
51380
48077
49942
52102
51419
47751
51239
49226
48713
49795
51567
50102
52316
49279
49579
48019
49287
51262
49403
51863
50065
49895
49794
50633
51536
48901
50394
50155
50302
52316
50936
50695
50608
50597
48729
49069
50393
50542
51658
50486
48145
49042
50755
49371
48078
52466
49134
52227
48141
51495
49457
49705
49463
50877
50333
50570
51594
52134
51983
52497
50424
50957
50671
49056
49193
50124
49460
49162
51479
49732
48769
49453
52076
49620
52496
51313
51745
51416
51263
50876
49733
49707
50369
50213
50396
48469
49823
50845
48802
52616
51146
51895
49637
50403
48531
49519
48259
52259
50242
49642
48485
50529
49551
50903
52715
50126
49821
51236
48444
49402
50092
49494
50621
49959
48987
52012
52508
50951
51238
48584
50269
52552
52107
50663
48688
49459
51240
50242
52162
49460
51836
49101
48831
50571
50753
51985
52014
52102
51828
49396
49677
51721
48531
50694
51632
52493
51089
51598
52048
52372
51708
51295
52735
50849
50407
52407
52032
50748
49946
50121
50572
50789
49614
49105
52076
52577
50755
49667
49647
51985
52590
50454
48653
52522
51070
50753
50524
49921
51114
51836
50420
51625
51207
51913
48887
51565
52138
50947
52589
48358
50790
50687
52219
49095
50393
50691
50094
52705
52314
48654
50251
51443
51684
51467
48339
51478
51360
49101
49014
52104
51974
51833
47991
51556
49974
49103
50724
49376
52595
52648
52248
52707
52383
50815
49644
49422
51392
51532
50937
51716
51596
49163
49402
52576
52294
51717
49401
48567
50309
50092
47967
52702
48328
51117
52466
49972
51927
49435
51272
49912
52590
48714
51953
49011
51931
50605
49882
48277
51925
51202
50125
49337
52763
47810
50154
51653
49492
51897
48770
51378
52495
50070
51200
48544
50034
51262
49093
48957
48630
47977
51443
50875
50513
50632
50256
49847
52435
49445
51119
49314
50156
49889
50544
49741
48711
48891
48561
48412
48650
52615
52252
48352
52223
52054
49894
50272
52225
50393
50333
50334
49201
51506
51543
49855
48562
48780
52765
51897
51255
48177
49551
49445
52705
52466
52044
50334
52040
51653
52188
52076
49970
50451
52765
50271
51309
49892
51052
50630
51298
48325
48568
50602
49912
50153
48560
49943
50186
52738
50483
48431
49374
51173
48854
49990
49732
52231
48021
47958
51421
51744
48088
48659
49643
52618
50665
52157
51328
52043
48202
49887
49611
50995
51726
49401
51296
51851
49140
48320
52467
48487
49763
49702
51475
49800
51082
49703
52219
49642
50873
50828
48529
50028
51568
49542
51564
48712
47962
50333
50634
51801
48892
50157
52502
50221
52039
51057
49822
50909
51203
50485
51165
50033
50452
47933
52645
50992
50484
49103
50184
51652
49402
51467
49053
50514
51025
50453
50876
51535
49577
50031
50274
50980
50545
48987
51506
52260
52678
50448
49963
51562
50955
49366
48920
47807
48354
49845
51645
51744
50297
50423
50340
48128
51098
51654
52359
50638
52468
48226
51028
49703
49770
52124
52244
51649
50692
51985
50994
51414
50184
51053
51744
50992
51352
49107
50087
49974
49762
48844
52167
50697
51627
52075
51472
47933
50390
48498
48905
51692
51144
51895
49913
52711
50123
50153
47961
50365
50892
50183
49581
48592
49345
48802
49342
51495
50992
51565
47797
51056
51113
49671
49642
50634
51295
48034
49590
51803
50271
51265
52104
49853
49522
52542
51277
51235
48352
52217
48408
48442
48610
49792
49943
48323
49533
48797
48353
48142
52256
48893
49521
51242
50220
49073
50003
48110
49822
52163
49490
49703
52736
50031
49103
49074
52439
50708
51417
50392
52466
48769
51295
49610
50543
49974
52317
51475
49163
51564
50929
50052
48243
51115
52195
52568
50116
50034
48709
52135
52168
51866
50003
50033
52583
50811
49641
50182
50124
52227
49229
51472
49491
49409
49221
49009
50302
52603
51413
52431
49428
49104
50034
50777
51236
48988
49072
51836
48412
50745
51506
49852
49781
48890
50721
52437
51207
51965
50422
52225
52616
48470
49582
52227
50136
49733
50903
50905
48983
49253
48473
51655
52134
50334
51684
50032
49646
51235
51715
49193
50513
49073
49914
49763
50063
48896
51684
50876
50549
49520
48534
49958
51437
49703
51865
49641
50032
50758
48353
51869
52737
52016
49616
48936
49252
50962
51116
51142
48699
51598
51082
51237
49494
48139
50756
48750
49881
48112
51706
49883
48656
50542
52047
50182
50813
52603
50963
52436
48716
50154
51716
50513
49430
50219
51677
48351
50306
51615
52495
48830
48668
52243
52330
50210
50321
50609
49973
49161
48711
50747
51535
50211
52406
52406
51241
51595
50872
49495
50446
48801
51615
51325
50696
51383
50080
50611
52673
51536
52133
49553
49674
50662
50710
51565
50436
52493
51897
50263
51895
48953
52743
51153
52582
50246
49374
48156
52254
49677
51684
51758
50931
50721
49135
50242
49938
48591
52194
51844
49583
51836
51891
52546
50340
52163
50874
50454
48982
49873
51775
51776
49763
49195
52493
51928
51445
49854
51531
49884
51022
49372
51773
48652
50035
52166
49018
50664
51173
49314
51276
50741
50061
49849
50481
52583
52674
52615
51925
49709
51716
50400
52345
51180
52443
52314
50818
49395
50553
52023
48358
52133
49160
47929
48530
48258
50182
49310
48482
51324
51685
50222
52164
48811
50490
49855
52132
50458
51895
51206
50243
50004
48833
51293
51176
48953
50063
47961
50936
49192
50398
49495
50905
50726
50752
50663
52748
52742
52197
48772
50153
50569
51474
51529
48141
51236
50394
50844
48141
48021
51353
51683
49372
51625
48441
51346
50888
49193
52557
49581
49816
49915
48929
49674
49427
50480
48770
50213
50070
51091
51714
50986
49553
51042
52767
50545
51924
49612
51477
49645
50514
48531
49316
51472
52045
51715
50853
50263
51114
51537
50273
47958
51723
50364
52197
49131
50879
49790
50213
49431
49733
48862
50447
51028
50848
51890
50604
50092
51288
50396
49345
49399
49493
48862
49615
48639
50753
51811
51837
50469
48896
50609
51431
50124
52074
51956
51169
51356
51770
50604
51081
50595
49703
51354
51918
52403
48592
52040
50573
50509
48050
49767
51322
49700
51744
52492
50612
52653
50093
51715
51468
51811
52736
51445
51654
51534
49556
50483
51911
51505
52645
50860
48983
50575
51503
49733
52045
51024
50125
51026
50664
52643
51233
50932
49761
51533
49592
51384
49792
49701
51414
52616
51562
51295
50631
52126
48051
49492
52554
52077
51690
48651
50756
50275
51714
51666
50811
49797
50185
49734
50022
52136
51210
51175
49858
51654
51625
50333
51957
50303
48528
48712
49373
49462
52194
50329
50933
51476
50833
51565
49071
51393
50451
50695
51919
52224
52441
49793
50394
48800
51507
50340
49462
51716
48593
49222
51117
48741
49512
51477
51325
49193
51500
49551
52287
49972
47871
50994
50660
49613
52078
47839
50254
49463
49612
49585
50451
47901
51413
52370
51171
51536
52053
49043
48073
52374
52132
50907
49970
52040
49464
51385
49436
51511
50072
51591
50896
51953
51943
51356
50965
50963
49912
51505
48017
49987
52130
51559
50035
50749
49372
49955
50213
49019
50657
48952
52075
49973
50211
51632
51451
48968
51621
49913
51052
51555
50394
50752
49770
50145
49159
50810
49520
47949
52145
48172
52510
52681
51895
50458
51446
52255
49133
52110
49491
50121
51506
50551
48292
48919
49882
50335
49702
50756
51115
51074
52073
48714
49164
51837
51808
49941
49732
52378
48442
52347
50965
52198
49552
48533
48146
50272
49515
52584
49973
49522
49249
49645
49761
48227
51115
48296
49282
51714
49586
48201
52628
47779
48291
48355
51115
52197
52435
51120
50338
49432
51573
50715
50214
52137
50607
50392
49401
52383
49553
51715
50723
51895
51148
48351
49570
52141
50811
49038
52484
50727
51135
47996
52258
50075
52613
49823
51057
49463
49702
50271
49733
51625
49341
50995
49129
52345
48532
51833
50339
52000
51058
49901
50155
50935
52498
50725
48200
51141
50572
51143
48714
50899
52505
50001
50251
50424
