frontend_retired.any_dsb_miss
98712
99645
99442
102031
100918
102828
99791
100020
99068
101768
100839
102112
101163
100197
107508
101782
103854
100697
104722
103054
102055
102743
100680
100457
101959
104213
106548
103653
104285
99585
102533
101352
103361
99770
103584
103506
100047
103027
104304
99225
101310
99764
102604
104302
99690
98564
100805
106807
101004
99235
100928
102541
102449
99644
100629
100068
101566
101126
105116
102880
102923
100822
102058
100325
107158
100207
99268
104317
103645
100001
100973
101107
99782
100963
103425
108413
100658
107429
100798
101457
103807
104295
100741
100061
103685
99658
104809
100531
100802
102903
100966
102716
102003
100224
104661
99531
101929
102400
107685
102688
100911
101034
105455
102201
99730
100633
100936
100519
99831
102563
101813
102953
104400
103549
105812
103196
102403
100142
102922
105040
101422
107739
99211
102190
102956
99936
106570
100030
102445
100320
104398
106368
102227
101719
101817
105104
99305
99391
98630
100210
103222
103672
101683
103571
107158
101967
104374
101671
100162
101983
103030
103414
98690
100000
105922
102227
101491
101130
104955
101419
107474
102309
104076
102641
101669
103448
100950
100260
102542
100347
102977
104074
100365
102328
102255
99637
98648
104665
101909
101587
98814
105109
103645
100537
99690
103403
103460
103369
108007
100958
102504
101569
102771
101079
101864
105493
100850
103712
99346
103211
102398
99163
101749
98971
104702
101420
106611
101025
103813
103891
100143
102326
99239
100567
102574
101926
102179
101946
101716
99374
104678
99883
101741
104874
101648
101073
103759
102324
102369
104904
104661
105177
101405
103657
102716
103086
106131
101339
101961
99179
103721
101800
107044
98641
102545
103856
106310
102660
104275
104359
103849
99632
101662
103542
103343
100909
101795
100575
106444
98645
102163
101779
105853
100029
101728
103536
99759
102300
103135
105997
100305
102786
104668
103400
103863
99531
102815
102047
99006
103737
101565
100215
104855
102162
98945
105344
101690
107359
98851
105588
99948
106498
101291
105488
106363
99768
100508
101911
107823
103734
104357
101818
101858
99866
101022
104667
103102
98997
100427
104822
106682
102566
100439
103098
101846
102608
100012
102329
101875
101547
101855
100955
102142
104671
105000
100745
102847
106727
103921
101849
99406
105060
100590
104437
98994
99058
103778
100254
99470
100094
102620
100319
104435
103884
99982
104698
100699
101168
106770
100826
100192
101388
102095
101015
103469
101426
102555
103919
106307
100582
105377
103944
102464
104652
103324
101417
98783
99868
101310
106953
100872
102495
102853
100902
104214
100293
102791
101038
99887
107588
108228
103022
107924
105660
100024
100745
103529
105717
104689
101546
102032
105732
101289
104589
105527
102659
107069
103126
101859
108373
102378
108563
103649
103668
104802
100815
101416
99876
105163
101719
102804
99736
106957
102528
103220
99547
100402
98470
103604
99262
103156
103375
103680
102446
105493
101498
105668
103247
103826
107232
102758
108195
103447
99040
104124
98513
100580
100553
100202
102680
102486
107052
100721
101777
106670
99310
103320
105230
100161
99754
99912
104417
99696
99898
102966
102293
103083
100781
100176
103195
99776
104927
103607
103743
108495
101185
106793
101794
99301
107300
102589
100742
101148
101300
103536
102344
105016
104653
107396
103728
103918
103632
100416
101523
103293
104412
103120
105639
99644
103468
99201
100736
98706
100054
102708
106929
100109
100064
104432
104140
101940
101862
100103
103137
100041
105246
104526
99237
105922
98660
99934
100461
103454
102641
103743
102386
99995
100172
101841
102284
101130
99500
99148
102596
