icache_data.stalls
32837
34557
35128
34441
35189
33418
33390
34109
35220
34186
34546
32713
33403
32608
33030
32697
33818
32427
33644
33088
33893
33794
32352
34905
32217
32908
32997
33342
33013
32398
34634
33659
34230
34260
34183
35478
33313
32818
34140
32999
32847
33358
32984
32893
34103
33794
32788
32517
32909
32804
34138
34138
32322
35085
33643
34410
34604
33239
34710
32759
33085
32624
32654
34829
33989
32917
35249
32426
32427
33329
32580
33104
33734
32217
33328
33297
34545
33750
33568
33704
32878
33625
32427
32278
32247
32414
33930
32593
32248
34860
32894
32651
32998
32983
32458
32368
33718
33283
32999
35220
33359
33974
32879
33209
32352
33524
32517
33058
34500
32368
32608
34136
33240
32247
33194
33658
33555
34004
34483
35041
34184
34126
35055
32787
33863
32367
33207
32211
33809
35222
35198
35333
34633
34800
35551
33661
34499
33087
33344
35221
32639
33479
35460
32833
33568
33839
32923
32548
32756
32443
32248
35073
32549
34441
32968
33929
35191
32758
33479
32637
35175
32850
33681
34439
34215
34793
32262
32879
34227
32563
34229
32323
33269
34455
34528
34713
34402
33238
35087
32308
34454
35416
32848
33058
34981
33074
33329
33014
32338
34740
34697
33148
32758
32352
35190
33491
33747
33059
33089
33434
34393
33688
34981
32428
34109
33899
33225
32667
33299
32955
33028
34890
32669
34107
32803
32382
35175
32503
32548
34290
33253
32891
34112
33058
33076
33794
35579
32811
33510
33194
35343
35023
35189
33922
33433
33149
33376
33374
32232
33570
32816
33509
34922
34203
33748
35369
33779
33810
32451
34555
34497
34591
32577
32997
32894
35235
33298
33329
32548
34273
33223
32608
34648
33088
33207
33025
32413
32233
33584
32519
34749
34754
34678
34427
33704
34920
33074
33539
34936
34095
32887
32983
33013
34788
35144
34695
35418
33043
34484
33088
34318
35182
34980
34769
35040
35355
34124
33225
34258
32576
35519
35566
33658
33165
32338
33734
34005
33419
35160
33028
33598
32516
33582
32342
32548
35174
33643
33196
33282
32443
33975
35536
34965
33103
34755
35384
34289
34905
34736
34698
33492
35280
34785
34179
34110
34665
34690
33418
34259
34019
35431
32307
32880
33840
34559
34621
35368
32667
35070
35174
34935
33949
34799
34080
34200
32623
33930
32908
35549
34259
33838
34470
35443
34229
34259
35565
33688
34870
33199
34351
35454
33809
34588
33659
32803
35372
32847
34982
33539
34004
35373
34572
34292
33494
33495
33193
32637
32697
32517
33134
33358
33419
34982
33103
34095
32220
32726
35490
35355
34407
35250
35010
35580
33418
34635
35506
35534
34679
35195
34411
33718
34385
33881
35478
32923
33718
34230
35070
35581
34889
34582
33328
33435
35385
35039
32608
34874
35562
34980
35265
35206
35592
35549
35116
33869
33658
33794
35010
34260
34020
34560
34530
32442
32728
34320
35431
33554
34716
34590
34813
34005
34800
32501
33871
34680
35492
32668
32218
33719
32837
33362
34604
35403
33208
34797
34740
34260
33179
34440
34929
33613
33404
34544
32698
34274
34259
35250
34989
33434
35208
33869
33044
35521
34620
33119
35191
34498
34753
34560
33208
33810
33167
34116
32578
34409
32983
33799
33239
34995
35008
34634
33844
33636
34785
34169
33944
34740
33434
33641
33887
35100
33359
34680
33299
32924
34665
32563
32518
33810
33704
33028
33780
32801
34334
34979
35115
34289
33928
33704
32248
35232
32785
35354
35010
32593
33784
33073
33160
32382
32248
34049
34439
35416
33929
34437
33842
32887
34980
32446
34163
33665
35549
35235
34648
33178
32534
33539
34814
34695
32742
34923
35039
34258
34845
35268
34709
34077
35561
35209
33808
35246
35098
34176
33053
33838
32278
33509
32536
35400
33118
33057
32635
34499
35054
32812
32623
33314
32754
34199
34409
33241
33104
32878
32935
32217
34391
33432
32291
33899
33539
33494
35247
34787
35103
32460
33239
32262
34972
32293
34350
34756
32865
33464
33520
33085
33900
32863
34367
35393
35101
32217
32577
33154
33961
35546
34488
34080
35145
32382
33472
33043
34787
32430
34446
33555
34110
32398
33629
32249
33630
32893
33809
32474
34802
33227
32969
35191
33043
32789
32278
33224
35431
33793
33388
32593
34333
34060
33553
33991
32741
34243
34680
33569
32269
35429
35536
33927
33119
33884
34575
32518
35462
35418
33899
32338
33628
33912
34379
34199
32559
34048
33824
34080
35356
33479
33268
33449
35056
33718
33446
33224
34710
34200
33208
34500
32698
34259
32637
35130
34079
34185
32698
32938
35540
33959
32456
35400
33238
32968
34841
34934
34919
33173
34319
33840
34204
34649
33613
34845
33795
32683
34230
34077
33930
33945
34052
35564
34289
32848
33897
35415
33299
33641
33027
34025
34545
33124
34214
34743
35563
34288
32995
32730
32232
35156
35188
34128
34228
34319
34875
32545
34556
35146
34715
33733
33899
35276
34064
34043
33595
35210
34243
34106
34559
34771
33748
33690
32216
33658
33389
33013
32773
33478
33179
34890
33584
32486
32459
34710
32277
32517
33208
32834
33524
33624
32998
34184
33479
33570
33824
32731
33627
32833
32939
34993
34408
32533
33059
33554
34229
34965
34154
33870
34335
33989
33522
35325
34229
34740
32874
33100
34679
33238
33344
34019
32427
34680
32890
32937
33238
34870
34169
32323
33479
33179
32623
34471
33704
34019
33959
33644
33088
32984
34047
33840
34939
32819
33942
34260
33388
32578
33659
33569
32337
33780
33569
34619
32502
34019
32578
34488
33268
33524
34168
34410
33779
33510
34048
34272
34441
34771
34375
33705
33989
34290
34965
34110
34319
34005
34288
34140
34339
34604
32969
32323
32577
33839
35311
33692
32354
33675
34019
32669
33118
34560
32989
34036
33570
33808
33498
33604
32968
32532
33449
32472
32309
33193
32558
33236
34425
34098
32473
35267
33238
32442
34212
35295
35475
32533
35432
33628
32698
32382
32894
34830
33043
34706
33315
33870
34784
32563
32427
34890
32368
34588
32773
33341
33119
32578
34712
32803
32306
34601
34570
33449
34559
32698
34801
34094
32262
33765
32623
34553
34635
35584
35357
32641
33421
34832
33298
34650
34667
33988
34579
35153
35249
34360
35402
34980
34829
35580
35307
35040
35525
35436
34815
33961
33628
34292
33899
32564
33177
33479
34427
34080
33884
33194
33839
33974
34620
34499
33793
32789
33448
33839
32532
32907
32219
32218
32682
33854
32758
33433
33478
33480
34800
35311
35460
33316
32636
32319
35296
34184
33012
34080
35489
32770
32713
33287
33464
33028
33524
34184
34639
33208
34138
