uops_executed.core_cycles_ge_1
538872
540888
538232
536143
521278
543744
559686
534113
553051
547230
540758
553869
517177
540375
527180
530859
537408
525585
540263
551007
541141
543485
543848
518345
549752
524383
541098
533980
517272
531763
537494
522960
525027
560355
513882
534093
514235
539808
535273
528146
531926
515677
529347
519322
546218
561454
545292
558966
514123
543552
547926
515311
524554
517558
524298
544404
518476
523766
531742
525606
526958
540641
526507
537309
540854
512277
548349
561201
543731
528930
544852
554133
542245
550597
527045
565564
536790
530832
550811
538320
563793
550766
565216
548095
521070
536153
524357
527984
558103
538678
515966
521484
516730
536850
513991
559412
524932
532557
565858
514412
527170
555250
544527
559824
562727
544661
516555
556114
550599
518224
526846
525479
550988
530980
512488
518518
530789
538406
527610
512902
516600
563907
518305
524277
539481
532289
565771
523342
550959
543125
514545
556413
518219
548618
519944
531756
523535
545266
524844
517352
513349
552943
527924
541663
522813
539794
552626
549189
556528
561731
540691
518613
517223
525403
534914
529945
526912
537565
520492
529513
528048
525796
519795
553485
554995
540959
533685
524533
521281
514131
540858
518966
557131
558985
515383
516793
533169
528094
517229
518192
536021
519689
530325
565820
520573
552533
534861
557704
524632
534608
530410
539702
552483
547018
555296
565248
534219
536998
540185
522149
555700
547410
530005
547800
554951
565854
520342
530103
542357
523883
545550
547875
517187
533953
535841
533922
525578
522808
526175
518555
527925
534977
533223
524870
512571
545583
523833
524181
539399
530739
542947
547949
521980
528164
563045
546681
535044
513771
526431
512689
549354
528351
526393
523555
559446
531188
521755
528358
517943
555894
537669
533476
519431
539184
539271
535836
556951
539325
528608
561920
542321
544706
556373
558876
528129
556196
538406
543624
518762
554742
538309
563747
539515
523833
559235
534907
554980
535477
524957
528042
521555
517317
517738
513433
522872
513670
556250
522979
528042
562903
548956
522766
522750
559476
545932
550974
531250
527342
557366
533337
529257
535982
549595
528550
512535
542707
531389
534542
529679
531077
560023
538252
554673
523598
512758
526180
551181
541968
552057
545249
542920
526876
564443
532592
526918
535782
544380
563766
540020
525180
557261
558269
543962
514448
516510
548713
555700
512546
544994
530457
515447
564892
552444
557637
518694
540839
542358
562930
539426
530262
537171
523112
553448
544366
534828
519999
560873
534326
527711
540566
525763
544615
560935
512444
548061
514704
520302
512267
553590
513443
514630
530130
