exe_activity.exe_bound_0_ports
53497
54502
54816
55753
55588
55941
55338
54222
54153
54251
53804
54659
54372
55325
54930
54560
54062
55568
55169
54102
54424
53304
55026
54570
54801
53996
54674
55479
54081
54553
54139
52696
54162
53970
55350
55257
55664
54434
55130
54532
54672
54170
55001
54643
54630
54688
55589
55011
54400
54660
55641
55387
55011
53541
55671
54807
53145
54936
55281
54125
54110
52520
55303
54209
54417
54619
54472
54453
54375
54890
52570
53028
54771
53025
55128
56729
54390
53322
56592
54069
52514
55134
55116
53324
57136
53616
54832
52425
56336
52952
56116
56398
55542
53430
53767
54612
57089
54590
55349
56128
55404
57275
54508
55451
55775
54808
52395
57245
55131
54756
57090
57361
54642
54429
54523
54372
54102
54477
54681
54364
57090
57361
53727
54103
54268
57057
57006
55754
55003
53967
56048
55843
57151
56369
54311
55289
55866
54537
55454
54650
54398
57323
55336
54707
54913
57271
57309
54657
54853
55049
54589
57227
54673
55363
54691
54447
54530
54613
57020
56384
57000
54515
54425
55381
55274
54855
53832
54621
57374
57196
54515
56076
55649
54146
55243
54996
54223
55867
55095
55153
56925
57010
52537
55789
55589
54411
54170
54199
57060
54883
55374
55281
54524
54469
55113
54546
54087
55835
57190
56685
56280
56337
54725
55038
54913
55088
55902
54658
56114
54613
54530
54635
56152
55282
55656
57010
54936
54677
55183
55572
55461
55213
54080
54365
54943
55686
57044
56268
54709
54682
54756
54830
54905
54546
54746
54702
54637
56774
54098
54694
57335
55431
54841
54862
54639
56003
54467
54657
54544
54590
54583
54148
55983
56662
54687
54034
54470
54755
54507
54621
55101
54413
54086
54790
54855
54388
54538
55174
55393
54749
56153
54973
54105
56298
54437
54478
54493
56292
54871
54219
54146
54957
54658
57117
57114
53998
54561
57069
57068
54440
54453
54193
55278
56831
54573
54216
56670
54866
54258
54604
55281
55287
54711
54612
54196
55897
57377
54657
54109
54786
54853
52668
54432
54537
54603
55056
54703
54542
55305
54438
54353
54932
55303
54980
55758
52858
54325
55437
55775
56249
54461
54628
54643
55452
55917
56646
54716
55104
56757
55408
57006
54477
54493
54337
54470
55392
57311
55061
55144
54853
57368
55634
54965
54844
54201
54786
54575
54410
54095
54507
54651
54672
54407
55516
57324
55386
54816
55147
54514
54651
54929
54350
54461
54296
56972
54899
54178
54035
55651
54735
54574
57255
55423
55483
56761
56410
55304
54753
54771
55311
54838
54703
54988
54652
55234
54170
54517
54336
54312
54216
55220
56107
52810
54395
55033
56151
54432
54824
54262
55198
54758
54860
56048
54490
55350
55090
54485
54139
54794
54346
54388
53884
57277
54233
54626
57226
52552
54348
54049
53697
55090
55034
54695
54403
54507
53523
53125
53654
54830
54777
54652
54740
56468
54883
55363
54635
54805
55619
54583
54945
55078
55228
54492
54980
54710
54620
54171
55171
54124
54476
54801
55469
55644
54567
54470
54802
54897
54528
54936
55529
55206
55121
55872
55491
54576
54318
55303
54935
54687
54620
54927
54569
54772
54860
54928
54884
55619
55155
55056
55159
56020
55086
55313
54403
54312
54717
54092
54590
54026
54770
53367
54926
55320
55242
54568
54522
54340
54568
55289
53892
54623
54574
54750
57420
54847
55679
55221
54838
54810
57011
56357
57346
54596
56319
54680
54875
55619
55491
55072
52297
54966
56503
54861
55695
55349
55011
56115
55597
55590
55599
56051
55768
53958
54148
54085
54510
57134
54333
53344
53408
54066
55641
54785
54370
55366
54935
55217
52153
55410
53144
56443
54635
54778
55461
55075
55319
55146
57097
55047
57306
54374
56963
52382
56309
56805
53763
54573
55722
55289
55758
52715
56512
54295
55063
55559
55115
54718
54687
55626
55334
55211
54942
54808
55235
55219
56002
55198
55318
55550
55779
54238
55296
55506
55207
55740
56040
55714
54418
57107
53000
55146
55304
55739
54289
54577
54640
55439
57121
53357
56205
54373
56639
54733
54890
56985
55108
54733
55123
54605
54605
54749
55175
54740
54072
55648
57242
55583
54272
57352
52161
55394
57414
55646
54298
54103
53711
54381
54806
54697
54748
54072
57420
55018
54718
56968
53349
54320
54956
54964
54474
54950
56970
54394
54448
54560
54407
54884
54532
56886
54432
57359
54170
55476
54488
54732
56868
55093
56971
53995
55130
55431
52472
54895
53944
53667
55400
54054
54012
54733
54218
54914
54606
54704
54661
55477
54671
54846
54224
55379
54530
55071
54222
54972
54278
54807
54935
55162
55476
56033
55244
55627
53864
54921
56340
54411
55109
55950
54800
55536
52285
57165
51957
55873
54673
56338
55048
56069
55957
55521
55318
54943
54191
55684
54582
54083
54727
54978
56167
54432
56025
55387
55344
54792
55025
