inst_retired.rep_iteration
320
320
323
320
320
320
320
320
307
320
320
320
320
320
320
320
320
331
313
335
320
320
320
320
320
320
320
320
320
320
320
333
319
320
320
320
320
320
320
320
320
327
320
320
320
320
323
320
320
320
320
320
332
324
320
320
320
320
320
320
320
320
320
320
320
330
320
333
320
320
320
320
320
320
320
335
328
324
320
320
320
320
329
320
320
320
320
320
320
320
318
321
320
320
320
320
320
320
320
320
320
320
320
320
315
320
320
314
320
320
320
323
320
319
320
320
320
320
320
320
320
320
320
320
336
319
322
320
320
320
320
320
320
320
320
320
316
323
320
320
320
329
320
320
320
320
320
320
320
320
320
320
320
320
326
320
320
320
320
320
320
334
333
320
314
320
320
320
320
320
320
320
326
320
320
320
320
320
320
320
311
320
320
320
320
320
320
320
320
320
320
320
320
310
320
320
320
320
320
320
322
320
335
316
316
316
316
316
316
316
316
316
320
320
320
320
320
333
308
325
320
333
320
320
320
320
320
324
320
320
332
314
320
330
315
309
334
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
307
329
320
320
320
321
313
320
320
320
320
320
336
320
320
305
335
329
320
320
320
320
320
311
320
320
320
320
320
320
331
320
320
320
320
320
320
320
320
320
335
320
320
320
332
320
320
320
320
320
320
320
320
334
332
324
320
320
320
320
320
320
320
320
306
320
320
320
320
320
320
320
320
320
320
320
320
320
330
331
320
320
320
320
320
320
333
324
320
320
320
308
320
320
320
322
320
320
320
320
320
320
319
320
320
320
320
320
323
314
320
320
320
320
320
320
330
320
320
320
320
320
320
320
320
320
320
323
320
320
320
320
320
320
320
324
333
320
320
320
323
320
307
320
320
308
320
335
315
320
320
320
320
320
320
320
320
320
320
320
329
319
319
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
335
320
320
320
320
336
319
320
320
331
314
309
320
320
333
320
320
320
320
336
319
320
320
320
320
320
320
320
320
332
309
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
330
320
320
320
320
320
332
321
316
320
316
320
320
320
304
320
320
336
320
320
320
320
320
320
320
320
320
320
320
335
320
320
320
320
320
320
309
320
325
320
320
320
334
331
320
320
320
320
331
320
320
320
305
323
320
336
321
320
320
320
320
320
320
320
336
319
320
320
320
320
320
320
320
320
327
307
320
320
320
320
320
320
320
320
320
320
320
329
320
320
320
320
321
320
320
320
323
320
320
320
321
320
320
310
320
320
320
320
320
320
320
331
318
320
320
320
308
320
320
320
320
320
320
322
320
320
320
320
326
320
320
320
320
320
320
320
322
318
311
320
320
320
320
320
327
320
320
320
320
320
320
320
320
320
320
306
320
320
320
331
320
320
320
320
320
320
320
320
320
320
320
320
332
320
320
320
320
333
320
329
320
320
320
320
313
309
320
311
320
320
328
320
320
320
312
312
320
306
328
320
320
320
320
320
320
336
310
332
320
320
320
320
320
320
320
323
335
320
320
320
326
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
327
320
320
320
320
320
320
320
317
320
320
320
320
320
315
320
320
320
320
320
320
320
320
313
320
320
320
320
320
320
320
320
320
321
320
320
333
320
320
334
330
326
320
320
320
320
320
320
320
320
320
320
320
323
320
320
320
330
320
320
320
320
320
320
320
320
333
336
315
320
320
320
334
310
325
320
320
320
320
320
320
320
320
320
322
321
320
320
320
320
320
332
320
320
320
320
320
320
316
320
320
320
320
320
320
312
320
320
329
305
320
320
320
320
320
320
320
321
313
320
320
320
320
320
320
320
320
311
320
308
332
309
320
320
320
320
320
336
319
320
320
320
320
320
320
320
320
330
320
320
320
320
320
320
331
320
309
320
323
320
320
321
320
320
320
320
320
320
320
320
320
320
323
320
304
326
320
320
320
319
320
320
320
320
320
320
316
320
316
320
320
320
320
320
320
320
320
320
320
320
309
335
320
320
320
320
320
320
320
320
320
331
315
320
320
320
320
305
329
308
320
305
320
320
320
320
308
316
328
320
320
335
320
320
320
320
320
320
319
320
320
320
320
320
320
326
311
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
310
320
320
320
320
320
320
320
320
320
320
319
320
320
320
320
332
315
320
308
320
320
320
320
320
306
320
320
320
320
320
309
320
332
310
320
320
320
320
320
320
320
320
320
312
320
320
320
320
320
320
320
320
320
320
319
320
320
320
320
320
320
320
320
320
325
320
320
320
320
320
320
320
320
305
320
310
320
332
323
320
320
320
316
316
316
320
336
320
320
320
333
320
320
320
320
320
325
320
320
320
320
320
320
320
320
316
316
316
322
316
320
320
320
314
319
334
320
320
320
318
334
321
305
333
320
320
320
320
320
320
320
320
332
309
320
320
320
320
324
320
327
320
320
320
320
320
328
320
308
320
320
320
320
320
320
311
307
320
320
320
320
320
316
320
320
320
320
320
320
320
320
320
320
320
320
320
320
320
