uops_executed.core_cycles_ge_2
207310
208553
210977
209843
207007
205562
212169
213182
200845
204516
201282
212455
213623
207818
204010
205526
215129
206187
214099
205930
210751
204179
206665
205060
212427
203108
209618
196140
202803
206475
213566
203585
214582
204003
206974
205616
210769
208221
206547
200625
209361
202931
204838
204495
214258
205299
207836
210730
210361
203417
204582
212488
208801
207050
203882
213183
204557
209366
208693
203443
206657
206770
206302
205690
207773
208515
199263
211196
208833
207000
201717
202560
201747
198179
212035
202195
204559
209848
207185
202004
199622
202638
211522
197555
201258
205316
206444
205946
205058
203731
214721
203754
196767
205225
206990
208954
198670
196123
204988
201030
206632
195708
196096
207645
202300
207507
200350
210706
205253
207563
210132
209427
212742
210182
203301
202233
210971
202618
204585
210218
202889
204730
207317
206698
198484
209967
212052
209411
209493
203960
211936
213054
199420
202469
208433
205217
203295
201126
214504
212325
200996
215262
202528
205021
205472
206554
207658
207740
207073
212718
213309
213004
202559
212659
204722
210287
205936
211541
212016
203820
213192
200562
214205
214289
209189
204017
204296
206640
209390
204412
212356
204576
201020
213700
212862
201824
213944
204932
204714
207500
205328
203894
209519
209248
214439
209886
205659
203292
202797
214596
212585
202136
204539
206711
202355
213613
202589
205170
202004
211365
204730
208799
197668
200856
211037
202395
206708
211367
204167
204045
211439
208189
212230
204968
210645
206268
212966
209180
208906
214797
211290
206117
214354
205189
204746
209552
211562
213722
203580
206866
205392
207797
205715
211237
207055
210189
211987
207206
213297
205860
207975
206801
212455
197146
210594
210226
203978
213989
214376
206070
203196
213690
204723
213939
202317
209118
213812
213250
213865
203334
211026
208403
202694
206578
204681
209008
206859
207202
210126
201765
206253
203912
210484
211634
202839
202582
212166
204384
203108
205518
212642
204409
203739
203891
209505
211066
213652
207185
210872
204377
205570
206396
200443
204426
212854
203217
206390
206241
206668
214928
202238
209341
203424
200311
212995
214159
201193
215269
204390
206346
203837
203784
215180
213633
208799
202148
212045
205114
214581
207233
204017
204901
204731
214130
207276
213625
204656
201133
206948
209678
205688
210554
204488
205134
207333
201569
212719
205391
211463
203162
207569
205975
204265
200164
211353
212985
201817
210601
199301
200174
197394
204327
203379
202181
202162
212214
211853
211447
202026
203671
205443
204748
205172
202854
208099
210593
206055
214389
213149
204438
204416
207676
208552
213763
205171
214705
204858
205292
201217
212282
213033
214334
205266
204521
204453
207262
203886
211589
203571
207180
208763
207758
204991
210527
204453
204241
207378
204448
214009
209999
209810
203399
209843
203614
203307
211900
203706
199955
201962
200616
212649
215275
212126
203056
205766
203658
215322
206809
209216
214168
205796
202740
199526
209918
205391
215331
208881
205888
208164
208851
207154
201220
212811
208834
206562
205386
206538
206946
209408
206510
212079
207436
214219
215001
203970
204985
200854
206247
202316
207342
204972
214142
204710
212873
207067
208192
214665
204436
213208
214166
214599
212765
205833
213387
213217
203379
204267
197319
205618
210726
206192
211505
209310
211967
201156
207453
214213
201733
205212
214641
210407
207087
203219
211283
211900
210907
211842
212576
203379
203083
201945
212982
202822
210233
215329
209439
207013
207362
215189
206182
204633
214474
210113
213902
203396
204797
206706
214361
210556
210172
205826
204159
211928
215145
207914
213097
206265
202953
205184
214666
214356
202973
206673
214353
208177
208700
214382
204580
205024
205622
209447
207051
206642
214812
204694
211515
207518
208353
205578
205221
204311
202630
202930
206612
205916
200701
204255
199812
211713
211066
203739
214114
208169
202369
201284
214203
213241
202491
204894
202246
199516
205468
213878
213080
206496
205389
211827
205748
211277
209979
204295
208217
210224
205870
202059
213419
204306
208425
203615
214923
209839
203469
204663
211453
205308
201652
211880
206023
204996
210172
212313
207531
205063
213948
196921
205396
206662
205547
195309
210703
214586
195562
209055
213606
209685
204302
208838
204028
197721
210910
205680
199512
199979
213667
203800
208445
206934
202601
205659
204151
202419
206342
204238
199192
211265
210402
201793
201405
205953
214358
206264
212417
201220
202153
213107
204415
202996
204099
203211
203304
205992
215197
211315
214687
214007
205877
208293
205218
203094
204864
205266
204739
209821
209528
203771
201890
206482
207933
212986
212624
213994
205097
213787
204921
203387
208295
211878
208538
206925
210612
204602
203602
202990
203183
203527
214508
206926
204576
205923
206120
207917
213770
203691
205395
213092
201856
213701
204870
206544
