cycle_activity.stalls_total
346447
344100
350731
352118
344499
325700
328623
323038
324804
338975
337801
346931
342334
327170
353368
353327
329367
344876
325076
338615
340050
345464
355575
342911
347302
333617
327188
350677
352309
356087
336335
329561
345958
343677
341323
343095
336234
353359
331295
331246
333152
344719
347600
332019
351608
337400
345618
334404
346938
325187
344909
341890
328731
327645
352804
341635
324457
345176
330794
335639
348214
344835
351511
335388
335446
350703
352988
331014
351641
330583
324310
348808
336809
330002
342878
331388
325107
335441
323845
342750
354279
344462
342268
341254
349512
338848
353400
334659
330011
347112
345913
336215
342385
326628
354017
341747
339030
349256
347752
330588
331610
338497
339767
344172
350817
347718
324218
354435
344053
344511
338767
356089
345239
338947
346749
351013
327504
353228
349378
337998
343716
338074
341894
325646
324576
330282
339520
355033
333236
341353
326986
325434
351511
339233
326793
338070
325573
338616
339933
355844
333087
328418
324603
331898
343317
328633
344784
355713
345441
326612
334852
329956
346581
354942
343123
324637
324335
333040
330315
333458
330437
351609
330412
332931
337328
356141
356010
327708
323408
349885
352615
335700
328681
350433
328128
336659
333967
347107
332587
346894
334373
351635
330020
332852
327486
329379
329364
336356
325425
338406
348584
356403
346146
349581
337163
323724
345238
353281
354228
332372
328648
343069
337417
340239
349690
343582
327853
350993
334962
348620
356119
340562
340456
351557
327199
347713
341134
336527
329319
356111
324947
323482
340596
333323
328160
350856
347923
347341
334225
324877
325153
340185
325033
330525
346558
326263
353337
330967
329873
329512
334398
352022
350723
325810
346973
332608
341518
342966
354336
338133
323868
325350
350489
341654
340341
331512
330703
329170
348680
328770
349983
323816
323571
329335
351399
339825
354438
345989
324504
335629
335774
352845
341611
331720
324799
331213
332694
332593
325289
344467
331417
336572
341864
325801
344032
342317
339457
343895
325960
335043
337511
351827
341245
330949
355795
353785
348016
345464
346299
323087
342386
339127
350693
329363
331966
333599
329005
356237
343579
342694
327638
339239
344504
353387
331495
347488
325045
350132
337211
338662
325465
326651
347173
347186
339795
326811
324981
338147
336606
350115
326401
339563
348025
351450
334133
323923
350783
323080
356125
336320
326463
335529
325598
325679
346033
327457
