cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any
14442142,1344887,20828337,13532640,3758681,76429254,7297157,7812103,85197,475988,10455613,25672698
14449499,1237906,20635952,13488340,3785217,76514320,7145456,8063948,80584,460774,10709530,26479416
14328190,1286446,20821790,13552059,3789745,76655162,7326984,8054898,85216,478919,10534407,25871573
14575250,1333551,21202693,13810195,3792597,77415059,7550977,8073575,73891,473849,10780514,26545651
14656941,1438042,20952791,13792501,3773521,77632953,7136157,7863706,151689,553788,10822920,26404304
14394942,1217853,20948480,13679925,3781265,77810056,7325365,8039613,7954,417127,10428629,25767510
14545611,1206926,20974998,13682660,3669633,77487561,7327362,7846867,13278,412958,10644017,26391584
14346326,1134307,20697212,13679432,3771796,77407850,7293045,8034478,18309,398907,10416382,25141653
14475259,1137066,21275951,13822893,3993420,77488935,7511486,8456433,12676,387702,10833677,26384629
14411588,1212794,20827783,13520884,3675668,76992941,7318553,7868480,12244,419067,10625744,26393981
14306352,1158689,20466868,13367843,3775525,76185550,7306691,8041630,5220,397346,10363081,25729458
14468850,1178147,20873793,13682518,3769129,77306798,7093493,8030780,17419,399613,10619457,26341668
14304671,1127798,20845788,13532842,3678814,76885116,7338164,8072599,11339,402296,10655972,25849361
14568305,1201420,20857431,13594716,3889834,77126865,7522494,8070145,17817,413441,10681995,26424627
14446041,1198721,20862992,13658394,3787843,76854759,7125542,8065754,7651,404495,10459499,26440477
20795480,7502280,29890757,18462820,8162354,75753652,15351170,16161223,1454525,1953451,20671522,47559616
22861079,6414112,32915223,17691295,13158203,48390301,22529810,23577842,856784,1305793,27423473,68600396
22994221,6878810,32958162,17512558,13258263,49645057,22923928,24259222,839094,1294874,27057825,68388440
23562283,6682110,34257150,18149393,13807741,51013063,23900764,25282512,855246,1301830,27571235,70158880
23314082,6896663,33634583,17890971,13650984,50189096,23414017,24703285,835878,1262201,26621578,69103397
23507244,6464731,34054714,18064454,13698408,50327733,23434471,24919886,832506,1286510,27411415,69952333
23643450,6484947,34386387,18139161,13851359,50779993,23888650,25159345,782597,1236606,27494319,70245658
23447995,6628647,33954656,17672937,13466781,50452579,23775568,24908662,805660,1253510,27342169,70277102
23093943,6475481,33605962,17803184,13671037,50392461,23537769,24649994,776808,1224880,26824067,68359921
2299933,760443,3159445,1754259,863649,4235005,1443929,2214838,179434,231806,2838539,6798209
15432867,4661304,22220878,11360368,8495969,33577743,15398063,16022837,637051,942531,18032919,46000323
23560259,6717875,34376669,18173851,13821003,50948767,24022651,25261601,825467,1276133,27668787,69773067
23856376,7881425,34365413,18301590,13938338,51483013,23891774,25392152,934712,1361451,27621459,71643249
23742086,7106842,34488685,18267171,14032444,51610921,24109166,25368804,863567,1317006,27731765,70851233
23840544,7350687,34069189,18103578,13979383,51575847,23839210,25270685,854226,1306951,27611937,71566228
23900366,6503014,34860469,18332178,13906842,51620742,24437880,25644682,796939,1264540,28008240,71052913
23556271,6640520,34358025,18187952,13831399,51332326,24098885,25143151,833714,1291075,27651657,70239785
23956496,6559010,34133929,18052684,13943171,51445790,23707663,24915584,790715,1250966,27879522,71123004
23675244,6469179,34449010,18236556,13866599,51712658,24097641,25385985,826358,1276181,27605604,70364571
23902197,6753027,34498629,18188766,13833743,51445188,24208209,25581302,840555,1301958,27841229,71239932
23901041,6707843,34235230,18047247,13778224,51358650,23847761,25014143,806226,1264981,28105677,71643080
23882262,6912420,34164201,18101402,13791598,51327556,23918808,25251860,867635,1328193,27797355,71255487
23435155,6497441,34279541,18479153,13983701,51824321,23994613,25365830,805481,1278242,27634325,69331091
23766744,6154276,34132916,18080138,13820665,51127591,24191175,25342424,758085,1233150,27327205,70350918
24248663,6718809,34889477,18390848,14098354,51728485,24183142,25729167,830401,1295777,28007147,72408629
1052635,393595,1538640,915091,387065,3687119,910742,737896,92384,147760,1189462,2424114
7628334,2957188,11472194,7990221,2621124,30184233,4737062,5189677,1034135,1252528,7319765,13184297
24210149,4057867,34802890,25924858,6140164,47904349,11701460,13321999,672042,1081943,19132011,39391197
22938498,1975188,33222217,24933607,5879273,43559440,11331905,12731120,186595,561967,17906436,37014891
22799283,2016429,33204645,24841639,5866941,43630931,11310113,12713634,210028,580295,17645956,36371531
10529346,1092039,15059627,11233159,2744509,19526253,5139307,5903013,172268,354472,8344853,16932532
813992,450877,1109167,691943,315958,2024415,415183,640276,104162,129110,871819,2107908
604887,380083,1096361,542297,204470,2548986,616216,636781,123009,149077,857576,1403568
2212977,1943675,3015218,1787242,554369,8163875,1051759,1297964,427150,371855,1143091,3679269
4755316,696506,8500355,6908843,1765195,14512018,3382658,3514107,168552,266900,3857851,6919296
23224783,2255538,33639713,25343786,6046194,45819130,11413713,12635713,309972,701485,18052088,36856481
22544479,1937013,32717538,24311911,5656796,42370848,10435607,11771367,189944,532094,16482849,35903059
2869801,560986,3989884,3010254,934345,7963448,2011973,2467613,222451,262027,2887027,5556342
21419705,2236357,31146537,23610127,5475714,43436736,10872900,12008943,375900,728901,17119010,33621963
22468574,1881289,32670240,24577763,5849524,44106713,11100651,12328201,164753,523121,17303571,35610606
22607570,1894357,32513925,24514059,5864560,43812969,10880612,12279976,149805,527276,17495737,36372126
22589964,1894089,32605229,24561198,5855494,43864231,11279741,12688298,129480,494041,17465607,36389465
22349926,1826127,32541176,24459215,5856514,43980102,11092111,12475381,123912,484227,17273759,35637245
22678469,1793293,32661111,24545805,5857985,44279435,11099237,12473356,160807,516324,17784039,36499559
22374772,1800957,32399581,24475561,5861778,44063526,11098042,12474970,133591,487531,17249958,35116434
18744135,1919234,27016304,20307628,4792035,36523436,8929791,10071871,240832,536027,14522851,30302951
1831413,1021379,3899360,2871017,789942,6917520,1483375,1653224,284400,331014,1602272,2787723
502243,76649,691111,501576,313266,2002121,610123,631792,15608,27961,462187,664547
645987,78627,882895,477520,315023,1621418,412055,636332,8341,17159,681177,2017869
484488,76424,888834,385100,205067,1900359,615972,637762,10895,22148,686437,1338412
695902,126820,939759,522883,329288,2094234,634294,447778,26082,15555,405569,1451933
524880,72660,759132,388310,313773,1711918,572063,595310,5692,80208,427317,1617866
628240,65719,908521,442088,402942,1802923,738206,766207,814,46315,454153,2050218
505600,67405,731032,367729,307444,1599217,566249,589195,3579,49035,427326,1589504
450560,65958,651973,321319,294037,1292919,535245,554932,5914,45614,320170,1477249
446400,62203,645870,315998,293214,1267606,533977,553664,3391,47136,322764,1473065
445440,60510,644417,313075,293915,1281257,535253,554930,2550,38050,320472,1475289
573120,63251,829555,394834,393268,1481592,709132,734140,1390,50656,369978,1942473
450240,60560,652006,317933,296176,1252226,539638,559512,2247,34857,307257,1488434
582880,86432,843718,414571,389294,1622281,702403,727152,13842,41590,359731,1924349
856185,292573,1148619,533908,231497,2900468,655428,678911,89044,107561,529069,2290784
1020488,261345,1435293,745421,347055,3553475,876418,705598,35337,100272,846846,2200855
966290,166188,1036758,593188,451034,2495661,665116,896471,8842,36030,771822,2859456
844957,297079,1356217,687092,340822,2973352,865044,895283,43814,70867,1056677,2194665
763342,161082,1046318,595686,341081,2490753,666034,487505,10459,38509,538228,1489425
772672,167615,837874,496769,338883,2204649,464815,685739,10971,37926,760532,2166212
1881428,684110,2592658,1622551,371594,2762036,1026658,1204226,183342,225272,1456906,4831601
22302467,3899766,35203091,19216139,12320606,68494686,21976797,24322839,621028,1107556,21608111,61547551
736185,382330,1320545,696935,237448,3832811,683096,707602,95243,135120,668327,1683835
917914,359301,1265514,811274,329424,3585901,441523,458880,81527,88894,637906,2018498
2625203,846044,3501221,2499540,740734,10615723,1383770,1080387,119013,281859,2287008,5770488
9548631,2200603,14045913,8537757,2921935,42496743,5767652,6173183,281076,497034,7613238,19430247
62480,18933,90781,55570,25951,206908,54113,56879,0,0,64380,158668
61680,18747,89025,53374,26681,195829,54627,57510,0,0,63503,157379
64640,19399,93691,56816,28054,201643,55936,58946,0,0,68245,162846
66000,20517,95338,58256,28459,196129,55821,58887,0,0,69537,161527
63600,20323,91883,55338,28567,189750,54752,57797,0,0,68006,158251
69600,23845,100722,62956,29885,194678,56248,59436,0,0,76318,163088
69040,20882,100087,60213,31828,204150,58828,62208,0,0,74422,167637
72480,22734,104830,63809,33423,204855,60445,63958,0,0,80551,170546
2290958,633451,2665220,1534249,1002578,5204375,1866441,1936010,144385,168851,1201049,5970961
1012727,533963,1389386,879663,366571,2876235,490489,738520,84402,106369,766768,2518656
749594,385488,1389910,691418,244877,3313955,704357,732019,116168,162371,1040113,1725971
1253389,500947,1373967,860036,488239,3723743,930330,737546,109661,201542,1028439,2516673
3155507,2225619,4526436,2870743,1120166,12473570,1869218,1760590,402251,548289,2389974,5986130
1075005,685100,1892812,1386082,377978,6067921,710072,738414,271854,244463,924683,1855857
1473665,965248,2116729,1373281,259055,6921737,734263,527926,269573,380022,1385881,2791472
1597399,846403,1878634,1474237,375193,7604525,723037,752422,362737,436058,1177248,1948398
1146136,683491,1948788,1336232,476763,4642059,683080,940983,212588,259313,1400681,2475089
1465721,944076,2014549,1451224,375140,6685403,506018,526263,320843,397719,1069688,1899306
1192079,795554,1698915,1508714,367888,6253123,493238,739163,326242,397678,1380589,1838862
8236617,2254377,14026250,8348404,6082850,19747877,10977024,10853707,406808,626103,9632363,25241156
15515346,3495334,21569879,10571170,7732461,26598915,13898875,14105466,929507,1468705,20867096,49897535
13196813,7100259,15291708,8422195,5849061,21185783,10302102,10720966,1172375,1206530,11269898,32849499
1245259,730404,2074750,1416577,349427,5452991,902529,825539,165401,289183,1203523,2480286
1386411,574484,1543037,1143300,372225,6279357,494948,514899,223586,302149,1322698,2607537
1216359,732569,2067786,1594883,530485,5747090,926770,1054288,233111,260060,1003985,2156747
995255,426544,1361671,854793,246970,2848924,707768,735168,63915,105186,1009418,2472436
731349,408387,1333756,656942,247615,3191684,718732,745098,72689,121956,691076,1676625
