exe_activity.exe_bound_0_ports
56225
52806
57590
52771
55108
54189
53647
55009
55348
55746
55386
54650
57803
54651
55153
55330
55869
54959
54928
55514
55010
55874
54837
54950
54730
55322
55483
55093
55432
55146
55596
54748
55032
54832
54979
57161
55521
55195
55138
55302
55567
55544
55571
55972
55229
54746
55423
55401
53007
56814
56534
55642
55147
55288
55101
55533
55220
55251
55222
55018
55349
55949
55363
55170
55393
56009
55567
55349
55191
55475
54845
55342
55761
54928
53277
55776
55439
55881
55815
56137
55783
56579
56061
55535
55977
55469
55302
55540
56008
55672
52677
55161
55041
55739
55242
56002
55393
55679
55318
55507
52368
55469
56206
55177
55109
57225
55239
55559
55506
53653
54947
55235
55258
53591
55251
54019
55489
54493
55278
57774
55523
55205
57668
55089
55041
55289
55184
55318
55687
53518
54138
55828
55374
55709
55342
55362
55619
54897
55371
54756
54819
54778
55334
54921
55311
57728
55266
55320
57173
55554
53870
55484
54734
55371
55183
56319
54482
55806
53969
55418
55336
54710
55680
55094
55551
55263
55642
54471
55327
55319
54831
55108
54710
54868
55544
54379
54213
54907
55385
52830
55122
55384
55293
55845
55123
55062
55948
56340
55203
55191
55685
55057
55529
55213
55454
54966
55548
55197
55175
54572
55227
55505
55281
54778
53884
54453
55189
55597
54590
55559
55394
55078
55206
55190
55379
55032
55474
55131
56039
56550
55131
55746
55431
55755
55454
55400
54818
57562
56355
55341
55430
54971
55636
54772
55184
54119
55306
55371
53462
54456
57823
55184
54673
55033
55093
57841
55393
57826
54958
57796
57113
55588
57690
55393
55415
55478
56011
55281
57839
55423
55108
55049
55326
55183
56211
55107
55529
55018
55784
55170
55551
54981
55131
57698
55394
55138
55070
55882
54655
55213
54762
54705
55079
54838
55018
55199
55056
54494
55879
56039
55154
54934
55028
55054
55896
55273
55340
54868
55776
57294
54822
55118
54687
54518
55313
56880
56542
55048
53228
56721
55585
55611
54869
55233
54084
55432
54928
54875
54971
54554
54598
54860
57789
55696
54913
55266
54522
56824
55304
57540
57451
55676
54617
54898
55137
55086
54650
52556
55033
55071
55521
55575
52385
55567
55279
55056
55326
55094
54928
55229
55018
55408
54801
55256
55644
54695
55694
54806
56309
57450
55259
54644
54358
55460
55033
54523
54597
54612
55447
55326
55498
54898
55469
55078
55655
54664
57796
55062
55127
54981
55521
55266
57230
55792
56307
55895
54928
57730
55861
55927
55740
55589
55205
57713
54164
55164
56076
56031
55220
55393
55649
56534
53214
57601
55785
55326
56032
57083
55243
54867
57733
54956
55290
54823
56340
55258
55296
55642
55632
55131
54716
55491
55837
57080
55078
55920
55336
55875
55133
57516
55221
56715
56002
55439
55523
55551
55657
55196
55095
55009
55244
55388
55377
55073
57220
57475
55228
55284
55311
55085
55762
54966
54837
55581
55266
55551
55860
57363
55589
55295
57690
55311
54958
54844
54324
57767
54768
56809
55056
54823
55086
55073
55221
54950
55026
54886
54786
55491
54771
56763
55656
57314
54088
54726
55302
55206
54748
55537
54759
55566
54912
55462
55348
55306
55168
55170
55453
55687
54841
55273
54814
54917
55542
55020
55912
55273
55385
55273
55430
54950
57174
54893
56714
55655
54568
55055
55123
55243
55596
55393
55161
57644
54552
54936
57359
57759
55072
55608
57648
55115
53983
52487
55852
55597
54868
55513
54172
54620
55439
55236
54951
54930
57369
55236
55378
55964
55414
55650
55176
55693
55649
57492
55401
53182
55574
54921
55739
55634
55551
55702
55513
55747
55246
55875
57106
55761
55521
55266
55170
55732
55049
55446
54748
56610
55603
55394
55619
55596
57255
56121
55785
55522
56099
56332
56128
55904
55964
55432
56656
55747
55543
55131
56109
55731
55551
55071
55086
56145
56228
55184
55926
56505
54853
55792
55248
55003
56175
55641
55272
56047
55895
56017
56061
55470
55606
57061
55454
55446
55851
55642
55499
55807
55333
55153
54972
55786
55537
56860
55169
55191
55536
55379
55168
55546
55303
55275
55229
55395
55296
55048
55431
56186
55111
55454
56419
55363
55664
55086
55273
56633
56805
57041
55438
54793
55710
55740
55325
55475
55183
55063
54981
55086
55423
55762
57081
54033
54953
55528
55461
55554
55896
54914
54966
55299
55073
55153
55520
55410
55244
55398
55560
57411
54030
56022
55301
54484
55025
57193
52983
55018
54830
54147
55138
55290
55881
55258
55574
56771
55827
55520
