cpu_clk_unhalted.c01,cpu_clk_unhalted.c02,cpu_clk_unhalted.c0_wait,cpu_clk_unhalted.distributed,cpu_clk_unhalted.one_thread_active,cpu_clk_unhalted.pause,cpu_clk_unhalted.pause_inst,cpu_clk_unhalted.ref_distributed,cpu_clk_unhalted.ref_tsc,cpu_clk_unhalted.thread,cpu_clk_unhalted.thread_p,cycle_activity.cycles_l1d_miss,cycle_activity.cycles_l2_miss,cycle_activity.cycles_mem_any,cycle_activity.stalls_l1d_miss,cycle_activity.stalls_l2_miss,cycle_activity.stalls_total,exe_activity.1_ports_util,exe_activity.2_ports_util,exe_activity.3_ports_util,exe_activity.4_ports_util,exe_activity.bound_on_loads,exe_activity.bound_on_stores,exe_activity.exe_bound_0_ports,inst_decoded.decoders,inst_retired.any,inst_retired.any_p,inst_retired.macro_fused,inst_retired.nop,inst_retired.prec_dist,inst_retired.rep_iteration,int_misc.clear_resteer_cycles,int_misc.mba_stalls,int_misc.recovery_cycles,int_misc.unknown_branch_cycles,int_misc.uop_dropping,int_vec_retired.128bit,int_vec_retired.256bit,int_vec_retired.add_128,int_vec_retired.add_256,int_vec_retired.mul_256,int_vec_retired.shuffles,int_vec_retired.vnni_128,int_vec_retired.vnni_256,ld_blocks.address_alias,ld_blocks.no_sr,ld_blocks.store_forward,load_hit_prefetch.swpf,lsd.cycles_active,lsd.cycles_ok,lsd.uops,machine_clears.count,machine_clears.smc,misc2_retired.lfence,misc_retired.lbr_inserts,resource_stalls.sb,resource_stalls.scoreboard,topdown.backend_bound_slots,topdown.bad_spec_slots,topdown.br_mispredict_slots,topdown.memory_bound_slots,topdown.slots,topdown.slots_p,uops_decoded.dec0_uops,uops_dispatched.port_0,uops_dispatched.port_1,uops_dispatched.port_2_3_10,uops_dispatched.port_4_9,uops_dispatched.port_5_11,uops_dispatched.port_6,uops_dispatched.port_7_8,uops_executed.core,uops_executed.core_cycles_ge_1,uops_executed.core_cycles_ge_2,uops_executed.core_cycles_ge_3,uops_executed.core_cycles_ge_4,uops_executed.cycles_ge_1,uops_executed.cycles_ge_2,uops_executed.cycles_ge_3,uops_executed.cycles_ge_4,uops_executed.stall_cycles,uops_executed.stalls,uops_executed.thread,uops_executed.x87,uops_issued.any,uops_retired.cycles,uops_retired.heavy,uops_retired.ms,uops_retired.slots,uops_retired.stall_cycles,uops_retired.stalls
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333583,42398,19462,0,320,182105,0,22006,136434,3003,0,0,0,0,0,0,0,0,352,0,660,0,0,0,0,127,0,360,0,0,212151,1955778,185402,171696,941403,6895773,6945084,183227,400734,296073,1161976,582659,501218,761794,583358,796788,339845,206494,122438,67794,338944,207142,122952,67575,831868,823679,832669,0,875301,220587,288976,226154,887791,1116100,1163420
0,0,0,3266277,28132,0,0,27606,2049069,2805210,1178563,550598,474928,696003,262219,130501,807241,126417,83480,53874,31932,402543,0,51760,130894,582492,582513,346610,157391,0,533,271099,0,38356,236465,2822,0,0,0,0,0,0,0,0,397,0,758,0,0,0,0,142,0,382,0,539,491499,10474134,653828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262479,206878,763278,1014581,1048009
0,0,0,1269148,10965,0,0,10942,869916,1253695,1223764,612902,518180,784318,308040,161753,889572,132704,89351,200405,141910,1341739,0,71199,189837,3658341,4096303,482754,22828,0,358,200877,0,600779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250543,2006981,220424,166727,999593,6767057,6758737,111451,66772,73511,1101331,556504,479997,717332,556887,3753028,1266396,864716,126374,69602,346723,213734,126041,69059,789646,785754,4048409,0,4415910,971731,874126,531257,4224838,2213386,958372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653087,616694,51606,22020,0,372,185601,0,22728,151557,2920,0,0,0,0,0,0,0,0,360,0,4333,0,0,0,0,255,0,413,0,0,212629,1942918,188202,182542,779828,6730268,7201113,119672,70995,76038,209531,113397,130788,207604,103395,793121,337919,208380,635348,434515,1331681,913279,635368,434509,1862690,1858566,801569,0,840402,219601,261707,200886,834650,1015742,1067358
0,0,0,1155629,9948,0,0,9864,785880,1134892,2756880,889613,727789,2159923,513083,140602,1655458,363923,258429,56869,33016,418820,0,55638,134590,597838,591429,49741,21702,0,320,173216,0,21596,139411,2875,0,0,0,0,0,0,0,0,510,0,683,0,0,0,0,142,0,360,0,0,228948,2240458,240710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147365,230482,187396,736675,913885,920113
0,0,0,2974870,25670,0,0,25261,1882360,2563251,2556153,528657,447381,687464,257554,140099,802201,128449,86983,57463,33419,405801,0,55241,142859,631559,640843,55622,24046,0,416,298027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219474,1854158,181529,157004,1015857,6915855,7248789,117603,70872,301090,1172661,588101,507633,769101,582852,3939410,1327516,215483,127381,69794,353314,213615,125803,71282,825660,810690,811275,0,852501,215405,257076,194295,780085,927486,949494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149245,125472,589405,648600,53247,22942,0,575,272781,0,38627,207892,6457,0,0,0,0,0,0,0,0,367,0,638,0,0,0,0,135,0,360,0,0,409976,8055235,418306,156010,840977,7406017,7312618,121188,70478,76346,213437,116017,131261,201429,104509,795470,339874,207696,122747,67076,339808,207225,122968,67069,797331,795368,796533,0,893251,223925,264609,202959,869399,1109168,1319198
0,0,0,1256303,10946,0,0,10947,865985,1242075,1232616,564597,481861,700616,256748,127819,810699,125377,84739,202873,150080,1243956,0,71188,195817,3299570,3299410,336543,21257,0,467,178197,0,21890,135938,2740,0,0,0,0,0,0,0,0,375,0,660,0,0,0,0,285,0,415,0,0,213262,2052469,323673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15835409,2291714,1512860,741476,5331023,2392654,2218312
0,0,0,1130430,9895,0,0,10270,827474,1199743,1207645,924246,758281,2245488,532610,153146,1688151,353833,262030,60725,32372,494104,0,60205,163425,701552,734287,67758,32838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,208877,1807766,185105,189617,992837,7578291,7608821,124780,73704,79733,221543,117534,132328,209971,108766,794266,334297,202340,639454,433268,1341760,919371,642010,434733,1825787,1828084,801224,0,844158,217409,258352,197309,806708,939041,932947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295330,0,60332,129941,594381,591531,49695,21527,0,360,184452,0,22726,138756,2853,0,0,0,0,0,0,0,0,480,0,623,0,0,0,0,150,0,360,0,37,216262,2272719,199773,185928,1187724,7216573,7228390,122765,71985,78574,1208250,605054,522256,792290,605562,4071968,1368221,938186,131242,71405,361727,220657,130965,71431,889049,954636,891718,0,982460,249231,303602,248776,1491269,0,0
0,0,0,3243554,28021,0,0,28050,2088151,2836383,2831958,959319,494648,757749,290521,144209,853566,129302,85513,55355,32437,479678,0,52951,133633,585864,607211,51113,22251,0,640,266728,0,38982,224222,5346,0,0,0,0,0,0,0,0,382,0,690,0,0,0,0,104,0,377,0,3711,255753,2615140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333803,852315,0,869442,216785,262777,202381,800160,999442,1000137
0,0,0,1196317,9992,0,0,9970,797155,1162073,1151082,541032,477045,723623,292011,152828,867073,129174,84812,58827,35967,525237,187,57689,165230,703435,802043,189901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,354,0,0,455389,8032749,401841,154339,735934,6668645,6750119,110295,67509,73948,204703,111788,127456,202845,106094,814180,344838,209932,124828,68479,355759,219014,131540,72759,861939,874206,861883,0,4457572,980734,875159,542496,4267642,2303631,2297068
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42823,531533,2992682,887,84644,214385,4228466,3752581,346517,152214,0,360,183745,0,22177,154532,2813,0,0,0,0,0,0,0,0,337,0,645,0,0,0,0,247,0,412,0,0,197951,1771084,182071,177641,791594,6752303,6749553,127125,73452,83373,226617,121961,138696,219508,115726,832432,353084,205837,123343,436194,1335741,924526,643216,478364,2163003,2425667,6771210,0,1213783,297208,547689,0,0,0,0
0,0,0,1227427,10330,0,0,10067,805609,1161130,1160333,907726,734144,2150992,499580,116737,1632938,343862,251426,57752,33570,401382,292,52662,130459,575391,575426,48420,20995,0,360,180610,0,22733,146059,3003,0,0,0,0,0,0,0,0,495,0,4347,0,0,0,0,143,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40171,834557,825577,766894,0,820693,208322,251875,205776,817724,958518,990541
0,0,0,3193383,27795,0,0,28628,2136259,2900864,2903275,986280,804700,820591,295870,150127,914124,140451,95576,64697,39172,546911,127,77332,253157,983893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,355,0,83,224689,2241805,200588,176726,892861,6836276,6876982,111299,66884,73357,1177966,595750,508490,768465,589333,3988507,1346272,932337,123081,67610,340933,209011,123348,67961,787175,791191,799935,0,840575,211539,254681,195091,785554,923752,938632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124482,85382,55660,31359,467672,0,52711,128878,581224,608858,51266,22278,0,533,263371,0,37141,240286,5751,0,0,0,0,0,0,0,0,367,0,660,0,0,0,0,165,0,360,0,0,201657,7911710,434233,180334,884365,6789208,6815566,110231,66533,72035,210222,114103,131132,212730,110236,860757,364797,224938,127746,69448,349471,223604,134551,74626,889512,921126,1012048,0,7011756,0,0,0,0,0,0
0,0,0,1122734,9749,0,0,9733,775995,1120897,1125816,505677,445189,668104,249864,129379,789057,125099,83406,54600,32334,1268721,0,71797,187538,3376247,3398092,346886,157602,0,320,171114,0,22850,137712,2769,0,0,0,0,0,0,0,0,375,0,700,0,0,0,0,157,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340846,153523,77033,875273,862688,859006,0,4588913,977186,874080,531694,4227939,2231602,2235241
0,0,0,1170290,10054,0,0,9723,778988,1127745,1129397,514074,712886,2155660,500987,365584,1820321,447000,382803,412989,46183,547609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,0,0,0,270,0,374,0,2868,211492,1908936,187954,158934,842700,6734112,6655533,107271,64710,71729,199538,108320,124278,197759,104345,798050,337935,206751,121998,102738,1370053,954267,664684,453013,1826955,1855540,4098300,0,891974,214706,256213,195488,835210,989011,979148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317869,793904,122062,83319,54597,30289,426024,115,53511,131645,583847,582711,48727,21062,0,320,174954,0,21725,142146,2823,0,0,0,0,0,0,0,0,503,0,4272,0,0,0,0,165,0,382,0,0,212830,1940310,189310,176166,1039322,7368585,16738671,184066,382826,285746,1107675,1046655,871271,1304810,971442,4068432,1377058,946634,659467,73524,371781,228784,138985,79152,997436,1075451,1421249,0,0,0,0,0,0,0,0
