Value
69180
69574
67435
68985
70190
65393
66442
67862
68190
67339
69254
70144
69214
65817
67013
67167
69162
67443
67439
68449
70100
67143
65922
66885
66780
68171
67900
68611
68677
68054
65039
67263
67462
66584
67290
67386
68253
66024
65664
64956
66787
68659
68625
68554
69239
70065
65738
67676
66984
70378
68833
66677
66869
64251
65156
67335
66844
69111
70296
68425
66785
66367
65948
66893
67344
69254
69529
67854
65886
66135
66986
66265
66690
67183
65148
65855
66738
69393
68716
65237
67515
66742
65725
66378
69400
65096
69707
70218
70175
67605
68784
67610
64658
70512
70410
68095
69445
68240
68252
66858
66598
64298
67039
67494
68608
68828
67150
66013
67052
70448
70609
