mem_load_completed.l1_miss_any
17643
18145
18995
18049
18146
19364
17899
19400
18364
19176
18973
17636
18094
18131
17591
18056
18086
18109
18867
17876
18041
18267
17831
17966
18349
18229
18235
18829
18018
18214
18350
19062
19212
18236
17749
19018
17786
17862
18049
18072
17951
18694
18103
17576
18379
18883
19030
18479
19253
19387
19224
19142
18913
17883
19055
19400
19264
18357
17854
17756
18943
18770
18807
18072
18545
18454
17711
18159
18500
19122
18340
18424
18627
18214
17613
18004
18469
18184
17861
19059
18524
18697
18899
18259
19165
19295
18289
18685
19228
17816
18409
18356
17959
18591
18499
18176
18685
17891
17888
17786
18244
18327
18446
18101
18012
18272
18469
18725
17658
19265
17816
17697
17906
19116
17966
18011
18838
18049
18409
18176
19205
19370
19221
18184
18942
18469
18867
18552
19144
17869
19317
18995
18162
17875
19220
18844
18325
18650
18583
19130
18138
18162
18284
18862
17644
17906
18912
18334
17651
18312
18484
18552
18747
17816
19282
19354
18319
18898
18236
18064
19044
18971
18567
18795
19262
18114
18241
18784
19194
17936
18710
18308
18330
18933
18345
17611
18642
19130
18694
18897
17636
18045
18837
18000
19062
18222
18552
19310
18454
19168
18891
18334
18160
19214
18056
18214
18785
18837
18814
18086
19029
19227
18177
17673
18852
19002
18520
18867
19055
18992
18717
19149
18604
18004
18650
17793
17959
18679
17883
18664
18146
18439
19370
17853
18529
17861
19093
18564
19333
19253
19010
18699
17959
18087
17938
18567
18717
19399
18440
19010
19164
18078
18131
18495
18139
18492
19394
18619
17839
18281
19153
18875
18716
18747
19145
18754
18168
18943
18123
17598
17771
18266
17868
18529
18582
19317
17779
18777
18464
18439
18304
17996
18650
18890
18860
18814
17756
18995
17576
19122
18537
17763
18304
18806
17829
17637
17628
18680
18221
18469
18372
17765
18026
18331
17809
18169
19273
18394
18357
18703
18845
17704
18124
18455
19265
18732
18450
17778
17981
18184
18365
18687
19024
18575
19122
19303
17928
17929
18874
18859
18919
17940
17673
18146
18792
18364
19197
18139
18529
18259
18641
18522
19146
18792
18214
18996
19385
18244
18597
18356
17808
18777
18897
19009
18053
17621
18769
18249
18161
17808
18104
17906
17606
19355
17711
17723
18491
18004
18124
18236
18851
19023
19172
18993
18041
19190
18236
17613
18409
18131
19206
18536
19325
18612
18253
18011
18003
18410
19002
18108
17561
17628
18469
17561
17650
19280
17673
18467
17658
18169
18040
18416
17899
18529
19055
19393
18807
18510
18484
18529
18011
18724
18612
19181
17794
18867
17869
17896
19137
18417
18619
18702
19040
18387
17921
19330
17901
19122
17869
17890
19003
18897
18619
19122
17719
18672
18460
18889
18576
17673
18945
18439
19370
19388
19183
19203
17921
18815
18859
18933
18948
18658
19388
18544
18754
18650
19246
18101
18394
18792
18184
18815
18094
18884
19265
18114
18229
18326
18394
18897
18131
17583
18304
18124
18743
18027
18127
18755
17800
18049
18610
18335
17756
18379
19130
18754
18215
18266
17977
18327
19084
18194
18064
18304
17598
17623
18139
18356
18109
17786
18124
18778
18349
17760
18544
17839
18897
18867
19212
18017
18124
17749
17884
19295
17576
17583
18725
17936
18267
17598
18437
19047
18987
17688
18725
18561
18192
18867
19145
17756
18034
17944
18785
19325
18349
18717
18357
17921
18507
18432
17831
18844
19107
18560
18412
18665
17921
18327
17658
19348
18965
18822
18169
18499
17824
17741
18521
19393
18146
18146
18830
19190
19363
19362
18320
17771
18912
18004
18560
18485
17802
18650
18687
18304
17982
17891
17659
18306
19318
17892
17681
19235
18086
18785
18252
18552
17576
18416
17696
18664
18319
18649
18484
18110
18911
19303
18416
18709
18026
18431
18177
19393
18072
19231
18259
18394
18357
19115
18229
18558
18559
18274
19039
18538
18130
18635
17585
18334
18006
17929
18266
18257
18034
18297
19302
18214
17928
18469
17651
18462
19017
17598
18304
18296
17816
18281
19010
18049
18582
18282
18034
18416
17988
18304
19160
17990
17756
19331
19083
18660
17779
18357
18597
18961
18297
18574
18649
19009
17748
18379
18206
18800
17681
18026
18484
17591
18506
17568
19009
17658
18064
18598
18364
18477
17815
18521
18432
17673
18837
18530
18702
19333
18837
18199
17883
18024
18335
17659
18117
18875
18672
17719
18642
18102
19085
18402
17756
17832
18815
18944
19025
18146
19281
19115
18844
17673
19235
18094
18349
18477
19078
19123
17689
18350
18980
17772
19065
18642
18477
18110
18100
17823
18072
17808
18304
18079
17996
18034
17583
18951
17658
17922
17959
17973
18162
19235
18199
17884
18499
18740
17666
17590
19115
17931
18364
18086
18860
18259
17591
17931
17951
18581
18290
19213
17817
18191
18431
19303
18679
17952
18897
17889
17869
18889
17981
18391
17575
18071
18956
18612
17621
18071
19047
18214
18679
18781
19250
19235
19393
17733
19386
19336
19320
18988
18852
18499
18306
18011
18815
18071
18252
17726
18056
18650
18544
19385
18868
18672
19025
19287
17801
18417
17929
19025
18297
18078
18214
18499
19047
17834
18138
17921
17740
19145
17774
18356
17680
17912
18244
18319
17876
18071
18131
18070
17913
18600
19195
19272
19238
18293
19045
17838
18225
17852
18019
17681
17740
17575
17590
19280
17748
19250
17816
18529
18980
18799
18709
17673
17704
18979
19025
17636
17756
17703
18064
18319
18507
18740
19265
17633
17666
18447
18892
17859
19408
18867
18657
18251
18484
18047
19303
18807
18642
19137
19310
18183
18138
18258
18642
17988
18251
17636
18754
17996
18680
18138
18079
18372
18538
18281
18695
18792
18312
19213
17704
18064
18634
17966
18770
18191
17908
18056
17820
17583
17748
18619
18267
18980
18440
17981
18267
17785
18063
18131
17928
18762
18161
18116
17923
18140
18070
18830
17598
18687
18891
19400
19145
19002
18665
19149
18140
19408
18566
19228
18800
18822
17953
18589
18268
17921
17691
18184
17617
18477
18153
18987
18335
18566
18507
19002
18434
18161
18004
18101
18889
18357
18789
18882
19250
18785
18977
19048
18785
19408
19350
19060
17696
18815
18417
18176
18954
18440
18777
19400
17628
18154
17561
17891
17876
19220
18094
18770
19153
18582
18717
18282
18304
17996
18439
19062
18199
17583
18544
18145
17944
18807
17651
18447
17780
18376
18614
18814
19134
18941
19246
19186
19299
18405
18568
18553
17925
17921
19302
17771
17854
17845
17614
18777
18844
18852
18777
17583
17583
18094
19281
18582
18319
17899
17794
18784
17824
18607
18912
18446
18266
18672
19341
17749
17561
19108
19048
18485
18357
19160
19192
17898
18560
18011
18734
18387
17816
19227
17906
18169
19002
18027
18890
18612
18431
19174
18439
19085
17959
17779
18890
18719
18642
18567
18657
18965
17951
19209
19350
18739
18219
19046
18553
19366
19261
19000
18356
18462
18679
18071
17944
18349
19355
18220
19280
19048
17584
17846
17966
18281
19205
18679
18547
17636
18379
18422
18507
18470
18769
17831
18871
18326
18814
18957
18995
17872
18800
18357
17636
18694
17591
17754
18867
18574
18510
18162
18484
19018
18033
18424
18788
18739
18181
18289
18552
17801
19145
18409
18282
19179
17949
17996
17674
18116
18093
18564
18943
17756
18304
18034
18470
18533
18544
18965
19152
18236
18520
18500
19243
18311
18412
17872
17764
18015
18202
18589
17719
18026
19160
18597
17929
18852
18266
18958
17914
18019
18282
18545
18890
17779
18980
18979
18244
18890
18778
19318
18475
18972
18510
18756
18034
18582
19168
17861
17930
18935
19332
19017
18229
18942
19122
18542
18980
18431
18109
17746
17588
18244
18214
18919
18624
18417
19190
18394
17913
17695
17891
19316
17730
17561
17726
18567
17913
18064
17598
19062
17767
18754
18402
18747
18292
17794
18049
18589
18409
18499
17598
17914
17756
18507
19040
17951
18484
18108
18049
18739
17793
17891
18470
18772
19205
17794
18319
18191
17816
18026
18612
18106
17786
17740
17748
19332
17981
17944
18018
19099
17713
18131
19272
18011
18657
17749
18545
17651
17891
18242
18650
17906
18469
17741
18233
17785
19265
18814
18296
18505
17629
18289
17763
18927
18104
19355
17651
18334
19314
19284
18695
18688
18904
19254
19281
18515
17757
19040
18011
18056
18297
17801
18300
17928
17734
18257
17831
18552
18814
19317
18237
17846
18544
17606
17725
18327
18379
17984
18911
18530
18717
18995
19000
18941
18479
19053
18986
19015
19242
17846
17620
19123
19024
18259
18800
18260
18651
18311
19089
18469
18117
18334
18958
19183
18679
19363
18605
19287
18724
18094
18184
18004
17846
18817
18905
18635
18485
17981
18998
18424
17816
18988
18184
19363
18631
19168
17673
17763
17869
17841
18720
18897
17726
18679
18948
19388
19090
19164
18538
18161
17868
18507
17928
18251
17711
18694
17836
17908
18251
18319
18890
18034
18530
18800
19288
17681
18657
18026
17621
18334
18033
17659
18034
18454
18293
18844
17913
17674
18619
19258
18275
18259
17591
17659
18898
19190
17599
17590
18517
18357
18807
18095
17922
18544
18447
19288
18628
18447
18725
18276
18995
18357
18763
17606
17894
18266
19114
18199
19161
17591
17583
17680
19115
17644
18598
19187
18956
18828
18651
19291
18457
18799
19349
19045
18755
18590
17853
19359
19404
17894
18441
17822
18941
18634
17659
18854
18656
18619
18139
17899
18657
18409
19115
18988
18019
18154
17595
18830
18747
18329
18815
19115
19274
17651
18207
17674
18830
18659
17801
18447
18484
19025
17833
19280
18424
17666
17959
19295
17733
18423
18243
18214
17876
18004
18286
18296
18312
