mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any,mem_inst_retired.lock_loads,mem_inst_retired.split_loads,mem_inst_retired.split_stores,mem_inst_retired.stlb_miss_loads,mem_inst_retired.stlb_miss_stores,mem_load_completed.l1_miss_any,mem_load_l3_hit_retired.xsnp_fwd,mem_load_l3_hit_retired.xsnp_miss,mem_load_l3_hit_retired.xsnp_no_fwd,mem_load_l3_hit_retired.xsnp_none,mem_load_l3_miss_retired.local_dram,mem_load_l3_miss_retired.remote_dram,mem_load_l3_miss_retired.remote_fwd,mem_load_l3_miss_retired.remote_hitm,mem_load_l3_miss_retired.remote_pmm,mem_load_misc_retired.uc,mem_load_retired.fb_hit,mem_load_retired.l1_hit,mem_load_retired.l1_miss,mem_load_retired.l2_hit,mem_load_retired.l2_miss,mem_load_retired.l3_hit,mem_load_retired.l3_miss,mem_load_retired.local_pmm,mem_store_retired.l2_hit,mem_uop_retired.any,longest_lat_cache.miss
4782754,2605643,7245893,71787,10208,3450,0,0,218286,37,0,150,22,0,0,0,0,0,0,81104,4669115,123529,121003,412,15,0,0,20410,7874096,14
4776678,2602326,7235778,71620,10146,3421,0,0,226475,382,0,473,0,0,0,0,0,0,0,88728,5497990,127287,121087,435,0,0,0,21851,7860991,4
4802911,2618706,7264805,71799,10214,3446,0,0,219663,157,0,225,0,0,0,0,0,0,0,70040,4683339,120738,117213,346,0,0,0,19238,7915332,0
5317543,2850342,8000034,115527,10115,3447,7,0,222312,211,0,224,0,0,0,0,0,0,0,85460,4674100,119937,117093,397,52,0,0,21580,7875223,64
5955338,3151263,8888609,116882,10201,3453,15,0,216969,240,0,375,0,0,0,0,0,0,0,75232,4671190,120542,118893,390,0,0,0,19454,8914756,20
5342926,2601376,7235899,71750,10206,3437,0,0,224142,173,0,202,0,0,0,0,0,0,0,79680,4660141,121461,118559,390,0,0,0,19579,8852554,4
4783995,2609193,7270086,71792,10200,3439,0,0,220013,22,0,120,52,0,0,0,0,0,0,76703,6369205,128401,123588,398,52,0,0,21351,7858965,0
7800600,4444756,11466042,106448,10495,3416,0,0,227323,225,0,172,15,0,0,0,0,0,0,82381,4680477,118919,116262,254,90,0,0,20704,11690609,295
4774441,2606989,7243826,71861,10169,3456,7,0,215394,338,0,67,30,0,0,0,0,0,0,86616,4692318,123562,121342,0,0,0,0,20348,7852189,4
5330214,3121560,8818446,115882,10106,3440,0,0,218452,0,0,30,0,0,0,0,0,0,0,87704,4672194,127683,125834,224,37,0,0,21510,7851477,60
5373034,2877981,7250640,71761,10150,3435,0,0,217141,210,0,195,0,0,0,0,0,0,0,81046,4650933,122500,120523,306,30,0,0,22051,9881040,5
4790376,2605210,7238493,71941,10207,3443,0,0,229713,255,0,358,157,0,0,0,0,0,0,93454,5493906,132386,128366,621,67,0,0,21408,7849439,10
4780375,2609410,7256001,71840,10208,3410,0,0,215427,345,0,142,37,0,0,0,0,0,0,82840,4684496,121678,120919,60,7,0,0,20318,7847275,0
4765797,2601624,7255327,71816,10169,3433,7,0,228221,194,0,210,7,0,0,0,0,0,0,82301,4692170,121953,121159,0,0,0,0,20594,7830821,0
4750471,2858867,8017182,110121,10071,3454,15,0,218359,149,0,337,0,0,0,0,0,0,0,79582,4659754,121172,118909,383,30,0,0,20583,7827769,5
5889194,3114405,8012190,93845,10220,3441,0,0,217229,346,0,426,0,0,0,0,0,0,0,83477,4691476,123635,123060,369,0,0,0,22122,9780228,19
4746500,2591798,7212101,71626,10227,3449,0,0,215195,270,7,330,67,0,0,0,0,0,0,83209,5536054,129488,128443,464,0,0,0,19060,7846882,9
4758358,2601661,7235313,71659,10161,3434,0,0,224001,0,0,75,30,0,0,0,0,0,0,91591,4691370,122849,121459,224,30,0,0,19195,7834453,10
4775434,2602079,7234067,71773,10143,3430,0,0,228735,315,0,427,97,0,0,0,0,0,0,84985,4679591,121351,120469,435,60,0,0,20463,7848409,0
4752173,2595534,7205246,94034,10038,3421,14,0,212921,308,0,404,0,0,0,0,0,0,0,90331,4641554,121393,123766,691,0,0,0,19747,7781677,24
5599616,3101297,8761328,114557,10054,3425,0,7,209726,451,0,270,30,0,0,0,0,0,0,79957,4647116,124958,126657,337,37,0,0,19883,8866956,49
5306080,2581318,7176096,71199,10170,3419,0,0,215905,67,0,82,0,0,0,0,0,0,0,88153,4673374,118633,118598,278,59,0,0,19370,8794465,19
4733170,2581958,7202201,71448,10210,3439,0,0,216325,232,0,90,37,0,0,0,0,0,0,81773,6317309,131025,124696,75,0,0,0,21119,7766449,0
4767205,2603362,7263135,71820,10174,3422,0,0,222699,299,7,344,67,0,0,0,0,0,0,79870,4667243,122722,121995,270,0,0,0,20020,7824198,0
4769626,2602152,7240221,71989,10180,3421,15,0,316012,13319,7,5648,226,0,0,0,0,0,0,81773,4683808,124066,123195,172,0,0,0,21214,7838029,5
