uops_retired.heavy
257371
257301
253724
253749
267778
266450
258860
267214
257933
264008
263623
256604
253478
264981
264105
255229
260821
269629
270535
261028
261371
251978
254159
253982
273753
262372
261081
257516
265290
262412
253812
253951
260219
273409
270888
261865
253013
253116
263462
259414
260533
254864
260832
254253
253898
257791
259639
262785
254346
266593
255789
253357
264537
258849
258864
271507
260733
254245
256659
254824
260777
254067
259834
262597
263149
263414
257332
268291
262023
253991
258614
259473
271449
252779
260839
260811
253995
271003
268828
255999
253965
262647
252657
260867
271838
272225
253498
254158
259889
260813
259194
264615
255267
252955
256306
254538
260919
257428
266133
256023
262485
258915
265521
259395
255180
260812
260826
265078
260500
262158
260612
267255
261574
253936
267182
265397
257950
253926
262970
253280
254264
257193
260600
260333
261088
259929
266649
256306
262979
265617
255768
263021
259408
264600
264979
255735
260955
254561
273585
260835
253552
260941
254369
267142
261300
253240
267683
261034
258433
265177
258486
265607
267394
253304
265123
264941
262973
254002
253415
260148
264306
255687
260565
254512
260195
260535
259380
272769
253045
254985
262708
263577
262080
264933
256509
258909
263303
263596
269640
267077
261368
260537
259705
272137
260564
260296
252337
262456
252656
261373
253260
262317
269456
260161
259790
259922
258489
263762
257679
262708
261171
260001
266485
264350
254913
261105
260580
254756
260902
258746
258725
255759
260632
262898
252413
260854
260117
271132
261526
254098
267275
261128
260262
259150
252716
260068
257174
257631
266606
267974
271546
254649
257122
255088
269364
256555
257536
263765
269352
265612
264166
257370
261831
260623
251378
256024
253410
261297
261095
259946
265703
263516
261450
254230
260574
256694
253619
270861
259198
251340
257420
269749
264328
262364
262692
263071
271530
263928
255094
253493
262892
270984
266990
260696
254423
261077
260874
263680
254348
258355
260455
253514
254498
254426
267575
271302
263682
257399
256865
256984
270210
267637
264451
257495
259926
254404
256585
260981
270283
258750
265919
252849
260595
254647
261830
260861
258694
269958
259140
263042
253770
259402
267539
265602
260568
273445
253778
253922
257061
260065
271132
250383
261935
254625
254616
261149
254903
254064
266700
266559
264513
257640
261267
260405
254191
268858
263067
261577
264115
268930
261105
262554
257927
263163
256244
262874
259887
254125
264548
264547
260771
260053
254241
262471
261437
262185
272931
269002
259089
255684
260305
268529
261659
257884
254599
254060
254455
263077
266393
264819
255430
263387
254655
254804
267510
262275
261724
262018
264742
256293
254421
261091
253751
264428
263502
268517
254441
254113
261414
261466
256559
262515
258336
262011
263231
254823
253932
254535
273971
263453
253968
261258
260471
254942
258584
264947
252185
261899
267266
261893
254815
261038
269598
263208
261354
261243
254667
257320
268256
263555
267897
255923
256488
260508
260521
273003
262535
251936
266941
267457
254634
254240
260303
265002
267774
254957
252850
263039
263907
268977
261819
268934
257423
255594
255910
262860
261762
252961
262225
262541
254098
259979
264938
269884
267675
253535
254265
273569
260754
264097
252700
269231
256380
254341
264503
270787
265453
260717
261059
261329
260001
260936
259587
260007
266507
256674
254605
253184
259978
262269
269699
259183
251851
255082
266393
253776
266871
258953
253385
253820
260863
253766
269469
264979
266770
258706
260447
253109
273997
266700
260297
262454
259770
253987
260720
263499
262295
261406
260880
261031
253599
254086
262355
258665
259498
260988
260931
262173
263266
260035
257228
259846
254158
263128
262447
259721
262998
265951
259904
260636
252976
265558
253649
259825
260662
262085
260348
258762
265273
251893
260739
260304
259973
266213
258614
261302
260998
263207
261693
263300
266960
270346
255499
257342
263531
255105
262058
265939
266351
258692
271174
265382
263150
262951
253962
260308
257898
268031
258790
253760
260357
261335
260159
266877
263113
260288
268897
260239
253045
258567
262556
265280
257046
252860
259255
255281
263430
260998
259230
267870
259542
262529
257213
263637
263633
265507
264498
259801
266165
260242
254547
273203
262067
257217
260182
254530
262963
263333
270112
252869
256452
261102
261021
261015
267109
271677
260091
254334
260054
255321
261708
256030
255606
265600
262532
261858
264557
266344
258737
259950
260033
254415
262460
266553
251447
254456
255393
254326
260912
268746
260986
273057
259932
260653
260826
262169
267369
259687
267707
262041
265798
267708
257472
259612
262158
260830
260464
259183
260235
265870
264234
260442
254479
262636
253490
260908
263592
266048
259281
260990
254344
260815
260806
262407
264571
260093
273095
264188
252048
259904
254939
255419
272075
262898
267349
255874
263986
256851
254766
259350
264163
269249
266669
253453
253536
264177
269595
255350
253078
255761
248507
255888
267336
269069
253161
254575
268778
267368
253643
256866
260253
263521
263599
255615
257099
263310
265751
264581
261591
262517
253723
266832
265925
259117
260077
254252
262300
272566
264166
256397
253667
263059
261217
258275
263823
270100
267349
260008
260916
252896
268711
264383
253980
254157
261903
259956
260030
271539
267442
261941
254670
253402
259817
266873
270806
259720
259848
262187
260655
262905
262946
272197
266765
260786
253957
270854
257641
259270
255710
256976
257396
257141
269272
262121
262697
254111
252963
259859
254089
254534
265791
254967
264717
258855
258262
266291
261362
259836
260915
259675
253552
260307
262390
255698
263054
257281
254254
262247
256953
259785
261546
269977
257059
258984
260638
261595
253802
262371
253367
266331
270361
259503
259982
253282
262303
259496
258695
270508
251699
259716
260362
260487
260822
258567
265203
253179
260472
253755
268542
253002
261305
263635
262129
260201
254195
267999
259649
272379
255928
258385
259971
255200
254068
267965
263554
268078
261478
260552
252334
253112
261610
269319
257518
254668
259569
263784
261395
261201
263611
262120
254647
256877
265946
257578
262077
255176
254381
260832
263069
271480
251253
253554
261132
256993
262593
262528
263670
272182
263039
262992
257403
255432
263214
267349
264622
258476
260130
255778
255427
256843
259481
271141
263086
258772
260388
272054
266844
260600
260733
260816
260749
268978
272205
250723
259701
261412
256022
272445
266310
258367
263955
259584
249273
261141
265373
267226
253587
267339
259761
262844
252803
261187
268421
254347
268716
263936
260373
253632
261116
260762
261130
256731
259969
256625
253180
260995
262832
253328
260343
258742
264732
254193
254249
259926
259938
268337
261617
255545
253706
260058
261010
258631
263646
258379
254784
253832
260138
260498
261303
265037
262223
260742
260217
260287
257872
271220
263901
257318
261629
254386
260812
253392
260835
265190
270509
262157
254530
262911
259904
263702
256363
263048
252452
259687
269422
265325
258679
260713
260820
252545
263427
261647
260880
269873
268407
261422
260821
263641
260673
272371
267013
263708
261688
253122
260421
259789
254298
273263
264836
256350
254126
255813
268062
261107
255552
273740
252156
260544
254241
263455
267143
259355
261088
262170
269288
266044
264327
263204
261539
260529
266685
262921
266665
256769
259899
260442
268559
262206
267064
259688
262362
262229
252222
258928
253857
270368
260381
259643
254423
259505
259523
265903
263336
254598
252696
267070
260360
267561
266525
257743
257789
255658
261351
260203
260308
265487
262605
250075
257044
262846
253239
265425
260056
266622
252895
254767
256912
261094
268658
266421
259393
266719
261345
267487
260916
257615
261451
261529
261142
266152
259769
267826
268724
254290
253839
262337
269888
261086
266568
251447
260821
261452
263318
267092
265723
256128
268494
265899
257981
263139
261730
261433
273251
257909
265888
254264
264761
264495
263120
261739
260416
263718
266736
263158
268975
260721
253918
253535
259332
266216
272498
258893
259790
253221
267173
256317
259708
260539
265006
257887
252183
260620
254061
255795
269951
269534
265961
260910
259522
254900
254059
259529
268459
253879
260352
253022
256347
264126
250418
252999
273800
262050
260902
258050
262794
256196
259931
260777
260398
261353
258541
272434
252655
251990
260020
254820
266028
270017
256271
255592
259269
260308
253564
264450
258193
263626
253693
253764
253491
253605
262396
259836
263681
254047
261013
261043
260180
266264
259535
256499
263792
256478
260979
256716
263288
266514
260076
254832
253804
253076
264298
264669
263665
259618
252194
259348
253742
258670
272845
257967
266758
254751
260197
259297
263299
260432
253912
259363
252570
272377
262011
253466
261181
262615
267860
271994
268831
269261
255263
260714
272811
255212
268587
263482
260755
258906
258345
257700
264710
251412
262873
254321
250598
259144
256716
254420
267883
254423
264019
256291
265802
265963
253938
255846
253334
261618
257210
253707
250735
250035
271209
259404
253289
253231
252655
252447
248114
267986
258400
262093
253138
270229
253849
266890
262009
258859
250533
260486
257086
258508
260011
258564
262718
261445
256326
251009
254329
259947
268078
260404
252769
249258
250870
261335
249857
249186
251083
248475
252252
247942
259820
256183
253654
251802
268877
269311
248073
249097
248570
250973
257471
251676
264114
263001
259125
258223
259147
248164
259662
263343
259534
252004
253339
260745
263553
253408
260998
266449
259566
258198
253461
254013
259392
251949
252622
254723
259252
265279
264783
269798
263981
249797
257551
255484
259507
265787
263040
258064
254477
264361
259760
262336
271116
261187
259970
259377
256840
266736
259224
254628
258760
260466
259435
263740
267140
262840
254283
263709
256583
262882
258703
253524
260645
262505
254258
259461
254053
271157
262208
259206
262734
262650
261274
264019
259607
267139
258731
260558
264825
253997
261845
255388
268570
267636
259794
259688
261748
252959
262363
253834
262218
258075
260597
255883
259768
258322
258988
262155
265871
256042
262933
255759
257995
261666
262333
262597
252708
260736
259994
259006
254165
261667
259750
261417
259452
259701
263335
255902
271371
268447
253015
256099
260321
264412
259118
268222
258938
248997
259838
254352
266642
259815
265028
257892
254719
260614
259291
252873
259308
269661
267596
261585
258562
253711
252665
259570
267647
268305
249096
259512
264381
258427
259281
260460
261328
262739
268138
258248
249043
250367
251746
269966
273648
272903
272967
262322
262452
266032
259670
262722
261105
257853
256809
264009
269946
258389
256644
255943
256020
254979
254639
266325
253185
255353
257909
252624
256227
267797
261117
259130
256539
256083
257580
253478
262354
266984
259580
255978
267249
256540
263239
266063
254034
260699
255017
262603
260946
264710
258878
266371
262572
256439
253286
257105
260981
254127
260686
261859
253894
269869
258887
263601
259738
255943
260131
253209
264997
267735
250086
262964
254929
257450
266972
260483
258376
260332
259900
262523
253502
260588
266758
259014
259937
260723
254603
261978
255306
263936
268598
273215
264533
260407
260717
259210
254149
261126
258232
259331
259512
257019
261510
257233
264693
264550
267618
259392
252979
253510
261081
265156
268612
260161
255264
253422
253897
268493
265181
264088
255151
260425
261217
270566
258362
259724
254584
262880
255328
265440
265944
263513
258253
265640
255506
263677
260306
263563
254778
260938
259119
256172
260581
256071
263404
255771
255765
270251
259963
254245
268907
264123
258775
260630
253863
253082
264036
251594
253452
267454
264118
255523
262535
259834
252895
259770
