uops_dispatched.port_6
184643
187626
187725
188551
179959
189571
184532
179118
183886
187364
186526
180658
184740
193525
189255
185008
185191
195786
188572
181496
187092
190599
187653
187419
184333
182289
193918
191339
181984
185114
188096
181404
193221
188423
188575
189126
183643
184639
195674
189782
186349
180910
191683
193243
191471
185475
183597
186958
182628
195013
192859
190785
183434
184285
187659
193744
189173
185059
188729
182221
185520
190419
186356
181908
185207
192215
194989
192553
187000
191689
188897
183933
185338
193740
189896
186570
181771
188047
187996
184861
185912
187596
188309
183968
186988
181068
188487
181077
186101
193005
187286
186974
180067
189145
186003
189451
192851
182159
186551
192363
192330
188449
184762
187958
185423
184833
195347
195947
191219
185301
187269
186996
185548
180998
182449
185979
185932
188478
195357
189416
189312
180105
183283
185830
189336
181165
185627
183268
181530
184872
180753
188836
196629
183761
185530
186419
181295
181454
191529
187819
189051
186298
185641
181501
187680
183816
189873
182772
183165
192345
187524
194120
187575
189692
187147
190445
182124
190246
189644
191341
186480
193790
190293
190553
190561
185174
188488
185611
184702
185036
189928
189766
185423
185985
180936
187563
185835
184516
189262
187214
185695
180171
190632
192172
187111
186641
182266
187499
181275
194011
189977
182076
186496
180720
185037
189753
187632
183701
180367
186200
188537
185214
189381
183813
187412
187074
185742
185582
191638
196651
190483
186695
188557
195698
195551
197251
185936
186045
181752
183796
184779
187036
194692
191561
189789
187989
184416
186147
180468
187539
185727
190020
196823
189084
181559
180504
182020
186880
195060
196832
185925
182247
181015
184588
188572
188278
187089
186204
186618
185064
192262
185356
186250
182279
182026
180249
183821
191873
196775
189272
189305
183309
190089
187998
193689
190734
186463
185852
186694
187218
189659
185904
185571
184921
188930
190315
190686
190260
181194
185357
184750
192625
185967
180385
184420
186535
180731
185603
191140
190105
183353
185873
188421
181461
181909
185439
183605
188358
190408
196300
188618
182186
181489
183167
190655
187110
186035
190956
194659
186021
187363
185293
182030
185958
194509
184162
188730
182233
180283
185079
187727
180567
191593
186896
191355
182377
182481
183916
196468
186669
187082
194403
189372
181213
181429
185399
191553
180591
190246
191172
189610
185961
181081
190438
193100
185013
195888
180499
180676
186824
195184
189635
184797
180975
187766
184003
181586
197238
190196
189876
187167
181174
185571
180486
190328
191069
189038
190663
186293
188843
189995
190774
179182
188174
181852
180800
182361
189142
193254
185001
181592
190083
188682
183448
193591
182944
188525
182440
185501
184940
189321
185122
185874
185864
186869
186300
193946
186678
191208
190939
191384
189076
183728
192038
186108
188184
183943
180089
185315
188417
181686
183758
181610
184769
183501
189559
185701
179695
184205
183949
186201
189970
184549
182469
188566
183045
191872
184994
184865
186226
191012
190230
189348
195408
188393
180089
182128
188296
187321
192815
183501
188309
193294
184225
186628
193771
186326
189198
180118
185938
189471
189976
197232
189395
190206
188392
184178
186362
196408
195443
187678
184993
186475
182883
192611
191304
185754
188791
186165
187251
193365
189505
187559
194799
185905
185980
191181
189721
180320
184946
194476
180426
190063
185796
186190
188476
181488
184891
185488
182390
184785
194447
191074
186815
188466
193838
191796
186899
180630
186031
183621
193934
186018
188402
188348
190386
188659
182233
187285
197000
183519
187236
184171
179222
182983
196508
187060
183613
185769
183813
179639
194264
190572
180260
184340
191374
189041
190529
183001
189858
185149
191785
195590
194397
185486
188712
193676
188563
194042
190698
187410
188765
183116
186189
181470
196586
192030
180802
187175
185399
184113
187035
185595
183711
182186
187705
182902
186393
194975
185558
186193
183309
184492
196564
189502
185944
189991
186937
187158
188426
191968
185742
186275
192345
183563
183180
189876
187167
182555
180847
182041
195793
185127
184385
182472
185152
192790
193166
186749
179284
193113
186534
186537
184976
191607
195354
180997
196081
190543
193562
181781
188112
188618
185382
185121
195681
184722
182050
186580
182641
189065
192883
185532
183524
193889
186484
188727
184575
188696
186842
188601
194143
187064
180441
186159
189570
186702
196798
193002
182719
189245
183837
192228
181128
184587
192860
188136
185835
182241
182203
183360
195133
185624
182592
183102
189522
189155
186999
186027
185482
181087
181915
192532
189418
189762
181755
184107
185905
184898
186704
188837
185881
189053
186038
186717
181146
197201
188039
183004
185979
183512
186765
187108
194673
186950
180576
180999
184965
193770
190386
181205
190631
186866
183804
186646
188033
190446
181033
184600
184985
179637
188643
181320
181988
187001
183271
189074
191401
192954
196905
185494
184354
186185
188475
196164
191112
192378
185941
183325
188826
193218
185090
182465
185847
190613
185766
188146
191530
186560
180539
185385
183983
180046
188521
183171
183877
187990
191927
186259
187042
183118
183487
185621
185383
184867
185121
184413
190829
187700
184476
185201
178894
184503
181409
182730
180060
179889
191802
179472
191496
186372
189601
186920
181897
185512
188801
189092
190756
181349
186718
181772
188704
187344
190960
189849
180984
183790
185425
182000
185952
188247
194920
194344
186124
181072
185663
188843
186944
191825
188235
188439
186767
181505
186275
193980
190241
183181
180586
185833
180554
185435
190599
186896
197371
191103
187250
186231
189342
188694
188257
193963
186534
189899
181384
183711
188285
188778
189591
185078
188302
190260
180579
180416
191388
191894
190059
194966
188752
193094
187311
193299
181610
183348
197028
190867
186479
194072
190794
185948
187201
186050
187567
189742
191833
186909
188447
191850
185196
184930
181954
183632
184349
192059
186321
183956
183601
184194
186797
186880
190665
188832
181741
184125
190930
186038
182072
181082
186829
185689
191852
183290
182320
186782
182001
189492
189634
190082
190954
186791
184281
186598
195101
187898
187845
184715
194577
190363
191520
189349
186258
182994
182027
193954
190879
189687
187449
183069
181729
189394
190385
179823
184714
186756
182739
195332
187085
182364
182510
186831
189170
196070
186533
185116
187214
186354
187010
192481
188051
187654
186140
181463
196582
190585
189692
182132
189253
186849
181969
188631
195572
182893
192075
184478
190746
193482
191623
182126
191455
190965
185694
187761
189728
185776
180960
184699
186585
185209
181564
190634
186968
185720
188921
184195
184691
182465
190478
185298
179405
180864
186781
184003
184125
190267
190666
180015
186983
186304
188218
183098
186830
181342
180811
187528
190039
191050
187844
185900
186602
181318
193111
186989
190022
188079
185340
193428
187490
192792
188958
188516
195662
187951
185264
187090
187478
185872
182281
193702
192967
187820
181360
189128
180512
185293
190133
188671
190145
185138
187595
186122
184946
193002
188490
182945
182074
193149
190882
193990
189021
187334
185550
190451
196585
191852
188048
185028
189902
181196
187767
190713
190548
186615
192429
185999
182236
180687
188636
185078
190335
188314
191512
191794
180649
190533
195017
187409
186408
184660
195427
189304
188900
186263
189174
193333
185504
185414
187279
187845
190290
195190
180847
185567
180428
193654
193046
183845
186523
179460
188334
185998
189904
187384
181141
190101
193591
180664
182038
180712
184719
190058
191060
182265
188598
186148
186430
187368
195868
187682
183977
181067
190287
191667
187350
196139
190120
188898
181381
182210
185335
196314
191910
182497
181963
181689
183898
190468
188508
194776
183227
181258
181245
187733
189699
184259
185523
180757
185941
187773
190541
181893
185797
182548
180565
180814
187202
194144
189270
180733
185282
181405
182955
193408
186124
192624
188512
179848
188428
182449
181105
195179
196070
185773
186547
183976
