uops_dispatched.port_2_3_10
206486
196932
201298
201376
215900
208684
214825
216292
210881
199764
199034
211101
208840
196478
202874
209356
205943
203439
206490
199400
205539
198069
202480
214946
213457
203204
204321
199611
201988
202788
208931
211815
206143
203550
199027
201197
200822
204219
198834
202634
202673
207853
210615
210775
201427
197204
198905
213393
212735
211560
198427
198754
205932
202244
201782
203459
208423
204098
208986
202363
203222
198470
214715
203499
201547
201880
202774
201404
207817
210957
200644
202758
203709
202805
205630
201397
198341
202989
203352
201635
208817
215565
200876
206200
197595
205994
202860
208317
207514
201621
203401
205705
203443
208845
203211
204585
212451
207082
211161
206669
199173
213387
199919
198734
203636
213070
207852
202404
198850
202850
206196
213403
206171
198195
206703
197654
201879
209407
206260
204263
209636
213811
206970
199604
201482
198523
201380
205522
213959
211353
199049
197338
201699
204823
202395
208832
212677
207124
198286
198920
205800
209420
200569
199493
198591
201842
212906
202641
206426
201515
197822
201508
215692
209810
196430
205955
199386
206027
211550
204450
198321
204043
209926
204207
206473
208871
210259
197129
197919
202637
197842
202664
216350
207600
198669
200234
204770
198344
202077
205657
208473
201111
198182
202402
206346
201554
206949
204928
203810
203279
202708
201328
212117
205533
202593
203065
201836
201379
215781
207434
203506
203393
201458
201237
204157
202528
205126
207637
206710
200404
203538
198769
205477
209676
213185
208163
207273
203527
201715
202621
201419
208644
203359
198772
201632
202085
200322
208266
206983
201665
209621
212678
200827
205868
199912
199330
205483
197737
209288
204425
213324
212006
203259
198995
201879
211622
211358
202721
206236
204201
201623
203493
206409
203853
201907
212096
203760
198044
208106
199315
196721
202530
211442
203408
208794
213030
201731
211774
208462
200836
201949
209530
215325
204997
208906
205933
201016
198015
209210
210541
199319
206238
207174
202063
206575
205025
197415
201229
214911
203629
205657
202650
207163
202443
201179
202952
202131
204144
210796
205879
199496
202402
210194
202006
207538
204603
203455
207604
211362
203701
201328
203672
209925
207084
204554
201396
208062
202401
206021
204068
206834
200349
207477
210946
211039
196799
202353
205675
203670
208995
202376
201991
201992
206598
198680
209037
207714
202143
201739
209162
198979
203863
212400
205255
203487
206319
199164
199375
208358
215787
204051
202622
206113
206937
202527
208799
207524
204483
204878
210571
203520
199126
197263
207213
211734
203056
201154
205980
203180
215787
208354
203418
202397
202806
203615
202956
209382
205918
201452
202056
203826
201996
212203
203472
203354
200017
205542
203170
207258
207408
208333
204700
203847
201427
209156
206653
204904
208019
205646
203223
206239
203379
199051
210448
210707
203996
198875
203159
201115
207129
206922
203930
211233
211875
202595
204853
214448
213032
200578
208087
204815
204971
205589
206256
201276
202200
201443
204288
198025
209923
201980
209330
201924
201146
198327
200578
206845
207010
197773
206550
212207
201029
198454
